Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVS_M_R
6884,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6885,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6886,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
6887,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
6888,Water,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Wetland
6889,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6890,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6891,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6892,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6893,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6894,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6895,Water,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
6896,Water,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
6897,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Water
6898,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Built-up,Water
6899,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6900,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6901,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
6902,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
6903,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6904,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6905,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6906,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6907,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6908,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
6909,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6910,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6911,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6912,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6913,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6914,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
6915,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6916,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6917,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6918,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6919,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6920,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6921,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6922,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6923,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
6924,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6925,Water,Built-up,Cropland,Water,Non_Wetland,Water,NULL,Forest
6926,Water,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6927,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Water
6928,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
6929,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6930,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6931,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6932,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6933,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Water
6934,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
6935,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6936,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Forest
6937,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
6938,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
6939,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6940,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6941,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
6942,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6943,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6944,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6945,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
6946,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6947,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
6948,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
6949,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6950,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Built-up
6951,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,NULL,Wetland
6952,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Grassland,Water
6953,Water,Built-up,Built-up,Water,Non_Wetland,Water,NULL,Grassland
6954,Water,Built-up,Built-up,Water,Non_Wetland,Water,NULL,Wetland
6955,Water,Built-up,Built-up,Water,Non_Wetland,Water,NULL,Bareland
6956,Water,Built-up,Built-up,Water,Non_Wetland,Water,NULL,Water
6957,Water,Built-up,Water,NULL,Water,Shrubland,Grassland,Water
6958,Water,Built-up,Water,NULL,Water,Shrubland,Water,Forest
6959,Water,Built-up,Water,NULL,Water,Grassland,NULL,Wetland
6960,Water,Built-up,Water,NULL,Water,Grassland,NULL,Water
6961,Water,Built-up,Water,NULL,Water,Grassland,NULL,Forest
6962,Water,Built-up,Water,NULL,Water,Grassland,Water,Wetland
6963,Water,Built-up,Water,NULL,Water,Grassland,Water,Forest
6964,Water,Built-up,Water,NULL,Water,Built-up,Wetland,Grassland
6965,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
6966,Water,Built-up,Water,NULL,Water,Built-up,Water,Built-up
6967,Water,Built-up,Water,NULL,Water,Water,NULL,Grassland
6968,Water,Built-up,Water,NULL,Water,Water,NULL,Wetland
6969,Water,Built-up,Water,NULL,Water,Water,Water,Wetland
6970,Water,Built-up,Water,Non_Water,Water,Grassland,NULL,Grassland
6971,Water,Built-up,Water,Non_Water,Water,Water,NULL,Wetland
6972,Water,Built-up,Water,Non_Water,Water,Water,NULL,Forest
6973,Water,Built-up,Water,Non_Water,Water,Water,Water,Wetland
6974,Water,Built-up,Water,Water,Water,Wetland,NULL,Forest
6975,Water,Built-up,Water,Water,Water,Water,NULL,Water
6976,Water,Built-up,Water,Water,Water,Water,NULL,Forest
6977,Water,Built-up,Water,Water,Water,Water,Water,Water
6978,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
6979,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6980,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6981,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Water
6982,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6983,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6984,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6985,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Water
6986,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Wetland
6987,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Wetland
6988,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Water
6989,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
6990,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6991,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6992,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6993,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
6994,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6995,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
6996,Water,Built-up,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
6997,Water,Built-up,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
6998,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6999,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
7000,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
7001,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7002,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7003,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7004,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7005,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7006,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7007,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7008,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7009,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
7010,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7011,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7012,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
7013,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
7014,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7015,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
7016,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
7017,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
7018,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
7019,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7020,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7021,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
7022,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
7023,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7024,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7025,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7026,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7027,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
7028,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7029,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7030,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
7031,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7032,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7033,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
7034,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
7035,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
7036,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
7037,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
7038,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
7039,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7040,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
7041,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
7042,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
7043,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
7044,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
7045,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
7046,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
7047,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
7048,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
7049,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
7050,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7051,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7052,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7053,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7054,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
7055,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7056,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7057,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7058,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7059,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7060,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7061,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7062,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7063,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7064,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
7065,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7066,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7067,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7068,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7069,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
7070,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7071,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7072,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7073,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7074,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7075,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7076,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7077,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
7078,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
7079,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
7080,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7081,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
7082,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7083,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
7084,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
7085,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
7086,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
7087,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7088,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7089,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7090,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7091,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7092,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
7093,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
7094,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Water
7095,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
7096,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
7097,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
7098,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Wetland
7099,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
7100,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7101,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7102,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7103,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7104,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7105,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7106,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7107,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7108,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7109,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
7110,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7111,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7112,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7113,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7114,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7115,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7116,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7117,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7118,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7119,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7120,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7121,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7122,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7123,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7124,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7125,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7126,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
7127,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7128,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7129,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7130,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7131,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
7132,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7133,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7134,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7135,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7136,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7137,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7138,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7139,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7140,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7141,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
7142,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7143,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
7144,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7145,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
7146,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7147,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7148,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
7149,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7150,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7151,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7152,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
7153,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
7154,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Wetland
7155,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
7156,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7157,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7158,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7159,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7160,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7161,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7162,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7163,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7164,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
7165,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7166,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7167,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7168,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7169,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7170,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
7171,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7172,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7173,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7174,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7175,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7176,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7177,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7178,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7179,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
7180,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7181,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
7182,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7183,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7184,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7185,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
7186,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7187,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7188,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
7189,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
7190,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
7191,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
7192,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7193,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7194,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
7195,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
7196,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
7197,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7198,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7199,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7200,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7201,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7202,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
7203,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Wetland
7204,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
7205,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
7206,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7207,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7208,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7209,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7210,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
7211,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
7212,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
7213,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7214,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
7215,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7216,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
7217,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
7218,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7219,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
7220,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
7221,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
7222,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7223,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
7224,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
7225,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
7226,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
7227,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7228,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
7229,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
7230,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
7231,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
7232,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
7233,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7234,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
7235,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
