Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R
757,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
758,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
759,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
760,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
761,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
762,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
763,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
764,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
765,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
766,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
767,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
768,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
769,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
770,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
771,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
772,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
773,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
774,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
775,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
776,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
777,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
778,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
779,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
780,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
781,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
782,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
783,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
784,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
785,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
786,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
787,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
788,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
789,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
790,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
791,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
792,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
793,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
794,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
795,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
796,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
797,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
798,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
799,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
800,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
801,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
802,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
803,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
804,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
805,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
806,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
807,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
808,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
809,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
810,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
811,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
812,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
813,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
814,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
815,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
816,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
817,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
818,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
819,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
820,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
821,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
822,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
823,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
824,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
825,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
826,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
827,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
828,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
829,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
830,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
831,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
832,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
833,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
834,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
835,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
836,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
837,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
838,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
839,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
840,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
841,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
842,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
843,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
844,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
845,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
846,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
847,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
848,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
849,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
850,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
851,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
852,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
853,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
854,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
855,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
856,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
857,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
858,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
859,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
860,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
861,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
862,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
863,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
864,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
865,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
866,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
867,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
868,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
869,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
870,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
871,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
872,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
873,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
874,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
875,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
876,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
877,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
878,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
879,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
880,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
881,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
882,NULL,Built-up,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
883,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
884,NULL,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Bareland
885,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
886,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
887,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
888,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
889,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
890,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
891,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
892,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
893,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
894,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
895,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
896,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
897,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
898,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
899,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
900,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
901,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
902,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
903,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
904,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
905,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
906,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
907,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
908,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
909,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
910,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
911,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
912,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
913,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
914,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
915,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
916,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
917,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
918,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
919,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
920,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
921,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
922,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
923,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
924,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
925,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
926,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
927,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
928,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
929,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
930,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
931,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
932,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
933,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
934,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
935,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
936,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
937,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
938,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
939,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
940,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
941,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
942,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
943,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
944,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
945,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
946,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
947,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
948,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
949,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
950,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
951,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
952,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
953,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
954,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
955,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
956,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
957,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
958,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
959,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
960,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
961,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
962,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
963,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
964,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
965,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
966,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
967,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
968,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
969,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
970,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
971,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
972,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
973,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
974,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
975,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
976,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
977,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
978,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
979,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
980,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
981,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
982,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
983,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
984,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
985,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
986,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
987,NULL,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
988,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
989,NULL,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
990,NULL,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
991,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
992,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
993,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
994,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
995,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
996,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
997,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
998,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
999,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1000,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1001,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1002,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1003,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1004,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1005,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1006,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1007,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1008,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1009,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1010,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1011,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1012,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1013,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1014,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1015,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1016,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1017,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1018,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1019,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1020,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
1021,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1022,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1023,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1024,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1025,NULL,Water,Wetland,Water,Wetland,Cropland,Wetland,Grassland
1026,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1027,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1028,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1029,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1030,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1031,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1032,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1033,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1034,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1035,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1036,NULL,Water,Water,Non_Water,Water,Bareland,Grassland,Bareland
1037,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1038,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1039,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1040,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1041,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1042,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1043,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1044,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1045,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1046,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1047,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1048,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1049,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1050,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1051,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1052,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1053,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1054,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1055,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1056,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1057,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1058,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1059,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1060,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1061,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1062,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1063,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1064,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1065,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1066,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1067,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1068,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1069,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1070,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1071,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1072,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1073,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1074,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1075,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1076,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1077,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1078,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1079,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1080,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1081,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1082,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
