Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTA_M_R
5187,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5188,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5189,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5190,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
5191,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5192,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
5193,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5194,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5195,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5196,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
5197,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5198,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5199,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5200,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5201,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
5202,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5203,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5204,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5205,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
5206,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5207,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5208,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5209,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5210,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5211,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5212,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5213,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5214,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5215,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5216,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5217,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5218,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5219,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5220,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5221,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5222,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5223,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5224,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5225,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
5226,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5227,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
5228,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5229,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5230,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5231,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5232,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
5233,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
5234,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
5235,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
5236,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
5237,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
5238,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
5239,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
5240,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
5241,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
5242,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5243,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
5244,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5245,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
5246,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
5247,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
5248,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
5249,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5250,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
5251,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5252,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5253,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
5254,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
5255,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5256,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
5257,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
5258,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5259,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
5260,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Wetland
5261,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5262,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5263,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5264,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5265,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5266,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5267,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5268,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5269,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5270,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5271,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5272,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
5273,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5274,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5275,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5276,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
5277,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5278,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5279,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5280,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5281,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5282,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
5283,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5284,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
5285,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5286,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5287,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
5288,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
5289,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5290,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5291,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5292,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5293,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5294,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5295,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5296,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5297,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5298,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5299,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5300,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5301,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5302,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
5303,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5304,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5305,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5306,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5307,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
5308,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5309,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5310,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5311,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5312,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5313,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5314,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5315,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5316,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5317,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5318,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5319,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5320,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5321,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
5322,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5323,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5324,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5325,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5326,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5327,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5328,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5329,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5330,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5331,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5332,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5333,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5334,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5335,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
5336,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5337,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5338,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5339,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5340,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5341,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5342,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
5343,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5344,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5345,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5346,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5347,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5348,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5349,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5350,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5351,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
5352,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5353,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5354,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
5355,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5356,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5357,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5358,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
5359,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5360,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5361,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5362,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5363,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5364,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5365,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5366,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5367,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5368,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
5369,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5370,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5371,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5372,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5373,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5374,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5375,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5376,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5377,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5378,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5379,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5380,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5381,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5382,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
5383,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5384,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5385,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5386,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5387,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5388,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5389,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5390,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
5391,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
5392,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Wetland
5393,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
5394,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5395,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5396,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
5397,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
5398,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
5399,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5400,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
5401,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
5402,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5403,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5404,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
5405,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
5406,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5407,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
5408,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5409,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
5410,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
5411,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5412,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5413,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
5414,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Bareland
5415,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
5416,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
5417,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
5418,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
5419,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5420,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5421,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
5422,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5423,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5424,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
5425,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5426,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
5427,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
5428,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
5429,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
5430,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
5431,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
5432,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
5433,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Grassland
5434,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
5435,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Water,Bareland
5436,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5437,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
5438,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5439,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
5440,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
5441,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
5442,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5443,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5444,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5445,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
5446,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5447,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5448,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5449,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5450,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5451,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
5452,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
5453,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5454,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5455,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5456,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5457,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
5458,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5459,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
5460,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5461,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5462,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
5463,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
5464,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5465,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
5466,Bareland,NULL,Wetland,Water,NULL,NULL,Bareland,Wetland
5467,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Grassland
5468,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Bareland
5469,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Water
5470,Bareland,NULL,Wetland,Water,NULL,Bareland,Water,Bareland
5471,Bareland,NULL,Wetland,Water,NULL,Bareland,Water,Water
5472,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
5473,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
5474,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
5475,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
5476,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
5477,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
5478,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
5479,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
5480,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
5481,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
5482,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
5483,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
5484,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
5485,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
5486,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5487,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
5488,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5489,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5490,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
5491,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Cropland
5492,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
5493,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
5494,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
5495,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
5496,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
5497,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5498,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Cropland
5499,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
5500,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5501,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Built-up
5502,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
5503,Bareland,NULL,Wetland,Water,Wetland,Bareland,Built-up,Grassland
5504,Bareland,NULL,Wetland,Water,Wetland,Bareland,Built-up,Bareland
5505,Bareland,NULL,Wetland,Water,Wetland,Bareland,Built-up,Water
5506,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
5507,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
5508,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
5509,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
