Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUM_M_R
8646,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8647,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8648,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8649,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
8650,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8651,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8652,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8653,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8655,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8656,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8657,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8658,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8659,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8660,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8661,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8662,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
8663,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8664,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8665,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8666,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8667,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
8668,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
8669,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8670,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8671,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8672,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
8673,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8674,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8675,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8676,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8677,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8678,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
8679,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8680,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8681,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8682,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8683,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8684,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8685,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8686,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8687,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8688,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8689,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8690,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8691,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8692,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8693,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8694,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8695,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8696,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8697,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8698,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8699,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8700,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8701,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8702,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8703,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8704,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8705,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8706,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8707,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8708,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8709,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8710,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8711,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8712,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8713,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8714,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8715,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8716,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8717,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
8718,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8719,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8720,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8721,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8722,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8723,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8724,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8725,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8726,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8727,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8728,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8729,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8730,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8731,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8732,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8733,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8734,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8735,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8736,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8737,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8738,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8739,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8740,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8741,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8742,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8743,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8744,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8745,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8746,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8747,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8748,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8749,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8750,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8751,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8752,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
8753,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8754,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8755,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
8756,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8757,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
8758,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8759,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8760,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8761,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8762,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8763,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8764,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8765,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8766,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8767,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8768,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8769,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8770,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8771,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8772,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8773,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8774,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8775,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8776,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8777,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8778,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
8779,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8780,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8781,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
8782,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8783,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8784,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8785,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8786,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8787,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
8788,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8789,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8790,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8791,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8792,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
8793,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8794,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8795,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8796,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8797,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8798,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8799,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8800,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8801,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8802,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8803,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8804,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8805,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8806,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8807,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8808,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8809,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
8810,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8811,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8812,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8813,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
8814,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
8815,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
8816,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
8817,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8818,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
8819,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
8820,Bareland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
8821,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
8822,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8823,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
8824,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
8825,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Bareland
8826,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
8827,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
8828,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8829,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8830,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8831,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8832,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8833,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8834,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8835,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
8836,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8837,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8838,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8839,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8840,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8841,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
8842,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8843,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
8844,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8845,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8846,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8847,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8848,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8849,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8850,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8851,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
8852,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8853,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8854,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8855,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8856,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8857,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8858,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8859,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
8860,Bareland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
8861,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
8862,Bareland,NULL,Water,Water,Water,Water,Water,Water
8863,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8864,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8865,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8866,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8867,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8868,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8869,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8870,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8871,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8872,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8873,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8874,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8875,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8876,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8877,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8878,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8879,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8880,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8881,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8882,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8883,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8884,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8885,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8886,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8887,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8888,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
8889,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8890,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8891,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8892,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8893,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
8894,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8895,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8896,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8897,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8898,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8899,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8900,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8901,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8902,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8903,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8904,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8905,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8906,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
8907,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8908,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8909,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8910,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8911,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8912,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8913,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8914,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8915,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
8916,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
8917,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8918,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8919,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8920,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8921,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8922,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
8923,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
8924,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Bareland
8925,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
8926,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8927,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8928,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8929,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8930,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8931,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8932,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8933,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8934,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8935,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8936,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8937,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8938,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8939,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8940,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8941,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8942,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8943,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8944,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8945,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8946,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8947,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8948,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8949,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8950,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8951,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8952,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8953,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8954,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8955,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8956,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8957,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8958,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8959,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8960,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8961,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8962,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
