Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLE_M_R
6076,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6077,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6078,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6079,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6080,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6081,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6082,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6083,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6084,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6085,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6086,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6087,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
6088,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6089,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
6090,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6091,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6092,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6093,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6094,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
6095,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6096,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6097,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6098,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6099,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6100,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6101,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6102,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6103,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6104,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6105,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6106,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6107,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6108,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6109,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6110,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6111,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6112,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6113,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6114,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6115,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
6116,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6117,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6118,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6119,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6120,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6121,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6122,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6123,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6124,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6125,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
6126,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
6127,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6128,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
6129,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6130,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
6131,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6132,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6133,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
6134,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
6135,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
6136,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
6137,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
6138,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6139,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6140,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6141,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6142,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6143,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6144,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6145,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
6146,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
6147,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6148,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6149,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6150,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6151,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6152,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6153,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6154,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6155,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6156,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6157,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6158,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6159,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6160,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6161,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6162,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6163,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6164,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6165,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6166,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6167,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6168,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6169,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6170,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6171,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6172,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6173,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6174,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
6175,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6176,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6177,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
6178,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6179,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
6180,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6181,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6182,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6183,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6184,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6185,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6186,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6187,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6188,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6189,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6190,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6191,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6192,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6193,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6194,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6195,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
6196,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6197,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
6198,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6199,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
6200,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6201,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6202,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6203,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6204,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6205,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6206,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6207,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6208,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6209,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6210,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
6211,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6212,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6213,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6214,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6215,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6216,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6217,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6218,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6219,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6220,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6221,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6222,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6223,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6224,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6225,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
6226,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6227,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
6228,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6229,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6230,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6231,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6232,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6233,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6234,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
6235,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6236,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
6237,Cropland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
6238,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
6239,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Cropland
6240,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Bareland
6241,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6242,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
6243,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
6244,Cropland,NULL,Water,NULL,Water,Grassland,Bareland,Bareland
6245,Cropland,NULL,Water,NULL,Water,Grassland,Water,Cropland
6246,Cropland,NULL,Water,NULL,Water,Cropland,NULL,Grassland
6247,Cropland,NULL,Water,NULL,Water,Cropland,NULL,Cropland
6248,Cropland,NULL,Water,NULL,Water,Cropland,NULL,Bareland
6249,Cropland,NULL,Water,NULL,Water,Cropland,Grassland,Cropland
6250,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
6251,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Cropland
6252,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
6253,Cropland,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
6254,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
6255,Cropland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
6256,Cropland,NULL,Water,NULL,Water,Bareland,Water,Grassland
6257,Cropland,NULL,Water,Water,Water,Grassland,NULL,Water
6258,Cropland,NULL,Water,Water,Water,Bareland,Water,Grassland
6259,Cropland,NULL,Water,Water,Water,Bareland,Water,Built-up
6260,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6261,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6262,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6263,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6264,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6265,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6266,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6267,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6268,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6269,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6270,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6271,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6272,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6273,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6274,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6275,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6276,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6277,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6278,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6279,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6280,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6281,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6282,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6283,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6284,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6285,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6286,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6287,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6288,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6289,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6290,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6291,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6292,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6293,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6294,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6295,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6296,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6297,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6298,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6299,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6300,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6301,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6302,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6303,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6304,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6305,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6306,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6307,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6308,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
6309,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6310,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6311,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6312,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6313,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6314,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6315,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6316,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6317,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6318,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6319,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6320,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6321,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6322,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6323,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6324,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6325,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6326,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6327,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6328,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6329,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6330,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6331,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6332,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6333,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6334,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6335,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6336,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6337,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6338,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6339,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6340,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6341,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6342,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6343,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6344,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6345,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6346,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
6347,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6348,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6349,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6350,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6351,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6352,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6353,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6354,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6355,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6356,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6357,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
6358,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6359,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6360,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
6361,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6362,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
6363,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6364,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6365,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6366,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6367,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6368,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6369,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6370,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6371,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6372,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
6373,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
6374,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6375,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6376,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6377,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6378,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6379,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6380,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6381,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
6382,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6383,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6384,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
6385,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
6386,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6387,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6388,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
6389,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6390,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6391,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6392,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
6393,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6394,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6395,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6396,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6397,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6398,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
