Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R
1933,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1934,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1935,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1936,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1937,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1938,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1939,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1940,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1941,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1942,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1943,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1944,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1945,Bareland,Bareland,Water,Water,Water,NULL,NULL,NULL
1946,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1947,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1948,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1949,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1950,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1951,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1952,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1953,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1954,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1955,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1956,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1957,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1958,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1959,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1960,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1961,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1962,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1963,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1964,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1965,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1966,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1967,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1968,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1969,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1970,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1971,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1972,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1973,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1974,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1976,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1977,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1978,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1979,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1980,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1981,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1982,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1983,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1984,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1985,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1986,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1987,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1988,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1989,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1990,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1991,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1992,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1993,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1994,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1995,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1996,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1997,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1998,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1999,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2000,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2001,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2002,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2003,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2004,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2005,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,NULL
2006,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
2007,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2008,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2009,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2010,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2011,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2012,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2013,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2014,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2015,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2016,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2017,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2018,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2019,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2020,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2021,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2022,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2023,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2024,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
2025,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2026,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2027,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2028,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2029,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2030,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2031,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2032,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2033,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2034,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2035,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2036,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2037,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2038,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2039,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2040,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2041,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2042,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2043,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2044,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2045,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2046,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2047,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2048,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2049,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2050,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2051,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2052,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2053,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2054,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2055,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2056,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2057,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2058,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2059,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2060,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2061,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2062,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2063,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2064,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2065,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2066,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2067,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2068,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2069,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2070,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2071,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2072,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2073,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2074,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2075,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2076,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2077,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2078,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2079,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2080,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2081,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2082,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2083,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2084,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2085,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2086,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2087,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2088,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2089,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2090,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2091,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2092,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2093,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2094,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2095,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2096,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2097,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2098,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2099,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2100,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2101,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2102,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2103,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2104,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2105,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2106,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2107,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2108,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2109,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2110,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2111,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2112,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2113,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2114,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2115,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2116,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2117,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2118,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2119,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2120,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2121,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2122,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2123,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2124,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2125,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2126,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2127,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2128,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2129,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
2130,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2131,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
2132,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2133,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2134,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2135,Bareland,Water,Water,Non_Water,Water,NULL,NULL,NULL
2136,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2137,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2138,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2139,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2140,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2141,Bareland,Water,Water,Water,Water,NULL,NULL,NULL
2142,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2143,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
2144,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2145,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2146,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2147,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2148,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2149,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2150,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2151,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2152,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2153,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2154,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2155,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2156,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2157,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2158,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2159,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2160,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2161,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2162,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2163,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2164,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2165,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2166,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2167,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2168,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2169,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2170,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2171,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2172,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2173,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2174,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2175,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2176,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2177,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2178,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2179,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2180,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2181,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2182,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2183,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2184,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2185,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2186,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2187,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2188,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2189,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2190,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2191,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2192,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2193,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2194,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2195,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2196,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2197,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2198,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2199,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2200,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2201,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2202,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2203,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2204,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2205,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2206,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2207,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2208,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2209,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2210,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2211,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2212,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2213,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2214,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2215,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2216,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2217,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2218,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2219,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2220,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2221,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2222,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2223,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2224,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2225,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2226,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2227,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2228,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2229,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2230,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2231,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2232,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2233,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2234,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2235,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
2236,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2237,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2238,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2239,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2240,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2241,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2242,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2243,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2244,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
2245,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2246,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2247,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2248,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2249,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2250,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2251,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2252,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2253,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2254,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2255,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2256,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2257,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2258,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2259,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2260,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2261,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2262,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2263,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2264,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2265,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2266,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2267,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2268,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2269,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
