Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQD_M_R
7165,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7166,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7167,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7168,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7169,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7170,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7171,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7172,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7173,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7174,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7175,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7176,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7177,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7178,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7179,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7180,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7181,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
7182,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7183,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7184,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
7185,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7186,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7187,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7188,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7189,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7190,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7191,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7192,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
7193,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7194,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7195,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7196,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7197,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
7198,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7199,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7200,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
7201,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7202,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7203,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7204,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7205,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7206,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7207,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7208,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7209,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7210,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7211,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7212,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7213,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
7214,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7215,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
7216,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
7217,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7218,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
7219,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
7220,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
7221,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7222,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
7223,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7224,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7225,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
7226,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7227,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7228,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7229,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7230,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7231,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7232,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7233,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
7234,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
7235,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
7236,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
7237,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
7238,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7239,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7240,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7241,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7242,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7243,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7244,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7245,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7246,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7247,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
7248,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7249,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7250,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7251,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7252,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7253,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7254,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7255,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7256,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7257,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7258,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7259,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7260,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7261,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7262,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7263,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7264,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7265,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7266,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7267,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7268,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7269,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7270,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
7271,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7272,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7273,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7274,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7275,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
7276,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7277,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7278,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
7279,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7280,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7281,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7282,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7283,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7284,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7285,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7286,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7287,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7288,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7289,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7290,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
7291,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
7292,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7293,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
7294,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
7295,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
7296,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7297,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7298,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
7299,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7300,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7301,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7302,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7303,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7304,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7305,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7306,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7307,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7308,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7309,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7310,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7311,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7312,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7313,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
7314,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7315,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7316,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7317,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7318,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7319,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7320,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7321,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7322,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7323,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
7324,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7325,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7326,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7327,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7328,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7329,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7330,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7331,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7332,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7333,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7334,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7335,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7336,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7337,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7338,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7339,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7340,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7341,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7342,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7343,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7344,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7345,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7346,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7347,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7348,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
7349,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7350,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
7351,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7352,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
7353,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
7354,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
7355,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7356,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
7357,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
7358,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
7359,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
7360,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
7361,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
7362,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
7363,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7364,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7365,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7366,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
7367,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Cropland
7368,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7369,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7370,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7371,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
7372,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
7373,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
7374,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
7375,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7376,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7377,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7378,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7379,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7380,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
7381,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7382,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7383,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7384,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7385,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7386,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7387,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7388,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7389,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7390,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7391,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7392,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7393,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7394,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
7395,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7396,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
7397,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7398,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7399,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7400,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7401,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
7402,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7403,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
7404,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
7405,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
7406,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
7407,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
7408,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7409,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7410,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7411,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7412,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7413,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
7414,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7415,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
7416,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Cropland
7417,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7418,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7419,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7420,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
7421,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7422,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7423,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
7424,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
7425,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7426,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water,Forest,Cropland
7427,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
7428,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7429,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7430,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7431,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7432,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7433,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7434,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7435,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7436,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7437,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7438,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7439,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
7440,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7441,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7442,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7443,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
7444,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7445,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7446,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7447,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7448,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7449,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7450,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7451,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
7452,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7453,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7454,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7455,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7456,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7457,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7458,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7459,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7460,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7461,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7462,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
7463,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7464,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
7465,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7466,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7467,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7468,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
7469,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
7470,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7471,Wetland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
7472,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7473,Wetland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
7474,Wetland,Cropland,Water,Water,Water,NULL,Water,Grassland
7475,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7476,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7477,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7478,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7479,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
