Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFK_M_R
8037,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8038,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8039,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8040,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
8041,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8042,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8043,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8044,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8045,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
8046,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8047,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8048,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8049,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8050,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8051,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8052,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
8053,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8054,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
8055,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
8056,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
8057,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8058,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
8059,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
8060,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8061,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
8062,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
8063,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8064,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
8065,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
8066,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8067,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
8068,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
8069,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
8070,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
8071,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
8072,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
8073,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8074,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
8075,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
8076,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
8077,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8078,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
8079,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
8080,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
8081,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8082,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8083,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
8084,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8085,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
8086,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
8087,Wetland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
8088,Wetland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
8089,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8090,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
8091,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
8092,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8093,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8094,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8095,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
8096,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
8097,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
8098,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
8099,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
8100,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8101,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
8102,Wetland,NULL,Water,NULL,Water,NULL,Shrubland,Water
8103,Wetland,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
8104,Wetland,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
8105,Wetland,NULL,Water,NULL,Water,Shrubland,NULL,Forest
8106,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
8107,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
8108,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
8109,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
8110,Wetland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
8111,Wetland,NULL,Water,NULL,Water,Shrubland,Grassland,Water
8112,Wetland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
8113,Wetland,NULL,Water,NULL,Water,Shrubland,Water,Grassland
8114,Wetland,NULL,Water,NULL,Water,Shrubland,Water,Wetland
8115,Wetland,NULL,Water,NULL,Water,Shrubland,Water,Water
8116,Wetland,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
8117,Wetland,NULL,Water,NULL,Water,Shrubland,Forest,Water
8118,Wetland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
8119,Wetland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
8120,Wetland,NULL,Water,NULL,Water,Grassland,Shrubland,Water
8121,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8122,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
8123,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
8124,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
8125,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
8126,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Water
8127,Wetland,NULL,Water,NULL,Water,Bareland,Grassland,Water
8128,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
8129,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Water
8130,Wetland,NULL,Water,NULL,Water,Bareland,Water,Grassland
8131,Wetland,NULL,Water,NULL,Water,Bareland,Water,Wetland
8132,Wetland,NULL,Water,NULL,Water,Bareland,Water,Water
8133,Wetland,NULL,Water,NULL,Water,Water,Water,Water
8134,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
8135,Wetland,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
8136,Wetland,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
8137,Wetland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
8138,Wetland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
8139,Wetland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
8140,Wetland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
8141,Wetland,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
8142,Wetland,NULL,Water,Non_Water,Water,Shrubland,Forest,Wetland
8143,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
8144,Wetland,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
8145,Wetland,NULL,Water,Non_Water,Water,Bareland,Shrubland,Grassland
8146,Wetland,NULL,Water,Non_Water,Water,Bareland,Shrubland,Wetland
8147,Wetland,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
8148,Wetland,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
8149,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
8150,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
8151,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Water
8152,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
8153,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
8154,Wetland,NULL,Water,Water,Water,NULL,Forest,Water
8155,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Water
8156,Wetland,NULL,Water,Water,Water,Shrubland,Grassland,Water
8157,Wetland,NULL,Water,Water,Water,Shrubland,Water,Grassland
8158,Wetland,NULL,Water,Water,Water,Shrubland,Water,Water
8159,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
8160,Wetland,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
8161,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Water
8162,Wetland,NULL,Water,Water,Water,Bareland,Shrubland,Wetland
8163,Wetland,NULL,Water,Water,Water,Bareland,Shrubland,Water
8164,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
8165,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
8166,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
8167,Wetland,NULL,Water,Water,Water,Water,Shrubland,Wetland
8168,Wetland,NULL,Water,Water,Water,Water,Shrubland,Water
8169,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
8170,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
8171,Wetland,NULL,Water,Water,Water,Water,Water,Water
8172,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8173,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8174,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
8175,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8176,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8177,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8178,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8179,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8180,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
8181,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8182,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
8183,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
8184,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8185,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8186,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8187,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8188,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8189,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8190,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8191,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8192,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8193,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8194,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8195,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8196,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
8197,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8198,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8199,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
8200,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8201,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8202,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
8203,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8204,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8205,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8206,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8207,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
8208,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8209,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
8210,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
8211,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8212,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8213,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8214,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8215,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8216,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8217,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8218,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8219,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8220,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
8221,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8222,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8223,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8224,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8225,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8226,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
8227,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8228,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8229,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8230,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8231,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
8232,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
8233,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
8234,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8235,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8236,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8237,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8238,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8239,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8240,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
8241,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8242,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8243,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8244,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8245,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
8246,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8247,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8248,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8249,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
8250,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
8251,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8252,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8253,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8254,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
8255,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8256,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8257,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
8258,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8259,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8260,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8261,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
8262,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
8263,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8264,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
8265,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
8266,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
8267,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
8268,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8269,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
8270,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
8271,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8272,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8273,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
8274,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
8275,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
8276,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
8277,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
8278,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
8279,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
8280,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
8281,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
8282,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
8283,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
8284,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
8285,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8286,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
8287,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8288,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
8289,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
8290,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8291,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8292,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8293,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8294,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8295,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
8296,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
8297,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
8298,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8299,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8300,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8301,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8302,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8303,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8304,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8305,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8306,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8307,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8308,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8309,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8310,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8311,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8312,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8313,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
8314,Wetland,Cropland,Water,NULL,Water,Shrubland,Shrubland,Wetland
8315,Wetland,Cropland,Water,NULL,Water,Shrubland,Wetland,Wetland
8316,Wetland,Cropland,Water,NULL,Water,Shrubland,Wetland,Water
8317,Wetland,Cropland,Water,NULL,Water,Bareland,Shrubland,Wetland
8318,Wetland,Cropland,Water,NULL,Water,Bareland,Wetland,Wetland
8319,Wetland,Cropland,Water,NULL,Water,Bareland,Wetland,Water
8320,Wetland,Cropland,Water,NULL,Water,Bareland,Water,Wetland
8321,Wetland,Cropland,Water,NULL,Water,Bareland,Water,Water
8322,Wetland,Cropland,Water,Non_Water,Water,Bareland,Water,Wetland
8323,Wetland,Cropland,Water,Water,Water,Bareland,Water,Wetland
8324,Wetland,Cropland,Water,Water,Water,Bareland,Water,Water
8325,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8326,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8327,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8328,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8329,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8330,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8331,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
8332,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
8333,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8334,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8335,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8336,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8337,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8338,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8339,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8340,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8341,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8342,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8343,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8344,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
8345,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
8346,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8347,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8348,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8349,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8350,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8351,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8352,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8353,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
8354,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
8355,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
8356,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8357,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
8358,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8359,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
8360,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8361,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Water
8362,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8363,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
8364,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8365,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8366,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8367,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8368,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8369,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
