Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHS_M_R
7162,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
7163,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
7164,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
7165,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
7166,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
7167,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
7168,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
7169,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
7170,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
7171,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Water
7172,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
7173,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Grassland
7174,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
7175,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Water
7176,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
7177,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
7178,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7179,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
7180,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7181,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
7182,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
7183,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7184,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7185,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7186,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7187,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7188,Wetland,Wetland,Water,NULL,Water,Shrubland,Grassland,Grassland
7189,Wetland,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
7190,Wetland,Wetland,Water,NULL,Water,Wetland,NULL,Forest
7191,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
7192,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
7193,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
7194,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
7195,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
7196,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Grassland
7197,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
7198,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Water
7199,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Forest
7200,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
7201,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
7202,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
7203,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
7204,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
7205,Wetland,Wetland,Water,NULL,Water,Water,Forest,Wetland
7206,Wetland,Wetland,Water,NULL,Water,Water,Forest,Water
7207,Wetland,Wetland,Water,NULL,Water,Water,Forest,Forest
7208,Wetland,Wetland,Water,NULL,Water,Forest,NULL,Forest
7209,Wetland,Wetland,Water,NULL,Water,Forest,Forest,Grassland
7210,Wetland,Wetland,Water,NULL,Water,Forest,Forest,Forest
7211,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
7212,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Water
7213,Wetland,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
7214,Wetland,Wetland,Water,Non_Water,Water,Wetland,NULL,Water
7215,Wetland,Wetland,Water,Non_Water,Water,Wetland,NULL,Forest
7216,Wetland,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Wetland
7217,Wetland,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Forest
7218,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
7219,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
7220,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
7221,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
7222,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
7223,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,NULL
7224,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Grassland
7225,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
7226,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
7227,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
7228,Wetland,Wetland,Water,Non_Water,Water,Water,NULL,Forest
7229,Wetland,Wetland,Water,Non_Water,Water,Water,Shrubland,Grassland
7230,Wetland,Wetland,Water,Non_Water,Water,Water,Water,NULL
7231,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
7232,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7233,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
7234,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
7235,Wetland,Wetland,Water,Non_Water,Water,Water,Forest,Grassland
7236,Wetland,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
7237,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
7238,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Forest
7239,Wetland,Wetland,Water,Non_Water,Water,Forest,Forest,Grassland
7240,Wetland,Wetland,Water,Non_Water,Water,Forest,Forest,Wetland
7241,Wetland,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
7242,Wetland,Wetland,Water,Water,Water,NULL,Forest,Wetland
7243,Wetland,Wetland,Water,Water,Water,NULL,Forest,Forest
7244,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Wetland
7245,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Water
7246,Wetland,Wetland,Water,Water,Water,Shrubland,Forest,Wetland
7247,Wetland,Wetland,Water,Water,Water,Shrubland,Forest,Forest
7248,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Grassland
7249,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
7250,Wetland,Wetland,Water,Water,Water,Wetland,Shrubland,Wetland
7251,Wetland,Wetland,Water,Water,Water,Wetland,Shrubland,Water
7252,Wetland,Wetland,Water,Water,Water,Wetland,Shrubland,Forest
7253,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
7254,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
7255,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
7256,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
7257,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Grassland
7258,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Wetland
7259,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Water
7260,Wetland,Wetland,Water,Water,Water,Water,NULL,Wetland
7261,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
7262,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
7263,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
7264,Wetland,Wetland,Water,Water,Water,Water,Water,Water
7265,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
7266,Wetland,Wetland,Water,Water,Water,Water,Forest,Wetland
7267,Wetland,Wetland,Water,Water,Water,Water,Forest,Water
7268,Wetland,Wetland,Water,Water,Water,Forest,Water,Wetland
7269,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
7270,Wetland,Wetland,Water,Water,Water,Forest,Water,Forest
7271,Wetland,Wetland,Water,Water,Water,Forest,Forest,Wetland
7272,Wetland,Wetland,Water,Water,Water,Forest,Forest,Water
7273,Wetland,Wetland,Water,Water,Water,Forest,Forest,Forest
7274,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7275,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7276,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7277,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7278,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7279,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7280,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7281,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7282,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7283,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7284,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7285,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7286,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7287,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
7288,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7289,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7290,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7291,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7292,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7293,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7294,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7295,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7296,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7297,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
7298,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7299,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7300,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7301,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7302,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7303,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
7304,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
7305,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7306,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7307,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7308,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7309,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
7310,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7311,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7312,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
7313,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7314,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7315,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
7316,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7317,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
7318,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
7319,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7320,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7321,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7322,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
7323,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
7324,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
7325,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7326,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7327,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7328,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7329,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7330,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
7331,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7332,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7333,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7334,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7335,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
7336,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7337,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7338,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7339,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
7340,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
7341,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
7342,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
7343,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
7344,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7345,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
7346,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
7347,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7348,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7349,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
7350,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
7351,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
7352,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
7353,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
7354,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
7355,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Forest,Grassland
7356,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
7357,Wetland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7358,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7359,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7360,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7361,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
7362,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7363,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7364,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7365,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7366,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
7367,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
7368,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7369,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7370,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7371,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7372,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7373,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7374,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7375,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7376,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7377,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7378,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
7379,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7380,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
7381,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7382,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7383,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7384,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7385,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
7386,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Water
7387,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7388,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7389,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
7390,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
7391,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7392,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
7393,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7394,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7395,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
7396,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7397,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7398,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7399,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7400,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7401,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
7402,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7403,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7404,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7405,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
7406,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
7407,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7408,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7409,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7410,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
7411,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7412,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
7413,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7414,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
7415,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
7416,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
7417,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7418,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
7419,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7420,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
7421,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
7422,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
7423,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
7424,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Grassland
7425,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Forest
7426,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
7427,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Water
7428,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Forest
7429,Wetland,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
7430,Wetland,Water,Wetland,Water,Wetland,Forest,Forest,Water
7431,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7432,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7433,Wetland,Water,Water,NULL,Water,Wetland,NULL,Water
7434,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
7435,Wetland,Water,Water,NULL,Water,Wetland,Forest,Grassland
7436,Wetland,Water,Water,NULL,Water,Wetland,Forest,Forest
7437,Wetland,Water,Water,NULL,Water,Water,NULL,Forest
7438,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
7439,Wetland,Water,Water,NULL,Water,Water,Water,Water
7440,Wetland,Water,Water,NULL,Water,Water,Water,Forest
7441,Wetland,Water,Water,NULL,Water,Water,Forest,Grassland
7442,Wetland,Water,Water,NULL,Water,Water,Forest,Wetland
7443,Wetland,Water,Water,NULL,Water,Water,Forest,Water
7444,Wetland,Water,Water,NULL,Water,Water,Forest,Forest
7445,Wetland,Water,Water,NULL,Water,Forest,Forest,Forest
7446,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
7447,Wetland,Water,Water,Non_Water,Water,Water,NULL,Forest
7448,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
7449,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
7450,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
7451,Wetland,Water,Water,Non_Water,Water,Water,Forest,Grassland
7452,Wetland,Water,Water,Non_Water,Water,Water,Forest,Water
7453,Wetland,Water,Water,Non_Water,Water,Water,Forest,Forest
7454,Wetland,Water,Water,Non_Water,Water,Forest,Water,Wetland
7455,Wetland,Water,Water,Non_Water,Water,Forest,Water,Water
7456,Wetland,Water,Water,Non_Water,Water,Forest,Water,Forest
7457,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
7458,Wetland,Water,Water,Water,Water,Wetland,Water,Water
7459,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
7460,Wetland,Water,Water,Water,Water,Wetland,Forest,Wetland
7461,Wetland,Water,Water,Water,Water,Water,Water,Grassland
7462,Wetland,Water,Water,Water,Water,Water,Water,Wetland
7463,Wetland,Water,Water,Water,Water,Water,Water,Water
7464,Wetland,Water,Water,Water,Water,Water,Water,Forest
7465,Wetland,Water,Water,Water,Water,Water,Forest,Wetland
7466,Wetland,Water,Water,Water,Water,Water,Forest,Water
7467,Wetland,Water,Water,Water,Water,Forest,Water,Wetland
7468,Wetland,Water,Water,Water,Water,Forest,Water,Water
7469,Wetland,Water,Water,Water,Water,Forest,Water,Forest
7470,Wetland,Water,Water,Water,Water,Forest,Forest,Wetland
7471,Wetland,Water,Water,Water,Water,Forest,Forest,Water
7472,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7473,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7474,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7475,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7476,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7477,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7478,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7479,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7480,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
7481,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7482,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
7483,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7484,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7485,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
7486,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7487,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7488,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7489,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7490,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7491,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7492,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
7493,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
7494,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
7495,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
7496,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7497,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
7498,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7499,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7500,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7501,Wetland,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
7502,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7503,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7504,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
7505,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7506,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
7507,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
7508,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7509,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
7510,Wetland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
7511,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
7512,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
7513,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7514,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
7515,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
