Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMC_M_R
378,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
379,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
380,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
381,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
382,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
383,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
384,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
385,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
386,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
387,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
388,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
389,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
390,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
391,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
392,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
393,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
394,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
395,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
396,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
397,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
398,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
399,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
400,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
401,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
402,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
403,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
404,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
405,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
406,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
407,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
408,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
409,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
410,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
411,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
412,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
413,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
414,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
415,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
416,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
417,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
418,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
419,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
420,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
421,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
422,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
423,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
424,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
425,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
426,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
427,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
428,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
429,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
430,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
431,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
432,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
433,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
434,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
435,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
436,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
437,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
438,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
439,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
440,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
441,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
442,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
443,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
444,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
445,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
446,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
447,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
448,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
449,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
450,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
451,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
452,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
453,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
454,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
455,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
456,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
457,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
458,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
459,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
460,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
461,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
462,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
463,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
464,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
465,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
466,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
467,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
468,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
469,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
470,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
471,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
472,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
473,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
474,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
475,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
476,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
477,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
478,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
479,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
480,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
481,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
482,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
483,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
484,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
485,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
486,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
487,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
488,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
489,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
490,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
491,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
492,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
493,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
494,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
495,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
496,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
497,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
498,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
499,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
500,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
501,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
502,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
503,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
504,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
505,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
506,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
507,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
508,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
509,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
510,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
511,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
512,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
513,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
514,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
515,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
516,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
517,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
518,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
519,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
520,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
521,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
522,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
523,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
524,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
525,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
526,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
527,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
528,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
529,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
530,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
531,Forest,Water,Water,NULL,Water,NULL,Water,Forest
532,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
533,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
534,Forest,Water,Water,NULL,Water,Wetland,Water,Water
535,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
536,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
537,Forest,Water,Water,NULL,Water,Water,Wetland,Water
538,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
539,Forest,Water,Water,NULL,Water,Water,Water,Grassland
540,Forest,Water,Water,NULL,Water,Water,Water,Wetland
541,Forest,Water,Water,NULL,Water,Water,Water,Water
542,Forest,Water,Water,NULL,Water,Water,Water,Forest
543,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
544,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
545,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
546,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
547,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
548,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
549,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
550,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
551,Forest,Water,Water,Non_Water,Water,Water,Water,Water
552,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
553,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
554,Forest,Water,Water,Water,Water,NULL,Water,Water
555,Forest,Water,Water,Water,Water,NULL,Water,Forest
556,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
557,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
558,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
559,Forest,Water,Water,Water,Water,Wetland,Water,Water
560,Forest,Water,Water,Water,Water,Wetland,Water,Forest
561,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
562,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
563,Forest,Water,Water,Water,Water,Water,Wetland,Water
564,Forest,Water,Water,Water,Water,Water,Wetland,Forest
565,Forest,Water,Water,Water,Water,Water,Water,Grassland
566,Forest,Water,Water,Water,Water,Water,Water,Wetland
567,Forest,Water,Water,Water,Water,Water,Water,Water
568,Forest,Water,Water,Water,Water,Water,Water,Forest
569,Forest,Water,Water,Water,Water,Water,Forest,Forest
570,Forest,Water,Water,Water,Water,Forest,Wetland,Water
571,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
572,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
573,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
574,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
575,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
576,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
577,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
578,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
579,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
580,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
581,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
582,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
583,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
584,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
585,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
586,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
587,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
588,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
589,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
590,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
591,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
592,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
593,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
594,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
595,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
596,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
597,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
598,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
599,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
600,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
601,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
602,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
603,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
604,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
605,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
606,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
607,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
608,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
609,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
610,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
611,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
612,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
613,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
614,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
615,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
616,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
617,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
618,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
619,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
620,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
621,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
622,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
623,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
624,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
625,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
626,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
627,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
628,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
629,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
630,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
631,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
632,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
633,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
634,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
635,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
636,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
637,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
638,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
639,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
640,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
641,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
642,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
643,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
644,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
645,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
646,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
647,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
648,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
649,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
650,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
651,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
652,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
653,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
654,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
655,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
656,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
657,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
658,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
659,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
660,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
661,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
662,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
663,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
664,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
665,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
666,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
667,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
668,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
669,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
670,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
671,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
672,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
673,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
674,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
675,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
676,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
677,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
678,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
679,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
680,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
681,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
682,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
683,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
684,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
685,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
686,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
687,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
688,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
689,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
690,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
691,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
692,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
693,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
694,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
695,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
696,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
697,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
698,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
699,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
700,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
701,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
702,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
703,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
704,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
705,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
706,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
707,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
708,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
709,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
710,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
711,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
712,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
713,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
714,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
715,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
716,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
717,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
718,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
719,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
720,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
721,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
722,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
723,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
724,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
725,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
726,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
727,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
728,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
729,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
730,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
731,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
732,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
733,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
734,Forest,Forest,Water,NULL,Water,Water,Water,Forest
735,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
736,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
737,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
738,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
739,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
740,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
741,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
742,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
743,Forest,Forest,Water,Water,Water,NULL,Water,Forest
744,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
745,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
746,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
747,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
748,Forest,Forest,Water,Water,Water,Water,Wetland,Water
749,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
750,Forest,Forest,Water,Water,Water,Water,Water,Water
751,Forest,Forest,Water,Water,Water,Water,Water,Forest
