Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXV_M_R
350,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
351,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
352,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
353,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
354,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
355,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
356,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,NULL
357,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
358,Water,Water,Water,NULL,Water,NULL,Water,NULL
359,Water,Water,Water,NULL,Water,NULL,Forest,NULL
360,Water,Water,Water,NULL,Water,Grassland,Wetland,NULL
361,Water,Water,Water,NULL,Water,Grassland,Water,NULL
362,Water,Water,Water,NULL,Water,Grassland,Forest,NULL
363,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
364,Water,Water,Water,NULL,Water,Wetland,Water,NULL
365,Water,Water,Water,NULL,Water,Bareland,Water,NULL
366,Water,Water,Water,NULL,Water,Water,Grassland,NULL
367,Water,Water,Water,NULL,Water,Water,Wetland,NULL
368,Water,Water,Water,NULL,Water,Water,Water,NULL
369,Water,Water,Water,NULL,Water,Water,Forest,NULL
370,Water,Water,Water,NULL,Water,Forest,Water,NULL
371,Water,Water,Water,NULL,Water,Forest,Forest,NULL
372,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
373,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
374,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
375,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
376,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
377,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
378,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
379,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
380,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
381,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
382,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
383,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
384,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
385,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
386,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
387,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
388,Water,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
389,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
390,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
391,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
392,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
393,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
394,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
395,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
396,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
397,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
398,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
399,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
400,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
401,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
402,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
403,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
404,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
405,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
406,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
407,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
408,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
409,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
410,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
411,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
412,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
413,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
414,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
415,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
416,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
417,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
418,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
419,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
420,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
421,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
422,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
423,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
424,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
425,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
426,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
427,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
428,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
429,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
430,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
431,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
432,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
433,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
434,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
435,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
436,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
437,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
438,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
439,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
440,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
441,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
442,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
443,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
444,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
445,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
446,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
447,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
448,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
449,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
450,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
451,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
452,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
453,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
454,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
455,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
456,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
457,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
458,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
459,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
460,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
461,Forest,NULL,Water,NULL,Water,Water,Water,NULL
462,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
463,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
464,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
465,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
466,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
467,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
468,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
469,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
470,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
471,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
472,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
473,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
474,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
475,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
476,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
477,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
478,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
479,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
480,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
481,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
482,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
483,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
484,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
485,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
486,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
487,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
488,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
489,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
490,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
491,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
492,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
493,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
494,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
495,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
496,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
497,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
498,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
499,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
500,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
501,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
502,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
503,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
504,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
505,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
506,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
507,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
508,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
509,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
510,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
511,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
512,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
513,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
514,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
515,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
516,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
517,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
518,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
519,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
520,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
521,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
522,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
523,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
524,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
525,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
526,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
527,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
528,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
529,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
530,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
531,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
532,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
533,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
534,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
535,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
536,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
537,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
538,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
539,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
540,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
541,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
542,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
543,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
544,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
545,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
546,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
547,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
548,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
549,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
550,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
551,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
552,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
553,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
554,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
555,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
556,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
557,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
558,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
559,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
560,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
561,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
562,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
563,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
564,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
565,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
566,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
567,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
568,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
569,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
570,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
571,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
572,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
573,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
574,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
575,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
576,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
577,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
578,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
579,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
580,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
581,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
582,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
583,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
584,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
585,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
586,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
587,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
588,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,NULL
589,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,NULL
590,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
591,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,NULL
592,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
593,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
594,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
595,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
596,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
597,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
598,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
599,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
600,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
601,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
602,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
603,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
604,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
605,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
606,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
607,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
608,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
609,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
610,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,NULL
611,Forest,Water,Water,NULL,Water,NULL,Grassland,NULL
612,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
613,Forest,Water,Water,NULL,Water,NULL,Water,NULL
614,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
615,Forest,Water,Water,NULL,Water,Grassland,Wetland,NULL
616,Forest,Water,Water,NULL,Water,Grassland,Water,NULL
617,Forest,Water,Water,NULL,Water,Grassland,Forest,NULL
618,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
619,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
620,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
621,Forest,Water,Water,NULL,Water,Bareland,Forest,NULL
622,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
623,Forest,Water,Water,NULL,Water,Water,Water,NULL
624,Forest,Water,Water,NULL,Water,Water,Forest,NULL
625,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
626,Forest,Water,Water,NULL,Water,Forest,Water,NULL
627,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
628,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
629,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
630,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
631,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
632,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
633,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
634,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
635,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
636,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
637,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
638,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
639,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
640,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
641,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
642,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
643,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
644,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
645,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
646,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
647,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
648,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
649,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
650,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
651,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
652,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
653,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
654,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
655,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
656,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
657,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
658,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
659,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
660,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
661,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
662,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
663,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
664,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
665,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
666,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
667,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
668,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
669,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
670,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
671,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
672,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
673,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
674,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
675,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
676,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
677,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
678,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
679,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
680,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
681,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
682,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
683,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
684,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
685,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
686,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
687,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
688,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
689,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
690,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
691,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
692,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
693,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
694,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
695,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
696,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
697,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
698,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
699,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
700,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
701,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
702,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
703,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
704,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
705,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
706,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
707,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
708,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
709,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
