Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTF_M_R
2322,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2323,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2324,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
2325,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2326,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2327,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2328,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
2329,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2330,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2331,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
2332,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2333,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2334,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2335,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2336,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2337,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2338,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2339,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2340,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2341,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2342,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2343,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2344,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2345,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2346,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2347,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2348,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2349,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2350,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2351,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2352,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2353,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2354,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
2355,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2356,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2357,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
2358,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2359,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2360,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2361,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Built-up
2362,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
2363,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2364,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2365,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2366,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
2367,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2368,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2369,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2370,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
2371,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
2372,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
2373,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2374,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
2375,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
2376,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
2377,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2378,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2379,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2380,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2381,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2382,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
2383,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
2384,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2385,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2386,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2387,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2388,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2389,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2390,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2391,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2392,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2393,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2394,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2395,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2396,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2397,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2398,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2399,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2400,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2401,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2402,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2403,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2404,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2405,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2406,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2407,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2408,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2409,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2410,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2411,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2412,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2413,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2414,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2415,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2416,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2417,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2418,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2419,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2420,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2421,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2422,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2423,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2424,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
2425,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2426,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2427,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2428,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2429,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
2430,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2431,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2432,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2433,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2434,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2435,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2436,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2437,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2438,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2439,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2440,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2441,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2442,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2443,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2444,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2445,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2446,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2447,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2448,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2449,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2450,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2451,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2452,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2453,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2454,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2455,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2456,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2457,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2458,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2459,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2460,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
2461,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2462,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2463,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2464,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2465,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
2466,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2467,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2468,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2469,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2470,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2471,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2472,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2473,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2474,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2475,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2476,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2477,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2478,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2479,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2480,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2481,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2482,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2483,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2484,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2485,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2486,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2487,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2488,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2489,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2490,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2491,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2492,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2493,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2494,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2495,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2496,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2497,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
2498,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2499,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2500,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2501,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2502,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2503,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2504,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2505,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2506,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2507,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2508,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2509,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2510,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2511,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2512,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2513,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2514,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2515,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2516,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2517,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2518,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2519,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2520,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2521,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2522,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2523,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2524,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2525,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2526,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2527,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2528,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
2529,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2530,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2531,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2532,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2533,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
2534,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2535,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2536,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2537,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
2538,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2539,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2540,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2541,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2542,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2543,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2544,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2545,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2546,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2547,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2548,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2549,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2550,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2551,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
2552,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2553,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2554,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2555,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2556,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2557,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2558,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2559,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2560,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2561,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2562,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2563,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2564,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2565,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2566,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2567,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2568,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2569,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2570,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2571,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
2572,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2573,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
2574,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
2575,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2576,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2577,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2578,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2579,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2580,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Built-up
2581,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2582,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
2583,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2584,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2585,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2586,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2587,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2588,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
2589,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2590,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2591,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2592,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
2593,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2594,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2595,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2596,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2597,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2598,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2599,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2600,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2601,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
2602,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
2603,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2604,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2605,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2606,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2607,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2608,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2609,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2610,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2611,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2612,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2613,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2614,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
2615,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2616,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2617,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2618,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
2619,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
2620,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2621,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
2622,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2623,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
2624,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
2625,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2626,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2627,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2628,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
2629,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
2630,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
2631,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
2632,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
2633,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2634,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2635,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2636,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2637,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2638,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2639,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2640,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
2641,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2642,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2643,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2644,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
