Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQE_M_R
10722,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10723,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
10724,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10725,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
10726,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
10727,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10728,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10729,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10730,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10731,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
10732,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10733,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
10734,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
10735,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10736,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
10737,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
10738,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10739,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
10740,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
10741,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10742,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10743,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
10744,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
10745,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
10746,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
10747,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10748,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
10749,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10750,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10751,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Bareland
10752,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10753,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
10754,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
10755,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
10756,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
10757,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
10758,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
10759,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
10760,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
10761,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
10762,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10763,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10764,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10765,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10766,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10767,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
10768,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10769,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10770,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
10771,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10772,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
10773,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10774,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10775,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10776,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
10777,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
10778,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10779,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10780,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
10781,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
10782,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10783,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10784,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10785,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
10786,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
10787,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
10788,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
10789,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
10790,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10791,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
10792,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
10793,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
10794,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
10795,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
10796,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
10797,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
10798,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
10799,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
10800,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
10801,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
10802,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
10803,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
10804,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
10805,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
10806,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
10807,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
10808,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
10809,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
10810,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
10811,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
10812,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
10813,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Built-up
10814,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
10815,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10816,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
10817,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
10818,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
10819,Bareland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
10820,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10821,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10822,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10823,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10824,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10825,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
10826,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10827,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10828,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10829,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10830,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
10831,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10832,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10833,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10834,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10835,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
10836,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
10837,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
10838,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10839,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
10840,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10841,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
10842,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
10843,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
10844,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10845,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
10846,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10847,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
10848,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
10849,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10850,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
10851,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10852,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
10853,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10854,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10855,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10856,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10857,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
10858,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
10859,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10860,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10864,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10865,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10866,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10869,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10870,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10871,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10872,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10873,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
10874,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10875,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10876,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10877,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
10878,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
10879,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10880,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
10881,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
10882,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10883,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10884,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10885,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10886,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
10887,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
10888,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
10889,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10890,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10891,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10892,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10893,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10894,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10895,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10896,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10897,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10898,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10899,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10900,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10901,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10902,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10903,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10904,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
10905,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10906,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
10907,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
10910,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10911,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
10912,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10913,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
10914,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
10915,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
10916,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10917,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10918,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10919,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10920,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10921,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10922,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10923,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10924,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10925,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10926,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10927,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
10928,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10929,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10930,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10931,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10932,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10933,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
10934,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10935,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10936,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
10937,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
10938,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10939,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10940,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
10941,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10942,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10943,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
10944,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10945,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
10946,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10947,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
10948,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
10949,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10950,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
10951,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
10952,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
10953,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
10954,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
10955,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10956,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
10957,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
10958,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10959,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10960,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
10961,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10962,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10963,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
10964,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10965,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
10966,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
10967,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
10968,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10969,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
10970,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
10971,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
10972,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
10973,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
10974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
10975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
10976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
10978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
10979,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
10980,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10981,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10982,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
10983,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10984,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10985,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10986,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
10987,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10988,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
10989,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10990,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
10991,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10992,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
10993,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10994,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
10995,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10996,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10997,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10998,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
10999,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11000,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11001,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
11002,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11003,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11004,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11005,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11006,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
11007,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11008,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11009,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
11010,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
11011,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
11012,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
11013,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
11014,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11015,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
11016,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11017,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11018,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
11019,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
11020,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
11021,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
11022,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
11023,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
11024,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
11025,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
11026,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
11027,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
11028,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
11029,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11030,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
11031,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11032,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11033,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11034,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
