Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R
10944,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
10945,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
10946,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
10947,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
10948,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
10949,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
10950,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10951,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10952,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10953,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10954,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10955,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10956,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
10957,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10958,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10959,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10960,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10961,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10962,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10963,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
10964,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
10965,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10966,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10967,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10968,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10969,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10970,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10971,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
10972,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10973,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10974,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
10975,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10976,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10977,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10978,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10979,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10980,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10981,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
10982,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10983,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10984,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10985,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10986,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10987,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10988,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
10989,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10990,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10991,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
10992,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10993,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10994,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10995,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10996,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10997,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10998,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10999,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11000,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11001,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11002,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11003,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11004,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11005,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11006,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11007,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
11008,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11009,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
11010,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11011,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11012,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11013,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11014,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11015,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11016,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11017,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11018,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11019,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11020,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11021,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
11022,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11023,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11024,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11025,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11026,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11027,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
11028,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
11029,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
11030,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
11031,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11032,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11033,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11034,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
11035,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11036,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11037,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11038,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11039,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11040,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11041,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11042,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11043,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11044,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
11045,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
11046,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
11047,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
11048,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
11049,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
11050,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
11051,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11052,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
11053,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
11054,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
11055,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
11056,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
11057,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
11058,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
11059,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
11060,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
11061,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
11062,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
11063,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
11064,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
11065,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11066,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11067,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11068,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
11069,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11070,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11071,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
11072,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
11073,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
11074,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
11075,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Water
11076,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11077,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
11078,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
11079,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
11080,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
11081,Water,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
11082,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
11083,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
11084,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
11085,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
11086,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
11087,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
11088,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11089,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
11090,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
11091,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
11092,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
11093,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
11094,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
11095,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
11096,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11097,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
11098,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
11099,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11100,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
11101,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11102,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
11103,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11104,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
11105,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
11106,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
11107,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
11108,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
11109,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
11110,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
11111,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
11112,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
11113,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
11114,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
11115,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
11116,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11117,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
11118,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
11119,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
11120,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
11121,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
11122,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
11123,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
11124,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
11125,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
11126,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
11127,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
11128,Water,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
11129,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
11130,Water,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
11131,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
11132,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
11133,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
11134,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
11135,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
11136,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
11137,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
11138,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
11139,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
11140,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
11141,Water,NULL,Wetland,Water,Wetland,Water,Water,Built-up
11142,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
11143,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
11144,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
11145,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
11146,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11147,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Water
11148,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
11149,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
11150,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11151,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11152,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11153,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11154,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
11155,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
11156,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11157,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
11158,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
11159,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
11160,Water,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
11161,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
11162,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
11163,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
11164,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11165,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11166,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11167,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
11168,Water,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
11169,Water,NULL,Water,NULL,Water,NULL,Shrubland,Wetland
11170,Water,NULL,Water,NULL,Water,NULL,Water,Bareland
11171,Water,NULL,Water,NULL,Water,NULL,Forest,Grassland
11172,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
11173,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
11174,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
11175,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
11176,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
11177,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
11178,Water,NULL,Water,NULL,Water,Shrubland,Water,Wetland
11179,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
11180,Water,NULL,Water,NULL,Water,Shrubland,Forest,NULL
11181,Water,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
11182,Water,NULL,Water,NULL,Water,Shrubland,Forest,Water
11183,Water,NULL,Water,NULL,Water,Shrubland,Forest,Forest
11184,Water,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
11185,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
11186,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
11187,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
11188,Water,NULL,Water,NULL,Water,Grassland,Forest,Grassland
11189,Water,NULL,Water,NULL,Water,Grassland,Forest,Forest
11190,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
11191,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
11192,Water,NULL,Water,NULL,Water,Bareland,Forest,Grassland
11193,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
11194,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
11195,Water,NULL,Water,NULL,Water,Water,Water,Wetland
11196,Water,NULL,Water,NULL,Water,Water,Water,Water
11197,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
11198,Water,NULL,Water,NULL,Water,Water,Forest,Forest
11199,Water,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
11200,Water,NULL,Water,NULL,Water,Forest,Shrubland,Forest
11201,Water,NULL,Water,NULL,Water,Forest,Forest,Grassland
11202,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
11203,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
11204,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
11205,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
11206,Water,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
11207,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
11208,Water,NULL,Water,Water,Water,NULL,Shrubland,Grassland
11209,Water,NULL,Water,Water,Water,NULL,Water,Grassland
11210,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
11211,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
11212,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
11213,Water,NULL,Water,Water,Water,Shrubland,Water,Water
11214,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
11215,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
11216,Water,NULL,Water,Water,Water,Bareland,Shrubland,Water
11217,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
11218,Water,NULL,Water,Water,Water,Bareland,Forest,Grassland
11219,Water,NULL,Water,Water,Water,Bareland,Forest,Bareland
11220,Water,NULL,Water,Water,Water,Water,NULL,Grassland
11221,Water,NULL,Water,Water,Water,Water,Shrubland,Grassland
11222,Water,NULL,Water,Water,Water,Water,Shrubland,Wetland
11223,Water,NULL,Water,Water,Water,Water,Shrubland,Forest
11224,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
11225,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
11226,Water,NULL,Water,Water,Water,Water,Grassland,Water
11227,Water,NULL,Water,Water,Water,Water,Water,NULL
11228,Water,NULL,Water,Water,Water,Water,Water,Grassland
11229,Water,NULL,Water,Water,Water,Water,Water,Wetland
11230,Water,NULL,Water,Water,Water,Water,Water,Water
11231,Water,NULL,Water,Water,Water,Water,Forest,Wetland
11232,Water,NULL,Water,Water,Water,Forest,Forest,Water
11233,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11234,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11235,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11236,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11237,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11238,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
11239,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
11240,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11241,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11242,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
11243,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11244,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
11245,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11246,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11247,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11248,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
11249,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11250,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11251,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11252,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11253,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11254,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11255,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11256,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11257,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
11258,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11259,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
11260,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11261,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11262,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11263,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
11264,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
11265,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11266,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11267,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11268,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
11269,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
11270,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11271,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11272,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11273,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11274,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11275,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11276,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11277,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
11278,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11279,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11280,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
11281,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11282,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11283,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11284,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11285,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11286,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
11287,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
11288,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
11289,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11290,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11291,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
11292,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
11293,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
11294,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
11295,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
11296,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
11297,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
11298,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
