Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBC_M_R
8678,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8679,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8680,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8681,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
8682,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8683,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8684,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8685,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
8686,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
8687,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8688,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8689,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8690,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
8691,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
8692,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8693,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
8694,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8695,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8696,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
8697,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8698,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
8699,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
8700,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8701,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8702,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8703,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8704,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Water
8705,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8706,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
8707,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
8708,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
8709,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
8710,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
8711,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8712,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
8713,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8714,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
8715,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
8716,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8717,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
8718,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
8719,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
8720,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8721,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8722,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8723,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
8724,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8725,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8726,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
8727,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
8728,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
8729,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Wetland
8730,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8731,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
8732,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8733,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
8734,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
8735,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8736,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
8737,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
8738,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
8739,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8740,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
8741,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8742,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
8743,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8744,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
8745,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8746,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
8747,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
8748,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
8749,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
8750,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
8751,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Water
8752,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
8753,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
8754,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
8755,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,NULL
8756,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
8757,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
8758,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
8759,Water,Water,Cropland,Water,Non_Wetland,Wetland,Shrubland,Water
8760,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
8761,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
8762,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
8763,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
8764,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,NULL
8765,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
8766,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
8767,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
8768,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
8769,Water,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Water
8770,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
8771,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
8772,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
8773,Water,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
8774,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
8775,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,NULL
8776,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8777,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
8778,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
8779,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
8780,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8781,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
8782,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
8783,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
8784,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
8785,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
8786,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
8787,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
8788,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
8789,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
8790,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
8791,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
8792,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
8793,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
8794,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
8795,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
8796,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8797,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
8798,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
8799,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8800,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
8801,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
8802,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
8803,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8804,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
8805,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
8806,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
8807,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8808,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8809,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
8810,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8811,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
8812,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
8813,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
8814,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
8815,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
8816,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
8817,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
8818,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8819,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8820,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8821,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
8822,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
8823,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
8824,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8825,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8826,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
8827,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
8828,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8829,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
8830,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8831,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
8832,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8833,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8834,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8835,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
8836,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
8837,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8838,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
8839,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8840,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8841,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8842,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8843,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
8844,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8845,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
8846,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8847,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8848,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8849,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
8850,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8851,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8852,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8853,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8854,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
8855,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8856,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
8857,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8858,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
8859,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
8860,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
8861,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
8862,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8863,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8864,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
8865,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8866,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8867,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8868,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8869,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8870,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8871,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
8872,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8873,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
8874,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8875,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
8876,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8877,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
8878,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8879,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
8880,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
8881,Water,Water,Wetland,Water,Wetland,Grassland,Water,NULL
8882,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
8883,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
8884,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
8885,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Forest
8886,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
8887,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8888,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8889,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
8890,Water,Water,Wetland,Water,Wetland,Wetland,Water,NULL
8891,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
8892,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8893,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
8894,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
8895,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
8896,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
8897,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
8898,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
8899,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
8900,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
8901,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
8902,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
8903,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
8904,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
8905,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
8906,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
8907,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
8908,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
8909,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
8910,Water,Water,Wetland,Water,Wetland,Water,Water,Water
8911,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
8912,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
8913,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
8914,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
8915,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
8916,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Water
8917,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8918,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8919,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
8920,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8921,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
8922,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
8923,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Water
8924,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
8925,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
8926,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8927,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
8928,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
8929,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
8930,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
8931,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
8932,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
8933,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8934,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
8935,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
8936,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8937,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8938,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8939,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8940,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
8941,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
8942,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
8943,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
8944,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
8945,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8946,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8947,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
8948,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
8949,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
8950,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
8951,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
8952,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8953,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8954,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
8955,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
8956,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
8957,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
8958,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
8959,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
8960,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
8961,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
8962,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8963,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
8964,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8965,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8966,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
8967,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8968,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
8969,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
8970,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8971,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8972,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
8973,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
8974,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
8975,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8976,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8977,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
8978,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8979,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8980,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8981,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8982,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8983,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
8984,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
8985,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8986,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8987,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8988,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8989,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
8990,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
8991,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
8992,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
8993,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Water
8994,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
8995,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8996,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
8997,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,NULL
8998,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
8999,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
9000,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
9001,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
9002,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
9003,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
9004,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
9005,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
9006,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
9007,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland,Water
9008,Water,Water,Built-up,Water,Non_Wetland,Wetland,Built-up,Water
9009,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,NULL
9010,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
9011,Water,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
9012,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
9013,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
9014,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
9015,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,NULL
9016,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
9017,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
9018,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
9019,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
9020,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Built-up
9021,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
9022,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
9023,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
9024,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
9025,Water,Water,Water,NULL,Water,NULL,NULL,Water
9026,Water,Water,Water,NULL,Water,NULL,Wetland,Water
9027,Water,Water,Water,NULL,Water,NULL,Water,Grassland
9028,Water,Water,Water,NULL,Water,NULL,Water,Cropland
9029,Water,Water,Water,NULL,Water,NULL,Water,Water
9030,Water,Water,Water,NULL,Water,NULL,Water,Forest
9031,Water,Water,Water,NULL,Water,NULL,Forest,Water
9032,Water,Water,Water,NULL,Water,Shrubland,NULL,Water
9033,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
9034,Water,Water,Water,NULL,Water,Shrubland,Wetland,Water
9035,Water,Water,Water,NULL,Water,Shrubland,Water,Water
9036,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
9037,Water,Water,Water,NULL,Water,Grassland,NULL,Water
9038,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
9039,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
9040,Water,Water,Water,NULL,Water,Grassland,Water,Water
9041,Water,Water,Water,NULL,Water,Wetland,NULL,Water
9042,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
9043,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
9044,Water,Water,Water,NULL,Water,Wetland,Shrubland,Forest
