Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R
4500,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4501,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
4502,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4503,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
4504,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4505,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
4506,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
4507,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
4508,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4509,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
4510,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
4511,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
4512,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
4513,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
4514,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4515,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4516,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
4517,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4518,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
4519,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4520,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4521,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4522,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
4523,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4524,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4525,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4526,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
4527,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4528,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
4529,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
4530,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
4531,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
4532,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Water
4533,Wetland,Wetland,Water,Water,Water,Grassland,Water,Grassland
4534,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
4535,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
4536,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4537,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4538,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
4539,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4540,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
4541,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4542,Wetland,Wetland,Water,Water,Water,Wetland,Water,Bareland
4543,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
4544,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
4545,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
4546,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
4547,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
4548,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
4549,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
4550,Wetland,Wetland,Water,Water,Water,Water,Wetland,Bareland
4551,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
4552,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
4553,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
4554,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
4555,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
4556,Wetland,Wetland,Water,Water,Water,Water,Water,Water
4557,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
4558,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4559,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4560,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4561,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4562,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4563,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4564,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4565,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4566,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4567,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4568,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4569,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4570,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4571,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4572,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4573,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4574,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4575,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
4576,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4577,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4578,Wetland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
4579,Wetland,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
4580,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4581,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
4582,Wetland,Bareland,Water,Water,Water,Wetland,Water,Grassland
4583,Wetland,Bareland,Water,Water,Water,Wetland,Water,Wetland
4584,Wetland,Bareland,Water,Water,Water,Water,Wetland,Wetland
4585,Wetland,Bareland,Water,Water,Water,Water,Water,Wetland
4586,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4587,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4588,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4589,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4590,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4591,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4592,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4593,Wetland,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
4594,Wetland,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
4595,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4596,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4597,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4598,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4599,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4600,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4601,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4602,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4603,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4604,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4605,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4606,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4607,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4608,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4609,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4610,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4611,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4612,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4613,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4614,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4615,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4616,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
4617,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4618,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4619,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4620,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4621,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4622,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4623,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4624,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4625,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4626,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4627,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4628,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4629,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4630,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4631,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4632,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4633,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4634,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
4635,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4636,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4637,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4638,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4639,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4640,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4641,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4642,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
4643,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4644,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4645,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
4646,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
4647,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4648,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4649,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
4650,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
4651,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
4652,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4653,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
4654,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
4655,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4656,Wetland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4657,Wetland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4658,Wetland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4659,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4660,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
4661,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
4662,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
4663,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
4664,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
4665,Wetland,Water,Water,NULL,Water,Water,Water,Water
4666,Wetland,Water,Water,NULL,Water,Water,Water,Forest
4667,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4668,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4669,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
4670,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
4671,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
4672,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
4673,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
4674,Wetland,Water,Water,Water,Water,Grassland,Water,Grassland
4675,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
4676,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
4677,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
4678,Wetland,Water,Water,Water,Water,Wetland,Wetland,Forest
4679,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
4680,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
4681,Wetland,Water,Water,Water,Water,Wetland,Water,Water
4682,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
4683,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
4684,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
4685,Wetland,Water,Water,Water,Water,Water,Wetland,Water
4686,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
4687,Wetland,Water,Water,Water,Water,Water,Water,Grassland
4688,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4689,Wetland,Water,Water,Water,Water,Water,Water,Water
4690,Wetland,Water,Water,Water,Water,Water,Water,Forest
4691,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4692,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4693,Wetland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4694,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4695,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4696,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4697,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4698,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4699,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4700,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4701,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4702,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4703,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
4704,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4705,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4706,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4707,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4708,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4709,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4710,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4711,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4712,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4713,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4714,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4715,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4716,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4717,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
4718,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4719,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4720,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4721,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4722,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4723,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4724,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
4725,Wetland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4726,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4727,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4728,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4729,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
4730,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
4731,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4732,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
4733,Wetland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4734,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
4735,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
4736,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
4737,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
4738,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4739,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
4740,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4741,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4742,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4743,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4744,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
4745,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
4746,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4747,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
4748,Wetland,Forest,Water,Non_Water,Water,Water,Water,Forest
4749,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
4750,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
4751,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
4752,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Forest
4753,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
4754,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
4755,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
4756,Wetland,Forest,Water,Water,Water,Water,Wetland,Wetland
4757,Wetland,Forest,Water,Water,Water,Water,Wetland,Water
4758,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
4759,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
4760,Wetland,Forest,Water,Water,Water,Water,Water,Forest
4761,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4762,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4763,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4764,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4765,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4766,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4767,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4768,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4769,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4770,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4771,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4772,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4773,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
4774,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4775,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4776,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4777,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4778,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4779,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4780,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4781,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4782,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4783,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4784,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4785,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4786,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4787,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4788,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4789,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4790,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4791,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4792,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4793,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
4794,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4795,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4796,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
4797,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4798,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4799,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4800,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4801,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
4802,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4803,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
4804,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4805,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4806,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4807,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4808,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4809,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4810,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4811,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4812,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4813,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4814,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4815,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4816,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4817,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
4818,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4819,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4820,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4821,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4822,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4823,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4824,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4825,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4826,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4827,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4828,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4829,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4830,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4831,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4832,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
4833,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4834,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4835,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4836,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
4837,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
4838,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4839,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4840,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4841,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4842,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4843,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4844,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4845,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4846,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4847,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4848,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4849,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4850,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4851,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4852,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
