Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTS_M_R
5601,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5602,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5603,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5604,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5605,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5606,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5607,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5608,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5609,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5610,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5611,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5612,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5613,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5614,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5615,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5616,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5617,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5618,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5619,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5620,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
5621,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5622,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5623,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
5624,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5625,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5626,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
5627,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5628,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5629,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5630,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5631,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5632,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5633,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5634,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5635,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5636,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
5637,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5638,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5639,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5640,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5641,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5642,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5643,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5644,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5645,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5646,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5647,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5648,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5649,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5650,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5651,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5652,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5653,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5654,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
5655,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5656,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5657,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5658,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5659,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5660,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
5661,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
5662,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5663,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5664,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5665,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5666,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
5667,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5668,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5669,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5670,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5671,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5672,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5673,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5674,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
5675,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5676,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5677,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5678,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
5679,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5680,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5681,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5682,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
5683,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5684,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5685,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5686,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5687,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5688,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5689,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5690,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5691,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5692,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5693,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5694,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5695,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
5696,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5697,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
5698,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5699,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5700,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5701,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5702,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5703,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
5704,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5705,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5706,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5707,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5708,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5709,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5710,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5711,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
5712,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5713,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5714,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
5715,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5716,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5717,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
5718,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
5719,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5720,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5721,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5722,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
5723,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
5724,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5725,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
5726,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
5727,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5728,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
5729,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5730,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
5731,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5732,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5733,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
5734,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
5735,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5736,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
5737,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5738,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
5739,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5740,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
5741,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
5742,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
5743,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5744,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5745,Cropland,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Cropland
5746,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5747,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5748,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
5749,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
5750,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
5751,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5752,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
5753,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5754,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5755,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
5756,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
5757,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5758,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
5759,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
5760,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
5761,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5762,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Water
5763,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
5764,Cropland,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
5765,Cropland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
5766,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
5767,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
5768,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
5769,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
5770,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
5771,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
5772,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5773,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5774,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5775,Cropland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
5776,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
5777,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
5778,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
5779,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
5780,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
5781,Cropland,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
5782,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
5783,Cropland,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
5784,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
5785,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5786,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
5787,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
5788,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5789,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5790,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5791,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5792,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
5793,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5794,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
5795,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
5796,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5797,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
5798,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5799,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5800,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5801,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
5802,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5803,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5804,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5805,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
5806,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
5807,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
5808,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5809,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5810,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5811,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5812,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5813,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5814,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
5815,Cropland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
5816,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
5817,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Forest
5818,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
5819,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Water
5820,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Water
5821,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
5822,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
5823,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5824,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5825,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5826,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5827,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5828,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5829,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5830,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
5831,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5832,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5833,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5834,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5835,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5836,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
5837,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
5838,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5839,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5840,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5841,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5842,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5843,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5844,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5845,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5846,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
5847,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
5848,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
5849,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5850,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5851,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5852,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5853,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5854,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5855,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5856,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5857,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5858,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5859,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5860,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5861,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5862,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
5863,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5864,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5865,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5866,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5867,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5868,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5869,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5870,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5871,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5872,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5873,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5874,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5875,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5876,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5877,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5878,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5879,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5880,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5881,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5882,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
5883,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5884,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5885,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5886,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
5887,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5888,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5889,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Cropland
5890,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5891,Cropland,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Cropland
5892,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland,Shrubland,Wetland
5893,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
5894,Cropland,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
5895,Cropland,NULL,Water,NULL,Water,Shrubland,Water,Water
5896,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
5897,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
5898,Cropland,NULL,Water,NULL,Water,Water,NULL,Water
5899,Cropland,NULL,Water,Non_Water,Water,NULL,Shrubland,Forest
5900,Cropland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
5901,Cropland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
5902,Cropland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
5903,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
5904,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
5905,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
5906,Cropland,NULL,Water,Water,Water,NULL,Shrubland,Grassland
5907,Cropland,NULL,Water,Water,Water,Shrubland,NULL,Cropland
5908,Cropland,NULL,Water,Water,Water,Shrubland,Water,NULL
5909,Cropland,NULL,Water,Water,Water,Grassland,NULL,Grassland
5910,Cropland,NULL,Water,Water,Water,Grassland,NULL,Cropland
5911,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
5912,Cropland,NULL,Water,Water,Water,Water,NULL,Water
5913,Cropland,NULL,Water,Water,Water,Water,Water,Water
5914,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5915,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5916,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5917,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5918,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5919,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5920,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5921,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
