Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTV_M_R
365,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
366,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
367,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
368,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
369,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
370,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
371,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
372,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
373,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
374,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
375,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
376,Water,Forest,Wetland,NULL,Wetland,Water,Water,NULL
377,Water,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
378,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
379,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
380,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
381,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
382,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
383,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
384,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
385,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
386,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
387,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
388,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
389,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
390,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
391,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
392,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
393,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
394,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
395,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
396,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
397,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
398,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
399,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
400,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
401,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
402,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
403,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
404,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
405,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
406,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
407,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
408,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
409,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
410,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
411,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
412,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
413,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
414,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
415,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
416,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
417,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
418,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
419,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
420,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
421,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
422,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
423,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
424,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
425,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
426,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
427,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
428,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
429,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
430,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
431,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
432,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
433,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
434,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
435,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
436,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
437,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
438,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
439,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
440,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
441,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
442,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
443,Forest,NULL,Water,NULL,Water,Water,Water,NULL
444,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
445,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
446,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
447,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
448,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
449,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
450,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
451,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
452,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
453,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
454,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
455,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
456,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
457,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
458,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
459,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
460,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
461,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,NULL
462,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
463,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
464,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
465,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
466,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
467,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
468,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
469,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
470,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
471,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
472,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
473,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
474,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
475,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
476,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
477,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
478,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
479,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
480,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,NULL
481,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
482,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,NULL
483,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
484,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
485,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
486,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
487,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
488,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
489,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
490,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
491,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
492,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
493,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
494,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
495,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
496,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
497,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,NULL
498,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
499,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
500,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
501,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,NULL
502,Forest,Wetland,Water,NULL,Water,Bareland,Water,NULL
503,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
504,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
505,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
506,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
507,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
508,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
509,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
510,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
511,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
512,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
513,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
514,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
515,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
516,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
517,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
518,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
519,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
520,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
521,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Forest,NULL
522,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
523,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Forest,NULL
524,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
525,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
526,Forest,Bareland,Wetland,NULL,Wetland,Water,Forest,NULL
527,Forest,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
528,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
529,Forest,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
530,Forest,Bareland,Water,NULL,Water,Water,Water,NULL
531,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
532,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
533,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
534,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
535,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
536,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
537,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
538,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
539,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
540,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,NULL
541,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
542,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
543,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
544,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
545,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
546,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
547,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
548,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
549,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
550,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
551,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
552,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
553,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
554,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
555,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
556,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
557,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
558,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
559,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
560,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
561,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
562,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
563,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
564,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
565,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
566,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
567,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
568,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
569,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
570,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
571,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
572,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
573,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
574,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
575,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
576,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
577,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
578,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
579,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
580,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
581,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
582,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
583,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
584,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
585,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
586,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
587,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
588,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
589,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
590,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
591,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
592,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,NULL
593,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
594,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
595,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
596,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
597,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
598,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
599,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
600,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
601,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
602,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
603,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
604,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
605,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
606,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
607,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
608,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
609,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
610,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
611,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
612,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
613,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
614,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
615,Forest,Water,Water,NULL,Water,NULL,Grassland,NULL
616,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
617,Forest,Water,Water,NULL,Water,NULL,Water,NULL
618,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
619,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
620,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
621,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
622,Forest,Water,Water,NULL,Water,Bareland,Wetland,NULL
623,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
624,Forest,Water,Water,NULL,Water,Bareland,Forest,NULL
625,Forest,Water,Water,NULL,Water,Water,Grassland,NULL
626,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
627,Forest,Water,Water,NULL,Water,Water,Bareland,NULL
628,Forest,Water,Water,NULL,Water,Water,Water,NULL
629,Forest,Water,Water,NULL,Water,Water,Forest,NULL
630,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
631,Forest,Water,Water,NULL,Water,Forest,Water,NULL
632,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
633,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
634,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
635,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
636,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
637,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
638,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
639,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
640,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
641,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
642,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
643,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
644,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
645,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
646,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
647,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
648,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
649,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
650,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
651,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
652,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
653,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
654,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
655,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
656,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
657,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
658,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
659,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
660,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
661,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
662,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
663,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
664,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
665,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
666,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
667,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
668,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
669,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
670,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
671,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,NULL
672,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
673,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
674,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
675,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
676,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
677,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
678,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
679,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
680,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
681,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
682,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
683,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
684,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
685,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
686,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
687,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
688,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
689,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
690,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
691,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
692,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
693,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
694,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
695,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
696,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
697,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
698,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
699,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
700,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
701,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
702,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
703,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
704,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
705,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
706,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
707,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
708,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
709,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
710,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
711,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
712,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
713,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
714,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
715,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
716,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
717,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
718,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
719,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
720,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,NULL
721,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
722,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
723,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
724,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
