Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPE_M_R
694,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
695,Bareland,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
696,Bareland,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
697,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
698,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
699,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
700,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
701,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
702,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
703,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
704,Bareland,Built-up,Water,NULL,Water,Wetland,Water,NULL
705,Bareland,Built-up,Water,NULL,Water,Bareland,Water,NULL
706,Bareland,Built-up,Water,NULL,Water,Water,Water,NULL
707,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,NULL
708,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
709,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
710,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
711,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
712,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
713,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
714,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
715,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
716,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
717,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
718,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
719,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
720,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
721,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
722,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
723,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
724,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
725,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
726,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
727,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
728,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
729,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
730,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
731,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
732,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
733,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
734,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
735,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,NULL
736,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
737,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
738,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
739,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
740,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
741,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
742,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
743,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
744,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
745,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
746,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
747,Bareland,Water,Water,NULL,Water,Grassland,Water,NULL
748,Bareland,Water,Water,NULL,Water,Wetland,Wetland,NULL
749,Bareland,Water,Water,NULL,Water,Wetland,Water,NULL
750,Bareland,Water,Water,NULL,Water,Bareland,Wetland,NULL
751,Bareland,Water,Water,NULL,Water,Bareland,Water,NULL
752,Bareland,Water,Water,NULL,Water,Water,Wetland,NULL
753,Bareland,Water,Water,NULL,Water,Water,Water,NULL
754,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
755,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
756,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
757,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
758,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
759,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
760,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
761,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
762,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
763,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
764,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
765,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
766,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
767,Bareland,Forest,Water,NULL,Water,Grassland,Water,NULL
768,Bareland,Forest,Water,NULL,Water,Water,Water,NULL
769,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
770,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
771,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
772,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
773,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
774,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
775,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
776,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
777,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
778,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
779,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
780,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
781,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
782,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
783,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
784,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
785,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
786,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
787,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
788,Water,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
789,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
790,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
791,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
792,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
793,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
794,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
795,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
796,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
797,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
798,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
799,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
800,Water,NULL,Water,NULL,Water,Water,Water,NULL
801,Water,NULL,Water,NULL,Water,Water,Forest,NULL
802,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
803,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
804,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
805,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
806,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
807,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
808,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
809,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
810,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
811,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
812,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
813,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
814,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
815,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
816,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
817,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
818,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
819,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
820,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
821,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
822,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
823,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
824,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
825,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
826,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
827,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
828,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
829,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
830,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
831,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
832,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
833,Water,Wetland,Wetland,NULL,Wetland,Forest,Grassland,NULL
834,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
835,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
836,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
837,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
838,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
839,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
840,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
841,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
842,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
843,Water,Wetland,Water,NULL,Water,NULL,Grassland,NULL
844,Water,Wetland,Water,NULL,Water,NULL,Wetland,NULL
845,Water,Wetland,Water,NULL,Water,NULL,Water,NULL
846,Water,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
847,Water,Wetland,Water,NULL,Water,Grassland,Water,NULL
848,Water,Wetland,Water,NULL,Water,Wetland,Grassland,NULL
849,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
850,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
851,Water,Wetland,Water,NULL,Water,Bareland,Water,NULL
852,Water,Wetland,Water,NULL,Water,Water,NULL,NULL
853,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
854,Water,Wetland,Water,NULL,Water,Water,Water,NULL
855,Water,Wetland,Water,NULL,Water,Water,Forest,NULL
856,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
857,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
858,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
859,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
860,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
861,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
862,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
863,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
864,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
865,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
866,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
867,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
868,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
869,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
870,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,NULL
871,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
872,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
873,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
874,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
875,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
876,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
877,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
878,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Forest,NULL
879,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
880,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
881,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,NULL
882,Water,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
883,Water,Bareland,Water,NULL,Water,Wetland,Water,NULL
884,Water,Bareland,Water,NULL,Water,Bareland,Wetland,NULL
885,Water,Bareland,Water,NULL,Water,Bareland,Water,NULL
886,Water,Bareland,Water,NULL,Water,Water,Wetland,NULL
887,Water,Bareland,Water,NULL,Water,Water,Water,NULL
888,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
889,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
890,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
891,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
892,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
893,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
894,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
895,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
896,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,NULL
897,Water,Built-up,Water,NULL,Water,Wetland,Wetland,NULL
898,Water,Built-up,Water,NULL,Water,Wetland,Water,NULL
899,Water,Built-up,Water,NULL,Water,Bareland,Water,NULL
900,Water,Built-up,Water,NULL,Water,Built-up,Water,NULL
901,Water,Built-up,Water,NULL,Water,Water,Water,NULL
902,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
903,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
904,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
905,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
906,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
907,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
908,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
909,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
910,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
911,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
912,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
913,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
914,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
915,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
916,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
917,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
918,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
919,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
920,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
921,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
922,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
923,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
924,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
925,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
926,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
927,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
928,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
929,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
930,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
931,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
932,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
933,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
934,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
935,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
936,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
937,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
938,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
939,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
940,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
941,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
942,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
943,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
944,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
945,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
946,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
947,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
948,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
949,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
950,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
951,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
952,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
953,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
954,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
955,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
956,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
957,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
958,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
959,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
960,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
961,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
962,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
963,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
964,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
965,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
966,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
967,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
968,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
969,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,NULL
970,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
971,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
972,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
973,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
974,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
975,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
976,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
977,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
978,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
979,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
980,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
981,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
982,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
983,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
984,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
985,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
986,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
987,Water,Water,Water,NULL,Water,NULL,Water,NULL
988,Water,Water,Water,NULL,Water,Grassland,Grassland,NULL
989,Water,Water,Water,NULL,Water,Grassland,Wetland,NULL
990,Water,Water,Water,NULL,Water,Grassland,Water,NULL
991,Water,Water,Water,NULL,Water,Wetland,Grassland,NULL
992,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
993,Water,Water,Water,NULL,Water,Wetland,Water,NULL
994,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
995,Water,Water,Water,NULL,Water,Bareland,Water,NULL
996,Water,Water,Water,NULL,Water,Built-up,Water,NULL
997,Water,Water,Water,NULL,Water,Water,NULL,NULL
998,Water,Water,Water,NULL,Water,Water,Wetland,NULL
999,Water,Water,Water,NULL,Water,Water,Bareland,NULL
1000,Water,Water,Water,NULL,Water,Water,Water,NULL
1001,Water,Water,Water,NULL,Water,Water,Forest,NULL
1002,Water,Water,Water,NULL,Water,Forest,Wetland,NULL
1003,Water,Water,Water,NULL,Water,Forest,Water,NULL
1004,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1005,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
1006,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1007,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1008,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1009,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1010,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1011,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1012,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1013,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1014,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
1015,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1016,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1017,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1018,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1019,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1020,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1021,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1022,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1023,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1024,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1025,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1026,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1027,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
1028,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1029,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1030,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1031,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1032,Water,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1033,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1034,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1035,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
1036,Water,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1037,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1038,Water,Forest,Water,NULL,Water,NULL,Water,NULL
1039,Water,Forest,Water,NULL,Water,Grassland,Wetland,NULL
1040,Water,Forest,Water,NULL,Water,Grassland,Water,NULL
1041,Water,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1042,Water,Forest,Water,NULL,Water,Wetland,Water,NULL
1043,Water,Forest,Water,NULL,Water,Wetland,Forest,NULL
1044,Water,Forest,Water,NULL,Water,Water,Wetland,NULL
1045,Water,Forest,Water,NULL,Water,Water,Water,NULL
1046,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1047,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1048,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1049,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1050,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
1051,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
1052,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1053,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1054,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1055,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1056,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1057,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1058,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1059,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1060,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1061,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1062,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
