Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYQ_M_R
10870,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
10871,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10872,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
10873,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
10874,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10875,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10876,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
10877,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10878,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10879,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10880,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10881,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
10882,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10883,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10884,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10885,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10886,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10887,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10888,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
10889,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10890,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10891,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
10892,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
10893,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10894,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
10895,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10896,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
10897,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
10898,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10899,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
10900,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
10901,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10902,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10903,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
10904,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10905,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10906,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10907,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10908,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10909,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10910,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10911,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10912,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10913,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10914,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
10915,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10916,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10917,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10918,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
10919,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10920,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10921,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
10922,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
10923,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10924,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
10925,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
10926,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
10927,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10928,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10929,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10930,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10931,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10932,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10933,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10934,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10935,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10936,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10937,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10938,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10939,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10940,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10941,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
10942,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10943,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
10944,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
10945,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10946,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10947,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10948,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10949,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10950,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10951,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10952,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10953,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10954,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10955,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10956,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10957,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10958,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10959,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10960,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10961,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10962,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
10963,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10964,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10965,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
10966,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10967,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10968,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10969,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10970,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10971,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10972,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
10973,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
10974,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10975,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10976,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10977,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10978,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10979,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10980,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10981,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10982,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10983,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10984,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10985,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10986,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
10987,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10988,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
10989,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
10990,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
10991,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
10992,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10993,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
10994,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
10995,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
10996,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10997,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
10998,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
10999,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11000,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11001,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11002,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11003,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11004,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11005,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11006,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11007,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11008,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11009,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11010,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11011,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11012,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11013,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11014,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11015,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
11016,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
11017,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
11018,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
11019,Cropland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
11020,Cropland,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
11021,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11022,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
11023,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11024,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,NULL
11025,Cropland,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11026,Cropland,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11027,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
11028,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11029,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11030,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
11031,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11032,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11033,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11034,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11035,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
11036,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
11037,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
11038,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11039,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
11040,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11041,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11042,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11043,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11044,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
11045,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11046,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
11047,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11048,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11049,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
11050,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
11051,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11052,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
11053,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11054,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11055,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
11056,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
11057,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11058,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
11059,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11060,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11061,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11062,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11063,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11064,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11065,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11066,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11067,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11068,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11069,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11070,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11071,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
11072,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11073,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11074,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11075,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11076,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
11077,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
11078,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
11079,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
11080,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11081,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
11082,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11083,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11084,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
11085,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11086,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
11087,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11088,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11089,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11090,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
11091,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11092,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
11093,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11094,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11095,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11096,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
11097,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11098,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
11099,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11100,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11101,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
11102,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11103,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
11104,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
11105,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
11106,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
11107,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11108,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11109,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11110,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11111,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11112,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11113,Cropland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
11114,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
11115,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
11116,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
11117,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
11118,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11119,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11120,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11121,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
11122,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11123,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11124,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11125,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
11126,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11127,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11128,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11129,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11130,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
11131,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11132,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
11133,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11134,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11135,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
11136,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
11137,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
11138,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
11139,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11140,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11141,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11142,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11143,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
11144,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11145,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11146,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11147,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11148,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11149,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11150,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11151,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11152,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11153,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
11154,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11155,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
11156,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11157,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11158,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11159,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11160,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11161,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11162,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11163,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11164,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11165,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11166,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11167,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11168,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
11169,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
11170,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
11171,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11172,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11173,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
11174,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
11175,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11176,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11177,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11178,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
11179,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
