Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDC_M_R
11015,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11016,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
11017,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
11018,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
11019,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
11020,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
11021,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11022,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
11023,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
11024,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
11025,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11026,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
11027,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
11028,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
11029,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
11030,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
11031,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
11032,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
11033,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
11034,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Cropland
11035,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
11036,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
11037,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
11038,Water,Water,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
11039,Water,Water,NULL,Water,Non_Wetland,Cropland,NULL,Water
11040,Water,Water,NULL,Water,Non_Wetland,Cropland,Water,Water
11041,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
11042,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
11043,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
11044,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
11045,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
11046,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
11047,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Wetland
11048,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
11049,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
11050,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
11051,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
11052,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
11053,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
11054,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
11055,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
11056,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
11057,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
11058,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
11059,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Cropland
11060,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
11061,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
11062,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
11063,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Cropland
11064,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
11065,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
11066,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
11067,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
11068,Water,Water,NULL,Water,Non_Wetland,Water,Water,Cropland
11069,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
11070,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
11071,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
11072,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
11073,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Bareland
11074,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
11075,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
11076,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Grassland
11077,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
11078,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
11079,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
11080,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
11081,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Wetland
11082,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
11083,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
11084,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
11085,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
11086,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11087,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11088,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11089,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11090,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11091,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11092,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
11093,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11094,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11095,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
11096,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
11097,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11098,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11099,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
11100,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
11101,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11102,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11103,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
11104,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11105,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11106,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11107,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11108,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11109,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11110,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11111,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
11112,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11113,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
11114,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11115,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
11116,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11117,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
11118,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11119,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11120,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11121,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
11122,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11123,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11124,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11125,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11126,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11127,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
11128,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11129,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
11130,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
11131,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11132,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
11133,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
11134,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11135,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11136,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
11137,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11138,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11139,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11140,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
11141,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11142,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11143,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11144,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11145,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11146,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11147,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
11148,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11149,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11150,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
11151,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11152,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11153,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11154,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11155,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
11156,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11157,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11158,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11159,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
11160,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
11161,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11162,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11163,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11164,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
11165,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
11166,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11167,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
11168,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11169,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11170,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11171,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11172,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
11173,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11174,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11175,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
11176,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11177,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11178,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
11179,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11180,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11181,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11182,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11183,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
11184,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11185,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11186,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11187,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
11188,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11189,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11190,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
11191,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11192,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11193,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
11194,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
11195,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
11196,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11197,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
11198,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11199,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11200,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11201,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11202,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11203,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Water
11204,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
11205,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11206,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
11207,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
11208,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11209,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11210,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11211,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
11212,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11213,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11214,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11215,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11216,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Water
11217,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
11218,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11219,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
11220,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11221,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
11222,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11223,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
11224,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11225,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11226,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
11227,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
11228,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11229,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11230,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11231,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Water
11232,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11233,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
11234,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11235,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
11236,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
11237,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
11238,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
11239,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
11240,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
11241,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
11242,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
11243,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11244,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
11245,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
11246,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
11247,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
11248,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
11249,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
11250,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
11251,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
11252,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
11253,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11254,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
11255,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
11256,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
11257,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11258,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11259,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
11260,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
11261,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11262,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
11263,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11264,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11265,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
11266,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
11267,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11268,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11269,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
11270,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
11271,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
11272,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11273,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
11274,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
11275,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
11276,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
11277,Water,Water,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
11278,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11279,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
11280,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
11281,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
11282,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
11283,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
11284,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
11285,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
11286,Water,Water,Shrubland,Water,Non_Wetland,Cropland,NULL,Water
11287,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
11288,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
11289,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
11290,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
11291,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11292,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
11293,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11294,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11295,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11296,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
11297,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
11298,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11299,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11300,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11301,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
11302,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11303,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
11304,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
11305,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
11306,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
11307,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11308,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11309,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
11310,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Cropland
11311,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
11312,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11313,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
11314,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11315,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11316,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11317,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
11318,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
11319,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
11320,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
11321,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11322,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11323,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11324,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
11325,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
11326,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11327,Water,Water,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
11328,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
11329,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
11330,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
11331,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
11332,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11333,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11334,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
11335,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
11336,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11337,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
11338,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11339,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
11340,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
11341,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11342,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11343,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11344,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11345,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11346,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11347,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
11348,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
11349,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
11350,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
11351,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
11352,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
11353,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
11354,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11355,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
11356,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
11357,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
11358,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
11359,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
11360,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
11361,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
11362,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
11363,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
