Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R
7693,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7694,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7695,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7696,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7697,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7698,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7699,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
7700,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7701,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7702,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7703,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7704,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7705,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7706,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7707,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7708,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7709,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7710,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7711,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7712,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
7713,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7714,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7715,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7716,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7717,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
7718,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
7719,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7720,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7721,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7722,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7723,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7724,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7725,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7726,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7727,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
7728,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7729,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7730,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
7731,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
7732,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7733,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7734,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
7735,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7736,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7737,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7738,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
7739,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7740,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7741,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7742,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
7743,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7744,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7745,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7746,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7747,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
7748,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
7749,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
7750,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
7751,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7752,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
7753,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
7754,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
7755,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7756,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7757,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7758,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
7759,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
7760,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
7761,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
7762,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
7763,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
7764,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
7765,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
7766,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
7767,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7768,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
7769,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
7770,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
7771,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
7772,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
7773,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
7774,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7775,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
7776,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
7777,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
7778,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7779,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
7780,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7781,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Forest
7782,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
7783,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
7784,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
7785,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7786,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7787,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7788,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
7789,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
7790,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
7791,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7792,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7793,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
7794,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7795,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
7796,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7797,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
7798,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
7799,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
7800,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
7801,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7802,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
7803,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
7804,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7805,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
7806,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
7807,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7808,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7809,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
7810,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
7811,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Water
7812,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
7813,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7814,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
7815,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7816,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
7817,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7818,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
7819,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
7820,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
7821,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
7822,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
7823,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
7824,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
7825,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
7826,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
7827,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
7828,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7829,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Built-up
7830,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
7831,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
7832,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
7833,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
7834,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
7835,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
7836,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
7837,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
7838,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
7839,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
7840,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7841,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
7842,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
7843,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7844,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7845,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
7846,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
7847,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7848,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
7849,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
7850,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
7851,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
7852,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
7853,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
7854,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
7855,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
7856,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
7857,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
7858,Cropland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
7859,Cropland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
7860,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,NULL
7861,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
7862,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
7863,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
7864,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
7865,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
7866,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Water
7867,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
7868,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
7869,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
7870,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
7871,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
7872,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
7873,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
7874,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
7875,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
7876,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
7877,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
7878,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
7879,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7880,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7881,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
7882,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
7883,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
7884,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
7885,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
7886,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
7887,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
7888,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
7889,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
7890,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
7891,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7892,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7893,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
7894,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
7895,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7896,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7897,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7898,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7899,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
7900,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
7901,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7902,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7903,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
7904,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7905,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
7906,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7907,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7908,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
7909,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7910,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7911,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7912,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7913,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7914,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7915,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Bareland
7916,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
7917,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
7918,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Cropland
7919,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
7920,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
7921,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7922,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7923,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7924,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7925,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7926,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7927,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
7928,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
7929,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
7930,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
7931,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
7932,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7933,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
7934,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7935,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7936,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
7937,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7938,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
7939,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7940,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7941,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
7942,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7943,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
7944,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
7945,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
7946,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
7947,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
7948,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
7949,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7950,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7951,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
7952,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
7953,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7954,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
7955,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
7956,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7957,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7958,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
7959,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7960,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7961,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7962,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7963,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7964,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7965,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7966,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7967,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
7968,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
7969,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
7970,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7971,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7972,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
7973,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
7974,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7975,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7976,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7977,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7978,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7979,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7980,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7981,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7982,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7983,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7984,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
7985,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7986,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7987,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7988,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7989,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7990,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7991,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7992,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
7993,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
7994,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
7995,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7996,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7997,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7998,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7999,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
8000,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
8001,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8002,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Bareland
8003,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
8004,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8005,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
8006,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
8007,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Shrubland,Bareland
8008,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,NULL
8009,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
8010,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Bareland
8011,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Grassland
8012,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
8013,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
8014,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
8015,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
8016,Cropland,NULL,Water,NULL,Water,NULL,Shrubland,Bareland
