Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R
349,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
350,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
351,Water,Bareland,Water,NULL,Water,Water,Water,Water
352,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
353,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
354,Water,Bareland,Water,Non_Water,Water,Water,Water,Forest
355,Water,Bareland,Water,Water,Water,Wetland,Water,Water
356,Water,Bareland,Water,Water,Water,Water,Water,Grassland
357,Water,Bareland,Water,Water,Water,Water,Water,Bareland
358,Water,Bareland,Water,Water,Water,Water,Water,Water
359,Water,Bareland,Water,Water,Water,Water,Water,Forest
360,Water,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
361,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
362,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
363,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
364,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
365,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
366,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
367,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
368,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
369,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
370,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
371,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
372,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
373,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
374,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
375,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
376,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
377,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
378,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
379,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
380,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
381,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
382,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
383,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
384,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
385,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
386,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
387,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
388,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
389,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
390,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
391,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
392,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
393,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
394,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
395,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
396,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
397,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
398,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
399,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
400,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
401,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
402,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
403,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
404,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
405,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
406,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
407,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
408,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
409,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
410,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
411,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
412,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
413,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
414,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
415,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
416,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
417,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
418,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
419,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
420,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
421,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
422,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
423,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
424,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
425,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
426,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
427,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
428,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
429,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
430,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
431,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
432,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
433,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
434,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
435,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
436,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
437,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
438,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
439,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
440,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
441,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
442,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
443,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
444,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
445,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
446,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
447,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
448,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
449,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
450,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
451,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
452,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
453,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
454,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
455,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
456,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
457,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
458,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
459,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
460,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
461,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
462,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
463,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
464,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
465,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
466,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
467,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
468,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
469,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
470,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
471,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
472,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
473,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
474,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
475,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
476,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
477,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
478,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
479,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
480,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
481,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
482,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
483,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
484,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
485,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
486,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
487,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
488,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
489,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
490,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
491,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
492,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
493,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
494,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
495,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
496,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
497,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
498,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
499,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
500,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
501,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
502,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
503,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
504,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
505,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
506,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
507,Water,Water,Wetland,Water,Wetland,Water,Water,Water
508,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
509,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
510,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
511,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
512,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
513,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
514,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
515,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
516,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
517,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
518,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
519,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
520,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
521,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
522,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
523,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
524,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
525,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
526,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
527,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
528,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
529,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
530,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
531,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
532,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
533,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
534,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
535,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
536,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
537,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
538,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
539,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
540,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
541,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
542,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
543,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
544,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
545,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
546,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
547,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
548,Water,Water,Water,NULL,Water,NULL,Wetland,Water
549,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
550,Water,Water,Water,NULL,Water,NULL,Water,Water
551,Water,Water,Water,NULL,Water,NULL,Water,Forest
552,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
553,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
554,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
555,Water,Water,Water,NULL,Water,Wetland,Water,Water
556,Water,Water,Water,NULL,Water,Wetland,Water,Forest
557,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
558,Water,Water,Water,NULL,Water,Water,Wetland,Water
559,Water,Water,Water,NULL,Water,Water,Wetland,Forest
560,Water,Water,Water,NULL,Water,Water,Water,Grassland
561,Water,Water,Water,NULL,Water,Water,Water,Wetland
562,Water,Water,Water,NULL,Water,Water,Water,Water
563,Water,Water,Water,NULL,Water,Water,Water,Forest
564,Water,Water,Water,NULL,Water,Water,Forest,Wetland
565,Water,Water,Water,NULL,Water,Water,Forest,Water
566,Water,Water,Water,NULL,Water,Water,Forest,Forest
567,Water,Water,Water,NULL,Water,Forest,Wetland,Water
568,Water,Water,Water,NULL,Water,Forest,Water,Forest
569,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
570,Water,Water,Water,Non_Water,Water,NULL,Water,Water
571,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
572,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
573,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
574,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
575,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
576,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
577,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
578,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
579,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
580,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
581,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
582,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
583,Water,Water,Water,Non_Water,Water,Water,Water,Water
584,Water,Water,Water,Non_Water,Water,Water,Water,Forest
585,Water,Water,Water,Non_Water,Water,Water,Forest,Water
586,Water,Water,Water,Non_Water,Water,Forest,Water,Water
587,Water,Water,Water,Water,Water,NULL,Wetland,Water
588,Water,Water,Water,Water,Water,NULL,Wetland,Forest
589,Water,Water,Water,Water,Water,NULL,Water,Grassland
590,Water,Water,Water,Water,Water,NULL,Water,Water
591,Water,Water,Water,Water,Water,NULL,Water,Forest
592,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
593,Water,Water,Water,Water,Water,Wetland,Wetland,Water
594,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
595,Water,Water,Water,Water,Water,Wetland,Water,Grassland
596,Water,Water,Water,Water,Water,Wetland,Water,Wetland
597,Water,Water,Water,Water,Water,Wetland,Water,Water
598,Water,Water,Water,Water,Water,Wetland,Water,Forest
599,Water,Water,Water,Water,Water,Wetland,Forest,Water
600,Water,Water,Water,Water,Water,Water,NULL,Wetland
601,Water,Water,Water,Water,Water,Water,NULL,Water
602,Water,Water,Water,Water,Water,Water,Wetland,Grassland
603,Water,Water,Water,Water,Water,Water,Wetland,Water
604,Water,Water,Water,Water,Water,Water,Wetland,Forest
605,Water,Water,Water,Water,Water,Water,Water,Grassland
606,Water,Water,Water,Water,Water,Water,Water,Wetland
607,Water,Water,Water,Water,Water,Water,Water,Water
608,Water,Water,Water,Water,Water,Water,Water,Forest
609,Water,Water,Water,Water,Water,Water,Forest,Water
610,Water,Water,Water,Water,Water,Water,Forest,Forest
611,Water,Water,Water,Water,Water,Forest,Wetland,Water
612,Water,Water,Water,Water,Water,Forest,Water,Water
613,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
614,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
615,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
616,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
617,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
618,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
619,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
620,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
621,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
622,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
623,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
624,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
625,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
626,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
627,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
628,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
629,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
630,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
631,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
632,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
633,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
634,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
635,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
636,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
637,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
638,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
639,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
640,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
641,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
642,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
643,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
644,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
645,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
646,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
647,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
648,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
649,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
650,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
651,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
652,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
653,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
654,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
655,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
656,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
657,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
658,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
659,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
660,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
661,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
662,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
663,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
664,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
665,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
666,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
667,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
668,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
669,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
670,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
671,Water,Forest,Water,Water,Water,Wetland,Water,Forest
672,Water,Forest,Water,Water,Water,Water,Wetland,Water
673,Water,Forest,Water,Water,Water,Water,Water,Water
674,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
675,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
676,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Grassland
677,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
678,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
679,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Grassland
680,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
681,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
682,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
683,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
684,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
685,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
686,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
687,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
688,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
689,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
690,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
691,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
692,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
693,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
694,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
695,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
696,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
697,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
698,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
699,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
700,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
701,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
702,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
703,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
704,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
705,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
706,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
707,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
708,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
709,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
710,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
711,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
712,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
713,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
714,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
715,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
716,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
717,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
718,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
719,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
720,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
721,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
722,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
723,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
724,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
725,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
726,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
727,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
728,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
729,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
730,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
731,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
732,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
733,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
734,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
735,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
736,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
737,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
