Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R
691,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
692,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
693,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
694,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
695,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
696,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
697,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
698,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
699,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
700,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
701,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
702,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
704,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
705,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
706,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
707,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
709,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
710,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
711,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
712,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
713,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
714,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
715,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
716,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
717,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
718,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
719,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
720,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
721,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
722,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
723,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
724,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
725,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
726,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
727,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
728,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
729,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
730,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
731,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
732,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
733,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
734,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
735,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
736,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
737,Water,NULL,Water,NULL,Water,NULL,NULL,Water
738,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
739,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
740,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
741,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
742,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
743,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
744,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
745,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
746,Water,NULL,Water,Water,Water,NULL,NULL,Water
747,Water,NULL,Water,Water,Water,NULL,NULL,Forest
748,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
749,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
750,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
751,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
752,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
753,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
754,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
756,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
757,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
758,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
759,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
760,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
761,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
762,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
764,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
765,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
766,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
768,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
769,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
770,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
771,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
772,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
773,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
774,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
775,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
776,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
777,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
778,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
779,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
780,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
781,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
782,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
783,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
784,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
785,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
787,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
788,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
789,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
791,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
792,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
793,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
794,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
795,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
796,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
797,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
798,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
799,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
800,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
801,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
802,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
803,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
804,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
805,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
806,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
807,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
808,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
809,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
810,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
811,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
812,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
813,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
814,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
815,Water,Wetland,Water,Water,Water,NULL,NULL,Water
816,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
817,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
818,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
819,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
820,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
821,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
822,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
824,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
825,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
826,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
827,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
828,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
830,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
831,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
832,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
833,Water,Bareland,Water,Water,Water,NULL,NULL,Water
834,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
835,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
836,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
837,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
838,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
839,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
840,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
842,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
843,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
844,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
845,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
846,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
847,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
848,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
849,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
850,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
851,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
852,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
853,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
854,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
855,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
856,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
857,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
858,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
859,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
860,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
861,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
862,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
863,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
864,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
865,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
866,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
867,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
868,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
869,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
870,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
871,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
872,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
873,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
874,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
875,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
876,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
877,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
878,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
879,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
880,Water,Water,Water,NULL,Water,NULL,NULL,Water
881,Water,Water,Water,NULL,Water,NULL,NULL,Forest
882,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
883,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
884,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
885,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
886,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
887,Water,Water,Water,Water,Water,NULL,NULL,Grassland
888,Water,Water,Water,Water,Water,NULL,NULL,Wetland
889,Water,Water,Water,Water,Water,NULL,NULL,Bareland
890,Water,Water,Water,Water,Water,NULL,NULL,Water
891,Water,Water,Water,Water,Water,NULL,NULL,Forest
892,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
893,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
894,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
895,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
896,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
897,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
899,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
900,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
901,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
902,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
903,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
904,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
905,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
906,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
907,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
909,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
910,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
911,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
912,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
913,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
914,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
915,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
916,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
917,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
918,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
919,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
920,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
921,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
922,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
923,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
924,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
925,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
926,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
927,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
928,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
929,Water,Forest,Water,NULL,Water,NULL,NULL,Water
930,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
931,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
932,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
933,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
934,Water,Forest,Water,Water,Water,NULL,NULL,Water
935,Water,Forest,Water,Water,Water,NULL,NULL,Forest
936,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
937,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
938,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
939,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
940,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
942,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
944,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
945,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
946,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
947,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
949,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
950,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
951,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
952,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
953,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
954,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
955,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
956,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
957,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
958,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
959,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
960,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
961,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
962,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
963,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
964,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
965,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
966,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
967,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
968,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
969,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
970,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
971,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
972,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
973,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
974,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
975,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
976,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
978,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
979,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
980,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
981,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
982,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
983,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
984,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
985,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
986,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
988,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
989,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
990,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
991,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
992,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
994,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
995,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
996,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
997,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
998,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
999,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1000,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1001,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1002,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1003,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1004,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1005,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1006,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1007,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1008,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1009,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1010,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1011,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1013,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1014,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1015,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1016,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1017,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1018,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1019,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1020,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1021,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1022,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1023,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1024,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1025,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1026,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1027,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1029,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1030,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1031,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1032,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1034,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1035,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1036,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1037,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1038,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1039,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1040,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1041,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1042,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1044,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1046,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1047,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1048,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1049,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1050,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1052,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1053,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1054,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
