Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R
8337,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8338,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8339,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8340,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8341,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
8342,Bareland,Built-up,Water,NULL,Water,Bareland,Water,Forest
8343,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8344,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8345,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8346,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8347,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8348,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8349,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8350,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8351,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8352,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8353,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8354,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Water
8355,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
8356,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
8357,Bareland,Water,Wetland,Water,Wetland,Forest,Water,Forest
8358,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8359,Bareland,Water,Water,Non_Water,Water,NULL,Water,Water
8360,Bareland,Water,Water,Water,Water,NULL,Water,Water
8361,Bareland,Water,Water,Water,Water,NULL,Forest,Water
8362,Bareland,Water,Water,Water,Water,Bareland,Water,Water
8363,Bareland,Water,Water,Water,Water,Water,Water,Water
8364,Bareland,Water,Water,Water,Water,Forest,Water,Forest
8365,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8366,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8367,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8368,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8369,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
8370,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8371,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8372,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8373,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8374,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
8375,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8376,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8377,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
8378,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8379,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8380,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8381,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8382,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8383,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8384,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8385,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8386,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
8387,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8388,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
8389,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8390,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8391,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8392,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8393,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
8394,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8395,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
8396,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8397,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8398,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8399,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8400,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8401,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
8402,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
8403,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8404,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
8405,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
8406,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
8407,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
8408,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8409,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8410,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8411,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8412,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8413,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
8414,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8415,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8416,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8417,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8418,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8419,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
8420,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8421,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8422,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8423,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
8424,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
8425,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
8426,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8427,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
8428,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
8429,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
8430,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8431,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
8432,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
8433,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
8434,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8435,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8436,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8437,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
8438,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,NULL
8439,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8440,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8441,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8442,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8443,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8444,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8445,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8446,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
8447,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8448,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8449,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8450,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8451,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8452,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8453,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8454,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8455,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8456,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8457,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8458,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8459,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8460,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
8461,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8462,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8463,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8464,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8465,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8466,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8467,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8468,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8469,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8470,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8471,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8472,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8473,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8474,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8475,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8476,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8477,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
8478,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8479,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8480,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8481,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8482,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8483,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8484,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8485,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8486,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8487,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8488,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
8489,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8490,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8491,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
8492,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8493,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8494,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8495,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8496,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
8497,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8498,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
8499,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8500,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8501,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8502,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
8503,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8504,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8505,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8506,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8507,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
8508,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8509,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
8510,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8511,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8512,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8513,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
8514,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
8515,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8516,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
8517,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8518,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8519,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
8520,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8521,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
8522,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8523,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
8524,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8525,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
8526,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8527,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8528,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
8529,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
8530,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8531,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
8532,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8533,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8534,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8535,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8536,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8537,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8538,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8539,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
8540,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
8541,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8542,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
8543,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
8544,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8545,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8546,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
8547,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
8548,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
8549,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
8550,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8551,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8552,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
8553,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8554,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8555,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8556,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
8557,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8558,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
8559,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8560,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8561,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8562,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8563,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
8564,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8565,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8566,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
8567,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8568,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
8569,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8570,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
8571,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
8572,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8573,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8574,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8575,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
8576,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8577,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8578,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8579,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
8580,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8581,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
8582,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8583,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8584,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
8585,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8586,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8587,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8588,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8589,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8590,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8591,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8592,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8593,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8594,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8595,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8596,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
8597,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8598,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8599,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8600,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8601,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8602,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8603,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8604,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8605,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
8606,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8607,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8608,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8609,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8610,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8611,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
8612,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8613,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8614,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8615,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8616,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8617,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8618,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8619,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8620,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
8621,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
8622,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8623,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8624,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
8625,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8626,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
8627,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8628,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8629,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8630,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8631,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8632,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8633,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
8634,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
8635,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8636,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
8637,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
8638,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8639,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
8640,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
8641,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
8642,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8643,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8644,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8645,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8646,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
8647,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8648,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8649,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Cropland
8650,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
8651,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
8652,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8653,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
8654,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
8655,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
8656,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
8657,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
8658,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8659,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
8660,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
8661,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8662,Water,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
8663,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
8664,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
8665,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8666,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8667,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8668,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8669,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
8670,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
8671,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
8672,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
8673,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8674,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
