Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MET_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MET_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MET_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MET_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MET_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MET_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MET_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MET_M_R
1016,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1017,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1018,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1019,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1020,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1021,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1022,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1023,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1024,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1025,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1026,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1027,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1028,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1029,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1030,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1031,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1032,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
1033,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1034,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1035,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1036,NULL,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1037,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1038,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Built-up
1039,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
1040,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1041,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1042,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1043,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1044,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1045,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1046,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1047,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1048,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1049,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1050,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1051,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1052,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1053,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1054,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1055,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1056,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1057,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1058,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1059,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1060,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1061,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1062,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1063,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1064,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1065,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1066,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1067,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1068,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1069,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1070,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1071,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1072,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1073,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1074,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1075,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1076,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1077,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1078,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1079,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1080,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1081,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1082,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1083,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1084,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1085,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1086,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1087,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1088,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1089,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1090,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1091,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1092,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1093,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1094,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1095,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1096,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1097,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1098,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1099,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1100,NULL,Built-up,Water,NULL,Water,Grassland,Water,Grassland
1101,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
1102,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1103,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
1104,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
1105,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
1106,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
1107,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1108,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
1109,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
1110,NULL,Built-up,Water,Water,Water,Grassland,Water,Forest
1111,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
1112,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Built-up
1113,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Bareland
1114,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
1115,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1116,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1117,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1118,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1119,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1120,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1121,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1122,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1123,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1124,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1125,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1126,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1127,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1128,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1129,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1130,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1131,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1132,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1133,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1134,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1135,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1136,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1137,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1138,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1139,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1140,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1141,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1142,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1143,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1144,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1145,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1146,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1147,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1148,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1149,NULL,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1150,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1151,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1152,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1153,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1154,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1155,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1156,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1157,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1158,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1159,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1160,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1161,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1162,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1163,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1164,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1165,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1166,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1167,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1168,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1169,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1170,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1171,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1172,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1173,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1174,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1175,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1176,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1177,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1178,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1179,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1180,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1181,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1182,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1183,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1184,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1185,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1186,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1187,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1188,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1189,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1190,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1191,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1192,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
1193,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1194,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1195,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1196,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1197,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1198,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1199,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1200,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1201,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1202,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
1203,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1204,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1205,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1206,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1207,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1208,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1209,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1210,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1211,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1212,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1213,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1214,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
1215,NULL,Water,Water,NULL,Water,Bareland,Grassland,Bareland
1216,NULL,Water,Water,NULL,Water,Bareland,Grassland,Forest
1217,NULL,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1218,NULL,Water,Water,NULL,Water,Bareland,Bareland,Water
1219,NULL,Water,Water,NULL,Water,Bareland,Bareland,Forest
1220,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
1221,NULL,Water,Water,Non_Water,Water,Bareland,Water,Grassland
1222,NULL,Water,Water,Water,Water,Bareland,Grassland,Grassland
1223,NULL,Water,Water,Water,Water,Bareland,Bareland,Grassland
1224,NULL,Water,Water,Water,Water,Bareland,Bareland,Bareland
1225,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
1226,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
1227,NULL,Water,Water,Water,Water,Water,Grassland,Bareland
1228,NULL,Water,Water,Water,Water,Water,Bareland,Grassland
1229,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1230,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1231,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1232,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1233,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1234,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1235,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1236,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1237,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1238,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1239,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1240,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1241,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1242,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1243,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1244,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1245,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1246,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1247,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1248,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1249,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1250,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1251,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1252,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1253,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1254,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1255,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1256,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1257,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1258,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1259,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1260,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1261,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1262,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1263,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1264,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1265,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1266,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1267,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1268,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1269,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1270,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1271,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1272,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1273,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1274,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1275,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1276,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1277,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1278,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1279,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1280,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1281,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1282,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1283,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1284,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1285,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1286,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1287,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1288,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1289,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1290,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1291,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1292,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1293,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1294,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1295,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1296,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1297,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1298,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1299,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1300,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1301,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1302,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1303,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1304,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1305,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1306,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1307,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1308,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1309,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1310,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1311,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1312,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1313,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1314,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1315,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1316,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1317,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1318,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1319,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1320,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1321,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1322,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1323,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1324,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1325,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1326,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1327,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1328,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1329,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1330,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1331,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1332,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1333,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1334,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1335,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1336,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1337,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1338,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1339,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1340,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1341,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1342,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1343,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1344,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1345,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
