Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXE_M_R
7517,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7518,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7519,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7520,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7521,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7522,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7523,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7524,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7525,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7526,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7527,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7528,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7529,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7530,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7531,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7532,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7533,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7534,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7535,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7536,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7537,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7538,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7539,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7540,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7541,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7542,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
7543,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
7544,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
7545,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7546,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7547,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7548,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7549,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7550,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7551,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7552,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Built-up
7553,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7554,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7555,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
7556,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
7557,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
7558,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
7559,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7560,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7561,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7562,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
7563,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
7564,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7565,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
7566,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7567,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7568,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7569,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7570,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7571,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7572,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7573,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7574,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7575,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7576,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7577,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7578,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
7579,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
7580,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7581,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7582,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7583,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7584,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7585,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7586,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7587,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7588,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7589,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7590,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7591,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7592,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7593,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7594,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7595,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7596,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7597,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7598,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7599,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
7600,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7601,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7602,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7603,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7604,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7605,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7606,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7607,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7608,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7609,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7610,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7611,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7612,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7613,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7614,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7615,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7616,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7617,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7618,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7619,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7620,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7621,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7622,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
7623,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7624,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7625,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7626,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7627,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7628,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7629,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7630,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7631,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7632,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7633,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
7634,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7635,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7636,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
7637,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
7638,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
7639,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7640,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7641,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
7642,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
7643,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7644,Bareland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7645,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7646,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7647,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7648,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7649,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7650,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7651,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7652,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7653,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7654,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7655,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7656,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7657,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7658,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7659,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7660,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7661,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7662,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7663,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7664,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7665,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7666,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7667,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7668,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7669,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7670,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7671,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7672,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7673,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7674,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7675,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7676,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7677,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7678,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
7679,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7680,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7681,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7682,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7683,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7684,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7685,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
7686,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
7687,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7688,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7689,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
7690,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7691,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
7692,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
7693,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Bareland
7694,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
7695,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
7696,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
7697,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
7698,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
7699,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
7700,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
7701,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7702,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7703,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7704,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7705,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7706,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7707,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7708,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7709,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7710,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
7711,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7712,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7713,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7714,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7715,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7716,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7717,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7718,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7719,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7720,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7721,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7722,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7723,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7724,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
7725,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7726,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7727,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7728,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7729,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
7730,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
7731,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7732,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
7733,Bareland,Built-up,Water,NULL,Water,Grassland,NULL,Bareland
7734,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
7735,Bareland,Built-up,Water,NULL,Water,Cropland,Bareland,Grassland
7736,Bareland,Built-up,Water,NULL,Water,Cropland,Bareland,Cropland
7737,Bareland,Built-up,Water,NULL,Water,Cropland,Bareland,Bareland
7738,Bareland,Built-up,Water,NULL,Water,Cropland,Bareland,Built-up
7739,Bareland,Built-up,Water,NULL,Water,Cropland,Built-up,Grassland
7740,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
7741,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
7742,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
7743,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
7744,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
7745,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
7746,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
7747,Bareland,Built-up,Water,NULL,Water,Forest,Built-up,Bareland
7748,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7749,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7750,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7751,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7752,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7753,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7754,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7755,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
7756,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7757,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7758,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
7759,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7760,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7761,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7762,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7763,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7764,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7765,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7766,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7767,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7768,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7769,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7770,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7771,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7772,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7773,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7774,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7775,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7776,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7777,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7778,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7779,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7780,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
7781,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7782,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7783,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7784,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7785,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7786,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7787,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7788,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7789,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
7790,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7791,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7792,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7793,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
7794,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
7795,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7796,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
7797,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
7798,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
7799,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7800,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7801,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7802,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7803,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7804,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7805,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7806,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7807,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
7808,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7809,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
7810,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7811,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
7812,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7813,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
7814,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7815,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7816,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7817,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7818,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
7819,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7820,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7821,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7822,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7823,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
7824,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7825,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7826,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7827,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7828,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7829,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
