Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXS_M_R
11237,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
11238,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
11239,Wetland,Cropland,Wetland,Water,Wetland,Forest,Water,Water
11240,Wetland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11241,Wetland,Cropland,Water,NULL,Water,Shrubland,Water,Water
11242,Wetland,Cropland,Water,Water,Water,Shrubland,Grassland,Water
11243,Wetland,Cropland,Water,Water,Water,Shrubland,Water,Water
11244,Wetland,Cropland,Water,Water,Water,Water,NULL,Water
11245,Wetland,Cropland,Water,Water,Water,Water,Shrubland,Water
11246,Wetland,Cropland,Water,Water,Water,Water,Water,Water
11247,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11248,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11249,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11250,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11251,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11252,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11253,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11254,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11255,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
11256,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
11257,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11258,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11259,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11260,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11261,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11262,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11263,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11264,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11265,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
11266,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
11267,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11268,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Water
11269,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
11270,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
11271,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Water
11272,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
11273,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11274,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11275,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11276,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11277,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11278,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11279,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11280,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11281,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11282,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11283,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
11284,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
11285,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11286,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
11287,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
11288,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
11289,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
11290,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11291,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11292,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11293,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11294,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11295,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11296,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11297,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
11298,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
11299,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11300,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
11301,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11302,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11303,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
11304,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11305,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
11306,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Shrubland,Water
11307,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Forest,Wetland
11308,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Water
11309,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
11310,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
11311,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
11312,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Water
11313,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,NULL,Water
11314,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
11315,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
11316,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
11317,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Forest,Forest
11318,Wetland,Wetland,NULL,Water,Non_Wetland,Water,NULL,Water
11319,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
11320,Wetland,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Water
11321,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11322,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
11323,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11324,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11325,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11326,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11327,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11328,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11329,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11330,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11331,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11332,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11333,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11334,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
11335,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
11336,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11337,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
11338,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11339,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11340,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11341,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11342,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11343,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11344,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11345,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11346,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11347,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11348,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11349,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11350,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11351,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11352,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
11353,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11354,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11355,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11356,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11357,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
11358,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest,Wetland
11359,Wetland,Wetland,Grassland,Water,Non_Wetland,Shrubland,Grassland,Water
11360,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
11361,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
11362,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
11363,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
11364,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
11365,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11366,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11367,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11368,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11369,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11370,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11371,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11372,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11373,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11374,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11375,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11376,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11377,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11378,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
11379,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11380,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11381,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
11382,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11383,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11384,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11385,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11386,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
11387,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
11388,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
11389,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Water
11390,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
11391,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
11392,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11393,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
11394,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
11395,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Water
11396,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
11397,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11398,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
11399,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11400,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Water
11401,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Water
11402,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Water
11403,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Water,Water
11404,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11405,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
11406,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11407,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
11408,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
11409,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11410,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
11411,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
11412,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
11413,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
11414,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11415,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
11416,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11417,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
11418,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11419,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
11420,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
11421,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
11422,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
11423,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
11424,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
11425,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,NULL
11426,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
11427,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11428,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
11429,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
11430,Wetland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
11431,Wetland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
11432,Wetland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Water
11433,Wetland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Forest
11434,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
11435,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest,Wetland
11436,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
11437,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
11438,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Water
11439,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Forest
11440,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
11441,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
11442,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
11443,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
11444,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Forest
11445,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
11446,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
11447,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Wetland
11448,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Water
11449,Wetland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Forest
11450,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
11451,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
11452,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
11453,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
11454,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
11455,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
11456,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
11457,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Water
11458,Wetland,Wetland,Wetland,Water,Wetland,Forest,NULL,Grassland
11459,Wetland,Wetland,Wetland,Water,Wetland,Forest,NULL,Water
11460,Wetland,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
11461,Wetland,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Water
11462,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Grassland
11463,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
11464,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11465,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
11466,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
11467,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11468,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11469,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11470,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
11471,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11472,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11473,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
11474,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
11475,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
11476,Wetland,Wetland,Water,Non_Water,Water,Forest,Shrubland,Water
11477,Wetland,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
11478,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
11479,Wetland,Wetland,Water,Water,Water,NULL,Shrubland,Water
11480,Wetland,Wetland,Water,Water,Water,NULL,Grassland,Water
11481,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
11482,Wetland,Wetland,Water,Water,Water,Shrubland,NULL,Water
11483,Wetland,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
11484,Wetland,Wetland,Water,Water,Water,Shrubland,Shrubland,Forest
11485,Wetland,Wetland,Water,Water,Water,Shrubland,Grassland,Water
11486,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Water
11487,Wetland,Wetland,Water,Water,Water,Shrubland,Forest,Water
11488,Wetland,Wetland,Water,Water,Water,Grassland,NULL,Water
11489,Wetland,Wetland,Water,Water,Water,Grassland,Grassland,Water
11490,Wetland,Wetland,Water,Water,Water,Water,NULL,Water
11491,Wetland,Wetland,Water,Water,Water,Water,Shrubland,Wetland
11492,Wetland,Wetland,Water,Water,Water,Water,Shrubland,Water
11493,Wetland,Wetland,Water,Water,Water,Water,Grassland,Water
11494,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
11495,Wetland,Wetland,Water,Water,Water,Water,Water,Water
11496,Wetland,Wetland,Water,Water,Water,Water,Forest,Water
11497,Wetland,Wetland,Water,Water,Water,Forest,NULL,Water
11498,Wetland,Wetland,Water,Water,Water,Forest,Shrubland,Wetland
11499,Wetland,Wetland,Water,Water,Water,Forest,Shrubland,Water
11500,Wetland,Wetland,Water,Water,Water,Forest,Shrubland,Forest
11501,Wetland,Wetland,Water,Water,Water,Forest,Water,Wetland
11502,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
11503,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11504,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11505,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11506,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11507,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11508,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11509,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11510,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11511,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11512,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11513,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11514,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11515,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11516,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11517,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11518,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11519,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11520,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11521,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11522,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11523,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
11524,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11525,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11526,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11527,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11528,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
11529,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
11530,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11531,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11532,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11533,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11534,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11535,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11536,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11537,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11538,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
11539,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11540,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
11541,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11542,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
11543,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
11544,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11545,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11546,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11547,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
11548,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11549,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
11550,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
11551,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
11552,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Water
11553,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
11554,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
11555,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,Water
11556,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11557,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11558,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11559,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
