Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYJ_M_R
342,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
343,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
344,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
345,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
346,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
347,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
349,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
350,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
351,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
353,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
354,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
356,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
357,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
358,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
359,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
360,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
361,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
362,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
363,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
365,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
366,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
367,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
368,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
369,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
370,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
372,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
373,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
374,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
376,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
377,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
379,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
380,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
381,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
382,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
383,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
384,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
387,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
388,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
389,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
390,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
391,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
392,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
393,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
394,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
395,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
396,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
397,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
398,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
399,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
400,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
401,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
402,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
403,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
404,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
405,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
406,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
407,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
408,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
409,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
411,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
412,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
413,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
417,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
418,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
419,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
421,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
422,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
423,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
424,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
428,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
430,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
431,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
432,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
433,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
434,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
435,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
436,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
437,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
438,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
439,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
440,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
441,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
442,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
443,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
444,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
445,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
446,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
447,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
448,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
449,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
450,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
451,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
452,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
453,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
454,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
456,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
457,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
458,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
460,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
461,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
462,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
464,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
465,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
467,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
468,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
470,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
471,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
473,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
474,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
476,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
477,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
479,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
481,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
482,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
483,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
484,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
485,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
486,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
487,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
488,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
489,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
490,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
491,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
492,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
493,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
494,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
495,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
496,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
497,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
498,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
499,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
500,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
501,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
503,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
504,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
505,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
506,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
507,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
509,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
510,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
512,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
513,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
515,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
516,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
517,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
518,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
520,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
521,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
522,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
523,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
524,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
526,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
527,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
528,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
529,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
531,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
532,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
533,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
534,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
535,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
536,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
537,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
538,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
539,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
540,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
541,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
542,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
543,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
544,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
545,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
547,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
548,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
549,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
550,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
551,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
553,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
556,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
557,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
558,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
559,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
561,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
562,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
564,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
566,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
567,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
569,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
570,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
571,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
572,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
574,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
575,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
576,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
577,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
579,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
582,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
583,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
584,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
585,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
586,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
589,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
590,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
591,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
592,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
593,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
594,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
595,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
596,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
597,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
598,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
599,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
601,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
602,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
603,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
604,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
605,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
607,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
609,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
610,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
613,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
614,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
615,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
616,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
617,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
618,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
619,Cropland,Water,Water,Water,Water,NULL,NULL,Water
620,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
621,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
622,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
623,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
625,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
627,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
628,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
629,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
630,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
631,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
633,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
634,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
635,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
636,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
637,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
638,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
639,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
640,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
641,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
642,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
643,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
644,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
645,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
646,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
649,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
650,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
651,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
653,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
654,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
655,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
656,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
658,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
660,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
661,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
662,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
663,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
664,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
665,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
666,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
667,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
668,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
669,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
670,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
671,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
672,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
673,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
674,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
675,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
676,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
677,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
678,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
679,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
680,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
681,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
682,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
683,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
684,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
685,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
686,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
687,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
688,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
689,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
