Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBE_M_R
337,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
338,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
339,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
340,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
341,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
342,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
343,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
344,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
345,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
346,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
347,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
348,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
349,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
350,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
351,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
352,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
353,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
354,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
355,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
356,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
357,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
358,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
359,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
360,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
361,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
362,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
363,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
364,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
365,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
366,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
367,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
368,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
369,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
370,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
371,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
372,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
373,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
374,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
375,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
376,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
377,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
378,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
379,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
380,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
381,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
382,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
383,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
384,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
385,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
386,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
387,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
388,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
389,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
390,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
391,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
392,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
393,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
394,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
395,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
396,Grassland,Forest,Water,NULL,Water,Bareland,Bareland,NULL
397,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
398,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
399,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
400,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
401,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
402,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
403,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
404,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
405,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
406,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
407,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
408,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
409,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
410,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
411,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
412,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
413,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
414,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
415,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
416,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
417,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
418,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
419,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
420,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
421,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
422,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
423,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
424,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,NULL
425,Cropland,NULL,Water,NULL,Water,Water,Water,NULL
426,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
427,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
428,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
429,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
430,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
431,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
432,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
433,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
434,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
435,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
436,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
437,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
438,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
439,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
440,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
441,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
442,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
443,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
444,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
445,Cropland,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
446,Cropland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
447,Cropland,Water,Water,NULL,Water,Water,Water,NULL
448,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
449,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
450,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
451,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
452,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
453,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
454,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
455,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
456,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
457,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
458,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
459,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
460,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
461,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
462,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
463,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
464,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
465,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
466,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
467,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
468,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
469,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
470,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
471,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
472,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
473,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
474,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,NULL
475,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
476,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
477,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
478,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
479,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
480,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
481,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
482,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
483,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
484,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
485,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
486,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
487,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
488,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
489,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
490,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
491,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
492,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
493,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
494,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
495,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
496,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
497,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
498,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
499,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
500,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
501,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
502,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
503,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
504,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
505,Wetland,Wetland,Water,NULL,Water,NULL,Water,NULL
506,Wetland,Wetland,Water,NULL,Water,Grassland,Water,NULL
507,Wetland,Wetland,Water,NULL,Water,Wetland,Grassland,NULL
508,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
509,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
510,Wetland,Wetland,Water,NULL,Water,Bareland,Water,NULL
511,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
512,Wetland,Wetland,Water,NULL,Water,Forest,Water,NULL
513,Wetland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
514,Wetland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
515,Wetland,Bareland,Water,NULL,Water,Water,Water,NULL
516,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
517,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
518,Wetland,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
519,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
520,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
521,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
522,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
523,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
524,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
525,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,NULL
526,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,NULL
527,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
528,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
529,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
530,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
531,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
532,Wetland,Water,Water,NULL,Water,Bareland,Grassland,NULL
533,Wetland,Water,Water,NULL,Water,Water,Water,NULL
534,Wetland,Water,Water,NULL,Water,Forest,Water,NULL
535,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
536,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
537,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
538,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
539,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
540,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
541,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
542,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
543,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
544,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
545,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
546,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
547,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
548,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
549,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
550,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
551,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
552,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
553,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
554,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
555,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
556,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
557,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
558,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
559,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
560,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
561,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
562,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
563,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
564,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
565,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
566,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
567,Bareland,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
568,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
569,Bareland,Water,Water,NULL,Water,Bareland,Bareland,NULL
570,Bareland,Water,Water,NULL,Water,Water,Water,NULL
571,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
572,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
573,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
574,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
575,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
576,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
577,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
578,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
579,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
580,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
581,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
582,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
583,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
584,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
585,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
586,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
587,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
588,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
589,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
590,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
591,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
592,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
593,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
594,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
595,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
596,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
597,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
598,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
599,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
600,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
601,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
602,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
603,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
604,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
605,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
606,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
607,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
608,Water,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
609,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,NULL
610,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
611,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
612,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
613,Water,NULL,Water,NULL,Water,Wetland,Grassland,NULL
614,Water,NULL,Water,NULL,Water,Bareland,Bareland,NULL
615,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
616,Water,NULL,Water,NULL,Water,Water,Water,NULL
617,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
618,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
619,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
620,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
621,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
622,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
623,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
624,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
625,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
626,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
627,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
628,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
629,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
630,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
631,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
632,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
633,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
634,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
635,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
636,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
637,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
638,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
639,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
640,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
641,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
642,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
643,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
644,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
645,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
646,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
647,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
648,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
649,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
650,Water,Wetland,Water,NULL,Water,Bareland,Water,NULL
651,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
652,Water,Wetland,Water,NULL,Water,Water,Water,NULL
653,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
654,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
655,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
656,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
657,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
658,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
659,Water,Bareland,Water,NULL,Water,Water,Water,NULL
660,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
661,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
662,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
663,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
664,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
665,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
666,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
667,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
668,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
669,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
670,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
671,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
672,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,NULL
673,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
674,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
675,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
676,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
677,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
678,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
679,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
680,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
681,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
682,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
683,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
684,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
685,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
686,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
687,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
688,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
