Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUV_M_R
344,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
345,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
346,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
347,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
348,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
349,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
350,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
351,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
352,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
353,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
354,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
355,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
356,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
357,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
358,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
359,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
360,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
361,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
362,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
363,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
364,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
365,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
366,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
367,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
368,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
369,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
370,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
371,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
372,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
373,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
374,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
375,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
376,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
377,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
378,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
379,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
380,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
381,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
382,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
383,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
384,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
385,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
386,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
387,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
388,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
389,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
390,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
391,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
392,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
393,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,NULL
394,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
395,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
396,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
397,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
398,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
399,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
400,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
401,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
402,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
403,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
404,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
405,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
406,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
407,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
408,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
409,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
410,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
411,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
412,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
413,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
414,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
415,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
416,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
417,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
418,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
419,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
420,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
421,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
422,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
423,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
424,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
425,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
426,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
427,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
428,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
429,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
430,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
431,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
432,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
433,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
434,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
435,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
436,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
437,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
438,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
439,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
440,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
441,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
442,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
443,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
444,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
445,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
446,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
447,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
448,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
449,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
450,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
451,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
452,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
453,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
454,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
455,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
456,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
457,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
458,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
459,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
460,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
461,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
462,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
463,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
464,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
465,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
466,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
467,Forest,Water,Wetland,NULL,Wetland,Water,NULL,NULL
468,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
469,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
470,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
471,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
472,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
473,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
474,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
475,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
476,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
477,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
478,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
479,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
480,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
481,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
482,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
483,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
484,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
485,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
486,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
487,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
488,Forest,Water,Water,NULL,Water,NULL,Water,NULL
489,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
490,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
491,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
492,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
493,Forest,Water,Water,NULL,Water,Water,Water,NULL
494,Forest,Water,Water,NULL,Water,Water,Forest,NULL
495,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
496,Forest,Water,Water,NULL,Water,Forest,Water,NULL
497,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
498,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
499,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
500,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
501,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
502,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
503,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
504,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
505,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
506,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
507,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
508,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
509,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
510,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
511,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
512,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
513,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
514,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
515,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
516,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
517,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
518,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
519,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
520,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
521,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
522,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
523,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
524,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
525,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
526,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
527,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
528,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
529,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
530,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
531,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
532,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
533,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
534,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,NULL
535,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
536,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
537,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
538,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
539,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
540,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
541,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
542,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
543,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
544,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
545,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
546,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
547,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
548,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
549,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
550,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
551,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
552,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
553,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
554,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
555,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
556,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
557,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
558,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
559,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
560,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
561,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
562,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
563,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
565,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
568,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
569,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
570,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
571,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
572,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
573,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
574,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
575,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
576,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
577,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
578,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
579,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
580,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
581,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
582,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
583,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
584,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
585,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
586,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
587,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
588,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
589,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
590,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
591,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
592,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
593,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
594,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
595,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
596,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
597,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
598,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
599,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
600,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
601,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
602,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
603,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
604,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
605,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
606,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
607,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
608,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
609,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
610,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
611,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
612,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
613,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,NULL
614,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
615,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
616,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
617,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
618,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
619,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
620,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
621,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
622,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
623,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
624,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
625,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
626,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
627,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
628,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
629,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
630,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
631,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
632,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
633,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
634,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
635,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
636,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
637,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
638,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
639,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
640,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
641,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
642,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
643,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
644,Forest,Forest,Water,NULL,Water,NULL,Forest,NULL
645,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
646,Forest,Forest,Water,NULL,Water,Bareland,Water,NULL
647,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
648,Forest,Forest,Water,NULL,Water,Water,Water,NULL
649,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
650,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
651,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
652,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
653,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
654,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
655,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
656,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
657,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
658,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
659,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
660,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
661,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
662,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
663,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
664,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
665,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
666,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
667,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
668,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
669,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
670,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
671,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
672,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
673,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
674,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
675,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
676,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
677,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
