Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R
884,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
885,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
886,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
887,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
888,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
889,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
890,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
891,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
892,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
893,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
894,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
895,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
896,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Built-up
897,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
898,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
899,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
900,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Water
901,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
902,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
903,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
904,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
905,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
906,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
907,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
908,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
909,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
910,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
911,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
912,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
913,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
914,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
915,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Built-up
916,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
917,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
918,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
919,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
920,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
921,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
922,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
923,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
924,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
925,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
926,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
927,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
928,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
929,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
930,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
931,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
932,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Built-up
933,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
934,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
935,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
936,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
937,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
938,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
939,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
940,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
941,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
942,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
943,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
944,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
945,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
946,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
947,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
948,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
949,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
950,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
951,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
952,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
953,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
954,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
955,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Cropland
956,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
957,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
958,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
959,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
960,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
961,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
962,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
963,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
964,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
965,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
966,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
967,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
968,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
969,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
970,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
971,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
972,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
973,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
974,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
975,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
976,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
977,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
978,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
979,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
980,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
981,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
982,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
983,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
984,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
985,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
986,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
987,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Built-up
988,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
989,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
990,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
991,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
992,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
993,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
994,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
995,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
996,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
997,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
998,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Forest
999,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1000,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1001,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1002,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1003,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1004,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
1005,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1006,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1007,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1008,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
1009,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1010,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1011,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1013,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1014,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Built-up
1015,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1016,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1017,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
1018,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1019,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1020,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1021,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1022,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1023,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1024,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1025,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1026,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1027,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1028,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1029,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1030,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1031,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1032,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Water
1033,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1034,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
1035,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1036,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1037,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1038,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1039,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1040,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1041,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1042,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1043,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1044,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1045,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
1046,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
1047,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
1048,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
1049,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
1050,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
1051,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
1052,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1053,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1054,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1055,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
1056,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1057,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Water
1058,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1059,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1060,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1061,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1062,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1063,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1064,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1065,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1066,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1067,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1068,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1069,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1070,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1071,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1072,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1073,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1074,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1075,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1076,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1077,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1078,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1079,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1080,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1081,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
1082,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1083,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1084,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
1085,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1086,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1087,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1088,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1089,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1090,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1091,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1092,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1093,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1094,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1095,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1096,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1097,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1098,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
1099,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1100,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1101,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1102,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1103,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1104,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1105,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1106,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1107,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1108,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1109,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1110,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
1111,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1112,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1113,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1114,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1115,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1116,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1117,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1118,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1119,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1120,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1121,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1122,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1123,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1124,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1125,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
1126,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1127,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1128,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1129,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1130,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1131,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1132,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1133,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1134,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1135,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1136,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1137,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1138,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1139,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1140,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1141,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1142,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1143,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1144,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1145,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1146,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1147,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1148,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1149,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1150,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1151,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1152,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1153,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1154,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1155,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1156,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1157,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1158,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1159,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1160,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1161,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1162,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1163,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1164,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1165,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1166,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1167,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1168,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
1169,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1170,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1171,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
1172,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
1173,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
1174,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1175,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Bareland
1176,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1177,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1179,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1180,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1182,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Built-up
1183,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Forest
1184,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1185,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
1186,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
1187,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1188,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
1189,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
1190,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
1191,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
1192,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
1193,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
1194,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1195,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1196,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
1197,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1198,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1199,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Water
1200,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1201,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
1202,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1203,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1204,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
1205,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
1206,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1207,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1208,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1209,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
1210,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1211,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1212,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1213,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1214,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1215,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1216,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1217,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1218,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1219,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1220,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1221,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
