Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCB_M_R
5916,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5917,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5918,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5919,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5920,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5921,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5922,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5923,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5924,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5925,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5926,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5927,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
5928,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5929,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5930,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5931,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
5932,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5933,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5934,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5935,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
5936,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
5937,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5938,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
5939,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
5940,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5941,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
5942,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5943,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5944,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
5945,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5946,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5947,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5948,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Bareland
5949,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5950,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5951,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
5952,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5953,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
5954,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
5955,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5956,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
5957,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
5958,Wetland,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5959,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
5960,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5961,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5962,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5963,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5964,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5965,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
5966,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5967,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5968,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5969,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
5970,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
5971,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5972,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
5973,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5974,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5975,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5976,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
5977,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5978,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5979,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5980,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5981,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
5982,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5983,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5984,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5985,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5986,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
5987,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5988,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
5989,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5990,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5991,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5992,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
5993,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
5994,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5995,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
5996,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5997,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
5998,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
5999,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
6000,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6001,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6002,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6003,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6004,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6005,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6006,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6007,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6008,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
6009,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6010,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6011,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6012,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6013,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6014,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6015,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6016,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6017,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6018,Wetland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
6019,Wetland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
6020,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6021,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6022,Wetland,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
6023,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6024,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6025,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6026,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
6027,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6028,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6029,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6030,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6031,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6032,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6033,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6034,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6035,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6036,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6037,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6038,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
6039,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
6040,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6041,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6042,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6043,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6044,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6045,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6046,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6047,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6048,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6049,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
6050,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6051,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6052,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6053,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6054,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
6055,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
6056,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6057,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Water
6058,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6059,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6060,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6061,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6062,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6063,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6064,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6065,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6066,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6067,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6068,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6069,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6070,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
6071,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6072,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6073,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6074,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6075,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
6076,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6077,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6078,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6079,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6080,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
6081,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6082,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6083,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6084,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
6085,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6086,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6087,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
6088,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6089,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6090,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
6091,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
6092,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6093,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6094,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
6095,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6096,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6097,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6098,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
6099,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6100,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6101,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6102,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6103,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
6104,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
6105,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
6106,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6107,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6108,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
6109,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
6110,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
6111,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
6112,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6113,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6114,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6115,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
6116,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6117,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6118,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6119,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6120,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
6121,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
6122,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6123,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6124,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
6125,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
6126,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
6127,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6128,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
6129,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
6130,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
6131,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
6132,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
6133,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6134,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
6135,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
6136,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
6137,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
6138,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
6139,Wetland,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
6140,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Grassland
6141,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Water
6142,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Forest
6143,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6144,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6145,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6146,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6147,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6148,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6149,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6150,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6151,Wetland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
6152,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6153,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6154,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
6155,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6156,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
6157,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
6158,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6159,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
6160,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
6161,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
6162,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
6163,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
6164,Wetland,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
6165,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
6166,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
6167,Wetland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
6168,Wetland,Water,Water,NULL,Water,NULL,Water,Forest
6169,Wetland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
6170,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
6171,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
6172,Wetland,Water,Water,NULL,Water,Wetland,Water,Bareland
6173,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
6174,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
6175,Wetland,Water,Water,NULL,Water,Bareland,Wetland,Grassland
6176,Wetland,Water,Water,NULL,Water,Water,Grassland,Forest
6177,Wetland,Water,Water,NULL,Water,Water,Water,Bareland
6178,Wetland,Water,Water,NULL,Water,Water,Water,Water
6179,Wetland,Water,Water,NULL,Water,Forest,Water,Forest
6180,Wetland,Water,Water,Non_Water,Water,NULL,Water,Water
6181,Wetland,Water,Water,Non_Water,Water,NULL,Water,Forest
6182,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
6183,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
6184,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
6185,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6186,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
6187,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
6188,Wetland,Water,Water,Non_Water,Water,Bareland,Wetland,Bareland
6189,Wetland,Water,Water,Non_Water,Water,Bareland,Wetland,Water
6190,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Water
6191,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
6192,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
6193,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
6194,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
6195,Wetland,Water,Water,Water,Water,NULL,Water,Water
6196,Wetland,Water,Water,Water,Water,NULL,Water,Forest
6197,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
6198,Wetland,Water,Water,Water,Water,Grassland,Water,Forest
6199,Wetland,Water,Water,Water,Water,Wetland,Grassland,Grassland
6200,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
6201,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
6202,Wetland,Water,Water,Water,Water,Wetland,Wetland,Forest
6203,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
6204,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
6205,Wetland,Water,Water,Water,Water,Wetland,Water,Bareland
6206,Wetland,Water,Water,Water,Water,Wetland,Water,Water
6207,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
6208,Wetland,Water,Water,Water,Water,Bareland,Wetland,Water
6209,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
6210,Wetland,Water,Water,Water,Water,Bareland,Water,Water
6211,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
6212,Wetland,Water,Water,Water,Water,Water,Wetland,Water
6213,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
6214,Wetland,Water,Water,Water,Water,Water,Water,Grassland
6215,Wetland,Water,Water,Water,Water,Water,Water,Wetland
6216,Wetland,Water,Water,Water,Water,Water,Water,Bareland
6217,Wetland,Water,Water,Water,Water,Water,Water,Water
6218,Wetland,Water,Water,Water,Water,Water,Water,Forest
6219,Wetland,Water,Water,Water,Water,Forest,Water,Water
6220,Wetland,Water,Water,Water,Water,Forest,Water,Forest
6221,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6222,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6223,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6224,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6225,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6226,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6227,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6228,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6229,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
6230,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6231,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6232,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6233,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
6234,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
6235,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6236,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6237,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6238,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6239,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6240,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6241,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6242,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6243,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6244,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6245,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6246,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6247,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6248,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
6249,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
6250,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6251,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6252,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
6253,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
6254,Wetland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
6255,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6256,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6257,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6258,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6259,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
6260,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6261,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6262,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6263,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6264,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6265,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6266,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
