Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZQ_M_R
340,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
341,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
342,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
343,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
344,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
346,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
347,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
348,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
349,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
350,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
351,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
352,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
353,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
354,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
355,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
356,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
357,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
358,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
359,NULL,Water,Grassland,Water,Non_Wetland,Cropland,Wetland,Water
360,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
361,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
362,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
363,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
364,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
365,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
366,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
367,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
368,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
369,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
370,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
371,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
372,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
373,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
374,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
375,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
376,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
377,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
378,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
379,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
380,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
381,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
382,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
383,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
384,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
385,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
386,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
387,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
388,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
389,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
390,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
391,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
392,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
393,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
394,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
395,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
396,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
397,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
398,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
399,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
400,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
401,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
402,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
403,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
404,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
405,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
406,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
407,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
408,NULL,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
409,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
410,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
411,NULL,Water,Water,Water,Water,Water,Wetland,Water
412,NULL,Water,Water,Water,Water,Water,Water,Water
413,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
414,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
415,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
416,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
418,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
419,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
420,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
421,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
422,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
423,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
424,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
425,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
426,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
427,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
428,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
429,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
430,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
431,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
432,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
434,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
435,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
436,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
438,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
439,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
440,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
446,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
447,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
448,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
449,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
450,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
451,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
452,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
453,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
454,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
455,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
456,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
457,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
458,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
459,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
460,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
461,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
462,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
463,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
464,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
465,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
466,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
467,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
468,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
469,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
470,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
471,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
472,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
473,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
474,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
475,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
476,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
477,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
478,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
479,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
480,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
481,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
482,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
483,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
484,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
485,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
486,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
487,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
488,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
489,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
490,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
491,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
492,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
493,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
494,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
495,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
496,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
497,Cropland,Water,Water,Water,Water,Water,Wetland,Grassland
498,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
499,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
500,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
501,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
502,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
503,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
504,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
505,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
506,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
507,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
508,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
509,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
510,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
511,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
512,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
513,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
514,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
515,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
516,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
517,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
518,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
519,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
520,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
521,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
522,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
523,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
524,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
525,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
526,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
527,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
528,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
529,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
530,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
531,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
532,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
533,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
534,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
535,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
536,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
537,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
538,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
539,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
540,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
541,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
542,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
543,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
544,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
545,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
546,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
547,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
548,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
549,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
550,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
551,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
552,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
553,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
554,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
555,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
556,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
557,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
558,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
559,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
560,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
561,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
562,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
563,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
564,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
565,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
566,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
567,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
568,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
569,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
570,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
571,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
572,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
573,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
574,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
575,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
576,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
577,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
578,Wetland,Wetland,Water,Water,Water,NULL,Water,Grassland
579,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
580,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
581,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
582,Wetland,Wetland,Water,Water,Water,Water,Water,Water
583,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Grassland
584,Wetland,Wetland,Water,Water,Water,Forest,Water,Wetland
585,Wetland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
586,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
587,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
588,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
589,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
590,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
591,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
592,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
593,Wetland,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
594,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
595,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
596,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
597,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
598,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
599,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
600,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
601,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
602,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
603,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
604,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
605,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
606,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
607,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
608,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
609,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
610,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
611,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
612,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
613,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
614,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
615,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
616,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
617,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
618,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
619,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
620,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
621,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
622,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
623,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
624,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
625,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
626,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
627,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
628,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
629,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
630,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
631,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
632,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Water
633,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
634,Wetland,Water,Water,NULL,Water,Water,Water,Water
635,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
636,Wetland,Water,Water,Water,Water,NULL,Water,Water
637,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
638,Wetland,Water,Water,Water,Water,Wetland,Water,Water
639,Wetland,Water,Water,Water,Water,Water,Water,Grassland
640,Wetland,Water,Water,Water,Water,Water,Water,Wetland
641,Wetland,Water,Water,Water,Water,Water,Water,Water
642,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
643,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
644,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
645,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
646,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
647,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
648,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
649,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
650,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
651,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
652,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
653,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
654,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
655,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Water
656,Bareland,NULL,Water,Water,Water,Water,Water,Water
657,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
658,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
659,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
660,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
661,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
662,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
663,Bareland,Bareland,Wetland,Water,Wetland,Cropland,NULL,Water
664,Bareland,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
665,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
666,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
667,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
668,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
669,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
670,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
671,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
672,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
673,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
674,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
675,Bareland,Bareland,Water,Water,Water,Wetland,NULL,Water
676,Bareland,Bareland,Water,Water,Water,Water,Water,Water
677,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
678,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
679,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
680,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
681,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
682,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
683,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
684,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
685,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
686,Bareland,Water,Wetland,Water,Wetland,Wetland,NULL,Water
687,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
688,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
689,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
690,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
691,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
692,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
693,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
694,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
695,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
696,Bareland,Water,Water,Water,Water,Wetland,Water,Water
697,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
698,Bareland,Water,Forest,Water,Non_Wetland,Cropland,Wetland,Water
699,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
700,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
701,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
702,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
