Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGT_M_R
1146,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1147,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1148,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
1149,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1150,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1151,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1152,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1153,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1154,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1155,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1156,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1157,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1158,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1159,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1160,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1161,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1162,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1163,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1164,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1165,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1166,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1167,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1168,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1169,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1170,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1171,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1172,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1173,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1174,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1175,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1176,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1177,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1178,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1179,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1180,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1181,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1182,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1183,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1184,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1185,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1186,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1187,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1188,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1189,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Water
1190,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1191,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1192,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1193,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1194,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1195,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1196,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1197,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1198,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1199,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1200,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1201,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1202,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1203,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1204,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1205,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1206,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1207,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1208,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1209,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1210,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1211,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1212,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1213,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1214,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1215,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1216,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1217,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1218,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1219,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1220,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1221,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1222,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1223,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1224,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1225,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1226,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
1227,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1228,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1229,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1230,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1231,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1232,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1233,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1234,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1235,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1236,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1237,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1238,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1239,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1240,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1241,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1242,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1243,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1244,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1245,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1246,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1247,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
1248,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1249,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1250,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1251,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1252,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1253,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
1254,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
1255,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1256,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
1257,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1258,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1259,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1260,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1261,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1262,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1263,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1264,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1265,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1266,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1267,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1268,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1269,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1270,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1271,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1272,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1273,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1274,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1275,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1276,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1277,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1278,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1279,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1280,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1281,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1282,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1283,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1284,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1285,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1286,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1287,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1288,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1289,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1290,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1291,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1292,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1293,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1294,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1295,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1296,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1297,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1298,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1299,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1300,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1301,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1302,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1303,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1304,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1305,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1306,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1307,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1308,NULL,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1309,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1310,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1311,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1312,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1313,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1314,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1315,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1372,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1373,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1374,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1375,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1376,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1377,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1378,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1379,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1380,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1381,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1382,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1383,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1384,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
1385,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1386,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1387,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1388,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1389,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1390,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1391,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1392,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1393,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1394,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1395,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1396,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1397,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
1398,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1399,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1400,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1401,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1402,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1403,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1404,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1405,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1406,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1407,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1408,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1409,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1410,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1411,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1412,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1413,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1414,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1415,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1416,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1417,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1418,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1419,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1420,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1421,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1422,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1423,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1424,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1425,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1426,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1427,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1428,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1429,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1430,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1431,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1432,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1433,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1434,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1435,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1436,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1437,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
1438,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1439,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1440,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1441,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1442,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1443,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1444,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1445,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1446,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1447,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1448,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1449,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1450,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1451,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1452,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1453,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1454,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1455,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1456,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1457,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1458,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1459,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1460,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1461,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1462,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1463,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1464,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1465,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
