Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUT_M_R
432,NULL,Water,Wetland,Non_Water,Wetland,Bareland
433,NULL,Water,Wetland,Non_Water,Wetland,Water
434,NULL,Water,Wetland,Non_Water,Wetland,Forest
435,NULL,Water,Wetland,Water,Wetland,Grassland
436,NULL,Water,Wetland,Water,Wetland,Cropland
437,NULL,Water,Wetland,Water,Wetland,Bareland
438,NULL,Water,Wetland,Water,Wetland,Water
439,NULL,Water,Wetland,Water,Wetland,Forest
440,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
441,NULL,Water,Bareland,NULL,Non_Wetland,Water
442,NULL,Water,Bareland,NULL,Non_Wetland,Forest
443,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
444,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
445,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
446,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
447,NULL,Water,Bareland,Water,Non_Wetland,Grassland
448,NULL,Water,Bareland,Water,Non_Wetland,Bareland
449,NULL,Water,Bareland,Water,Non_Wetland,Water
450,NULL,Water,Bareland,Water,Non_Wetland,Forest
451,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
452,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
453,NULL,Water,Built-up,NULL,Non_Wetland,Water
454,NULL,Water,Built-up,NULL,Non_Wetland,Forest
455,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
456,NULL,Water,Built-up,Non_Water,Non_Wetland,Cropland
457,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
458,NULL,Water,Built-up,Water,Non_Wetland,Cropland
459,NULL,Water,Built-up,Water,Non_Wetland,Bareland
460,NULL,Water,Built-up,Water,Non_Wetland,Water
461,NULL,Water,Water,NULL,Water,Grassland
462,NULL,Water,Water,NULL,Water,Bareland
463,NULL,Water,Water,NULL,Water,Water
464,NULL,Water,Water,NULL,Water,Forest
465,NULL,Water,Water,Non_Water,Water,Grassland
466,NULL,Water,Water,Non_Water,Water,Bareland
467,NULL,Water,Water,Non_Water,Water,Water
468,NULL,Water,Water,Non_Water,Water,Forest
469,NULL,Water,Water,Water,Water,Grassland
470,NULL,Water,Water,Water,Water,Bareland
471,NULL,Water,Water,Water,Water,Water
472,NULL,Water,Water,Water,Water,Forest
473,NULL,Water,Forest,NULL,Non_Wetland,Grassland
474,NULL,Water,Forest,NULL,Non_Wetland,Cropland
475,NULL,Water,Forest,NULL,Non_Wetland,Bareland
476,NULL,Water,Forest,NULL,Non_Wetland,Built-up
477,NULL,Water,Forest,NULL,Non_Wetland,Water
478,NULL,Water,Forest,NULL,Non_Wetland,Forest
479,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
480,NULL,Water,Forest,Non_Water,Non_Wetland,Cropland
481,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
482,NULL,Water,Forest,Non_Water,Non_Wetland,Water
483,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
484,NULL,Water,Forest,Water,Non_Wetland,Grassland
485,NULL,Water,Forest,Water,Non_Wetland,Bareland
486,NULL,Water,Forest,Water,Non_Wetland,Water
487,NULL,Water,Forest,Water,Non_Wetland,Forest
488,NULL,Forest,NULL,NULL,Non_Wetland,Forest
489,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
490,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
491,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
492,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
493,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
494,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
495,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
496,NULL,Forest,Shrubland,Water,Non_Wetland,Water
497,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
498,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
499,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
500,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
501,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
502,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
503,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
504,NULL,Forest,Grassland,Water,Non_Wetland,Forest
505,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
506,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
507,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
508,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
509,NULL,Forest,Cropland,NULL,Non_Wetland,Water
510,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
511,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
512,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
513,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
514,NULL,Forest,Cropland,Water,Non_Wetland,Bareland
515,NULL,Forest,Cropland,Water,Non_Wetland,Water
516,NULL,Forest,Cropland,Water,Non_Wetland,Forest
517,NULL,Forest,Wetland,NULL,Wetland,Forest
518,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
519,NULL,Forest,Wetland,Non_Water,Wetland,Water
520,NULL,Forest,Wetland,Non_Water,Wetland,Forest
521,NULL,Forest,Wetland,Water,Wetland,Grassland
522,NULL,Forest,Wetland,Water,Wetland,Water
523,NULL,Forest,Wetland,Water,Wetland,Forest
524,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
525,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
526,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
527,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
528,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
529,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
530,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
531,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
532,NULL,Forest,Bareland,Water,Non_Wetland,Water
533,NULL,Forest,Bareland,Water,Non_Wetland,Forest
534,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
535,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
536,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
537,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
538,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
539,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
540,NULL,Forest,Water,NULL,Water,Forest
541,NULL,Forest,Water,Non_Water,Water,Forest
542,NULL,Forest,Water,Water,Water,Water
543,NULL,Forest,Water,Water,Water,Forest
544,NULL,Forest,Forest,NULL,Non_Wetland,NULL
545,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
546,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
547,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
548,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
549,NULL,Forest,Forest,NULL,Non_Wetland,Water
550,NULL,Forest,Forest,NULL,Non_Wetland,Forest
551,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
552,NULL,Forest,Forest,Non_Water,Non_Wetland,Built-up
553,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
554,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
555,NULL,Forest,Forest,Water,Non_Wetland,Forest
556,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
557,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
562,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
563,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
564,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
565,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
566,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
567,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
568,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
569,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
570,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
571,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
572,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
573,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
574,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
575,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
576,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
577,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
578,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
579,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
580,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
581,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
582,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
583,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
584,Grassland,NULL,Cropland,Water,Non_Wetland,Water
585,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
586,Grassland,NULL,Wetland,Non_Water,Wetland,Water
587,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
588,Grassland,NULL,Wetland,Water,Wetland,Grassland
589,Grassland,NULL,Wetland,Water,Wetland,Water
590,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
591,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
592,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
593,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
594,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
595,Grassland,NULL,Water,NULL,Water,Grassland
596,Grassland,NULL,Water,NULL,Water,Wetland
597,Grassland,NULL,Water,Non_Water,Water,Grassland
598,Grassland,NULL,Water,Water,Water,Grassland
599,Grassland,NULL,Water,Water,Water,Wetland
600,Grassland,NULL,Water,Water,Water,Water
601,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
602,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
603,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
604,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
605,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
606,Grassland,NULL,Forest,NULL,Non_Wetland,Water
607,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
608,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
609,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
610,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
611,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
612,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
613,Grassland,NULL,Forest,Water,Non_Wetland,Water
614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
617,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
618,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
619,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
620,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
621,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
622,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
623,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
624,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
625,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
626,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
627,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
628,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
629,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
630,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water
631,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
632,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
633,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
634,Grassland,Cropland,Wetland,Non_Water,Wetland,Water
635,Grassland,Cropland,Wetland,Water,Wetland,Grassland
636,Grassland,Cropland,Wetland,Water,Wetland,Water
637,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
638,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
639,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
640,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
641,Grassland,Cropland,Water,Water,Water,Grassland
642,Grassland,Cropland,Water,Water,Water,Water
643,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
644,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
645,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
646,Grassland,Cropland,Forest,NULL,Non_Wetland,Water
647,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
648,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
649,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
650,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
651,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
652,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
653,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
654,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
655,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
656,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
657,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
658,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
659,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
660,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
661,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
662,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
663,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
664,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
665,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
666,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
667,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
668,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
669,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
670,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland
671,Grassland,Water,Cropland,Water,Non_Wetland,Water
672,Grassland,Water,Water,NULL,Water,Forest
673,Grassland,Water,Water,Water,Water,Grassland
674,Grassland,Water,Water,Water,Water,Water
675,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
676,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
677,Grassland,Water,Forest,NULL,Non_Wetland,Forest
678,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
679,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
680,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
681,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
682,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
683,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
684,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
685,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
686,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
687,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
688,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
689,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
690,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
691,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
692,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
693,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
694,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
695,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
696,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
697,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
698,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
699,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
700,Grassland,Forest,Forest,Water,Non_Wetland,Forest
701,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
702,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
703,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
704,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
705,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
706,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
707,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
708,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
709,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
710,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
711,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
712,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
713,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
714,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
715,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
716,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
717,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
718,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
719,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
720,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
721,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
722,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
723,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
724,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
725,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
726,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
727,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
728,Cropland,NULL,Grassland,Water,Non_Wetland,Water
729,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
730,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
731,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
732,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
733,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
734,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
735,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
736,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
737,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
738,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
739,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
740,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
741,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
742,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
743,Cropland,NULL,Cropland,Water,Non_Wetland,Water
744,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
745,Cropland,NULL,Wetland,NULL,Wetland,Grassland
746,Cropland,NULL,Wetland,NULL,Wetland,Forest
747,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
748,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
749,Cropland,NULL,Wetland,Non_Water,Wetland,Water
750,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
751,Cropland,NULL,Wetland,Water,Wetland,Grassland
752,Cropland,NULL,Wetland,Water,Wetland,Cropland
753,Cropland,NULL,Wetland,Water,Wetland,Bareland
754,Cropland,NULL,Wetland,Water,Wetland,Water
755,Cropland,NULL,Wetland,Water,Wetland,Forest
756,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
757,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
758,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
759,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
760,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
761,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
762,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
763,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
764,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
765,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
766,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
767,Cropland,NULL,Bareland,Water,Non_Wetland,Water
768,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
769,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
770,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
771,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
772,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
773,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
774,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water
775,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
776,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
777,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
778,Cropland,NULL,Built-up,Water,Non_Wetland,Water
779,Cropland,NULL,Water,Non_Water,Water,Grassland
780,Cropland,NULL,Water,Non_Water,Water,Bareland
781,Cropland,NULL,Water,Non_Water,Water,Water
782,Cropland,NULL,Water,Non_Water,Water,Forest
783,Cropland,NULL,Water,Water,Water,Grassland
784,Cropland,NULL,Water,Water,Water,Wetland
785,Cropland,NULL,Water,Water,Water,Bareland
786,Cropland,NULL,Water,Water,Water,Water
787,Cropland,NULL,Water,Water,Water,Forest
788,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
789,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
790,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
791,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
792,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
793,Cropland,NULL,Forest,NULL,Non_Wetland,Water
794,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
795,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
796,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
797,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
798,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
799,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
800,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
801,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
802,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
803,Cropland,NULL,Forest,Water,Non_Wetland,Water
804,Cropland,NULL,Forest,Water,Non_Wetland,Forest
805,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
806,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
807,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
808,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
809,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
810,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
811,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
812,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
813,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
814,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
815,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
816,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
817,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
818,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
819,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
820,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
821,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
822,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
823,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
824,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
825,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
826,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
827,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
828,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
829,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
830,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
831,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
832,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
833,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
834,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
835,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
836,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
837,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
838,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
845,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
846,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
847,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
848,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
849,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
850,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
851,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
852,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
853,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
854,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
855,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
856,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
857,Cropland,Cropland,Wetland,NULL,Wetland,Water
858,Cropland,Cropland,Wetland,NULL,Wetland,Forest
859,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
860,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
861,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
862,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
863,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
864,Cropland,Cropland,Wetland,Water,Wetland,Grassland
865,Cropland,Cropland,Wetland,Water,Wetland,Cropland
866,Cropland,Cropland,Wetland,Water,Wetland,Bareland
