Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZC_M_R
354,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
355,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
356,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
357,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
358,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
359,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
361,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
362,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
363,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
364,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
365,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
366,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
367,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
368,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
369,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
370,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
371,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
372,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
373,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
374,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
375,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
376,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
377,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
378,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
379,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
380,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
381,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
382,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
383,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
384,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
385,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
386,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
387,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
388,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
389,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
391,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
392,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
393,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
394,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
395,Water,Water,Water,NULL,Water,NULL,NULL,Water
396,Water,Water,Water,NULL,Water,NULL,NULL,Forest
397,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
398,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
399,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
400,Water,Water,Water,Water,Water,NULL,NULL,Grassland
401,Water,Water,Water,Water,Water,NULL,NULL,Water
402,Water,Water,Water,Water,Water,NULL,NULL,Forest
403,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
404,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
405,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
406,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
408,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
409,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
410,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
411,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
412,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
413,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
414,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
416,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
418,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
419,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
420,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
421,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
422,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
423,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
424,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
425,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
426,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
427,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
428,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
429,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
430,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
431,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
432,Water,Forest,Water,NULL,Water,NULL,NULL,Water
433,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
434,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
435,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
436,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
437,Water,Forest,Water,Water,Water,NULL,NULL,Water
438,Water,Forest,Water,Water,Water,NULL,NULL,Forest
439,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
440,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
441,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
442,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
444,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
445,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
446,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
447,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
448,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
449,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
450,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
452,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
454,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
455,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
456,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
458,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
460,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
461,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
462,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
463,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
464,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
465,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
466,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
467,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
468,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
469,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
470,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
471,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
474,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
475,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
476,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
477,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
478,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
479,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
480,Forest,NULL,Water,Water,Water,NULL,NULL,Water
481,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
482,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
483,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
484,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
485,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
487,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
488,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
489,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
490,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
491,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
492,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
493,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
495,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
497,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
498,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
499,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
500,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
501,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
502,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
503,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
504,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
505,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
506,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
507,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
508,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
509,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
510,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
511,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
512,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
513,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
514,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
515,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
517,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
518,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
519,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
520,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
521,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
522,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
523,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
524,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
525,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
526,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
527,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
528,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
529,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
530,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
532,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
533,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
534,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
535,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
536,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
537,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
539,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
540,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
541,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
542,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
543,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
544,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
545,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
546,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
547,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
549,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
550,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
551,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
552,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
553,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
555,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
556,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
558,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
559,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
560,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
561,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
562,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
564,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
565,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
566,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
567,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
568,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
569,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
570,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
571,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
572,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
573,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
574,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
575,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
576,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
577,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
578,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
579,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
580,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
581,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
582,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
583,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
584,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
585,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
586,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
587,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
588,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
589,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
590,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
591,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
592,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
593,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
595,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
596,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
598,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
599,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
600,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
601,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
602,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
603,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
604,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
606,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
608,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
609,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
610,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
611,Forest,Water,Water,NULL,Water,NULL,NULL,Water
612,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
613,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
614,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
615,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
616,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
617,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
618,Forest,Water,Water,Water,Water,NULL,NULL,Water
619,Forest,Water,Water,Water,Water,NULL,NULL,Forest
620,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
621,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
622,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
623,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
624,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
625,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
626,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
627,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
628,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
629,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
630,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
631,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
632,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
633,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
635,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
636,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
637,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
638,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
639,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
640,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
642,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
643,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
644,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
646,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
647,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
648,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
649,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
650,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
651,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
653,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
654,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
656,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
657,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
658,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
659,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
660,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
662,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
663,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
665,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
666,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
667,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
668,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
669,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
670,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
671,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
672,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
673,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
674,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
675,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
676,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
677,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
678,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
679,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
680,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
681,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
682,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
683,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
684,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
686,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
687,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
688,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
690,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
691,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
692,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
693,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
694,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
695,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
696,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
697,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
698,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
699,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
700,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
701,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
702,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
703,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
704,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
705,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
706,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
707,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
708,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
709,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
710,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
711,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
712,Forest,Forest,Water,Water,Water,NULL,NULL,Water
713,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
714,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
715,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
716,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
717,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
