Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHV_M_R
12652,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12653,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12654,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
12655,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12656,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12657,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
12658,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
12659,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12660,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12661,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
12662,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12663,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12664,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12665,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
12666,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12667,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
12668,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12669,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
12670,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12671,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
12672,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
12673,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12674,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Cropland
12675,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12676,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
12677,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12678,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
12679,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
12680,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
12681,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12682,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
12683,Water,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
12684,Water,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
12685,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12686,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
12687,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
12688,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
12689,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
12690,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
12691,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
12692,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
12693,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
12694,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12695,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
12696,Water,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Grassland
12697,Water,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Water
12698,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Cropland
12699,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Water
12700,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
12701,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
12702,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
12703,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
12704,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
12705,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
12706,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
12707,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
12708,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
12709,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12710,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
12711,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Forest
12712,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
12713,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
12714,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
12715,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12716,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
12717,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
12718,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
12719,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
12720,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
12721,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12722,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
12723,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
12724,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12725,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12726,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12727,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12728,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
12729,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12730,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
12731,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
12732,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12733,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
12734,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12735,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
12736,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
12737,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
12738,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
12739,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
12740,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
12741,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
12742,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12743,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
12744,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
12745,Water,NULL,Wetland,Water,Wetland,NULL,Built-up,Water
12746,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
12747,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
12748,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
12749,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
12750,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
12751,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
12752,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
12753,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
12754,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
12755,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12756,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
12757,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12758,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
12759,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12760,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12761,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
12762,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
12763,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
12764,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
12765,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
12766,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12767,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
12768,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Water
12769,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
12770,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
12771,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
12772,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
12773,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
12774,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
12775,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
12776,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
12777,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
12778,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
12779,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
12780,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
12781,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12782,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
12783,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12784,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
12785,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
12786,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12787,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
12788,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
12789,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
12790,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
12791,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
12792,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
12793,Water,NULL,Bareland,Water,Non_Wetland,NULL,Built-up,Water
12794,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
12795,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
12796,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
12797,Water,NULL,Bareland,Water,Non_Wetland,Cropland,Water,Grassland
12798,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
12799,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
12800,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
12801,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
12802,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Cropland
12803,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Bareland
12804,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
12805,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Forest
12806,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
12807,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
12808,Water,NULL,Bareland,Water,Non_Wetland,Water,Built-up,Cropland
12809,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
12810,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
12811,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12812,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
12813,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
12814,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12815,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
12816,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12817,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12818,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
12819,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12820,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
12821,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
12822,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
12823,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
12824,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
12825,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
12826,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
12827,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
12828,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
12829,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
12830,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
12831,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12832,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12833,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12834,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12835,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12836,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12837,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12838,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12839,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12840,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12841,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
12842,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
12843,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
12844,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
12845,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
12846,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12847,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12848,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12849,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
12850,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12851,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
12852,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
12853,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
12854,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
12855,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
12856,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
12857,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12858,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
12859,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
12860,Water,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
12861,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
12862,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
12863,Water,NULL,Built-up,Water,Non_Wetland,Cropland,NULL,Water
12864,Water,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
12865,Water,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
12866,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
12867,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
12868,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
12869,Water,NULL,Water,NULL,Water,NULL,NULL,Water
12870,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
12871,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
12872,Water,NULL,Water,NULL,Water,NULL,Grassland,Cropland
12873,Water,NULL,Water,NULL,Water,NULL,Grassland,Bareland
12874,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
12875,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
12876,Water,NULL,Water,NULL,Water,NULL,Built-up,Cropland
12877,Water,NULL,Water,NULL,Water,NULL,Built-up,Water
12878,Water,NULL,Water,NULL,Water,NULL,Built-up,Forest
12879,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
12880,Water,NULL,Water,NULL,Water,NULL,Water,Water
12881,Water,NULL,Water,NULL,Water,NULL,Water,Forest
12882,Water,NULL,Water,NULL,Water,Cropland,NULL,Grassland
12883,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
12884,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
12885,Water,NULL,Water,NULL,Water,Wetland,NULL,Forest
12886,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
12887,Water,NULL,Water,NULL,Water,Wetland,Water,Water
12888,Water,NULL,Water,NULL,Water,Bareland,Built-up,Water
12889,Water,NULL,Water,NULL,Water,Built-up,Built-up,Water
12890,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
12891,Water,NULL,Water,NULL,Water,Water,NULL,Water
12892,Water,NULL,Water,NULL,Water,Water,NULL,Forest
12893,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
12894,Water,NULL,Water,NULL,Water,Water,Wetland,Water
12895,Water,NULL,Water,NULL,Water,Water,Water,Grassland
12896,Water,NULL,Water,NULL,Water,Water,Water,Bareland
12897,Water,NULL,Water,NULL,Water,Water,Water,Water
12898,Water,NULL,Water,NULL,Water,Water,Water,Forest
12899,Water,NULL,Water,NULL,Water,Forest,NULL,Water
12900,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
12901,Water,NULL,Water,NULL,Water,Forest,Wetland,Cropland
12902,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
12903,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
12904,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
12905,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
12906,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Water
12907,Water,NULL,Water,Non_Water,Water,NULL,Built-up,Water
12908,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
12909,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
12910,Water,NULL,Water,Non_Water,Water,NULL,Water,Forest
12911,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Water
12912,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
12913,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
12914,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
12915,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
12916,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
12917,Water,NULL,Water,Non_Water,Water,Water,Water,Water
12918,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
12919,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
12920,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
12921,Water,NULL,Water,Water,Water,NULL,NULL,Water
12922,Water,NULL,Water,Water,Water,NULL,NULL,Forest
12923,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
12924,Water,NULL,Water,Water,Water,NULL,Grassland,Cropland
12925,Water,NULL,Water,Water,Water,NULL,Grassland,Wetland
12926,Water,NULL,Water,Water,Water,NULL,Grassland,Water
12927,Water,NULL,Water,Water,Water,NULL,Built-up,Water
12928,Water,NULL,Water,Water,Water,NULL,Water,Grassland
12929,Water,NULL,Water,Water,Water,NULL,Water,Cropland
12930,Water,NULL,Water,Water,Water,NULL,Water,Bareland
12931,Water,NULL,Water,Water,Water,NULL,Water,Water
12932,Water,NULL,Water,Water,Water,NULL,Water,Forest
12933,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
12934,Water,NULL,Water,Water,Water,Wetland,NULL,Forest
12935,Water,NULL,Water,Water,Water,Wetland,Wetland,Bareland
12936,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
12937,Water,NULL,Water,Water,Water,Wetland,Water,Forest
12938,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
12939,Water,NULL,Water,Water,Water,Bareland,Water,Water
12940,Water,NULL,Water,Water,Water,Built-up,NULL,Grassland
12941,Water,NULL,Water,Water,Water,Built-up,Water,Water
12942,Water,NULL,Water,Water,Water,Water,NULL,Grassland
12943,Water,NULL,Water,Water,Water,Water,NULL,Bareland
12944,Water,NULL,Water,Water,Water,Water,NULL,Water
12945,Water,NULL,Water,Water,Water,Water,NULL,Forest
12946,Water,NULL,Water,Water,Water,Water,Grassland,Water
12947,Water,NULL,Water,Water,Water,Water,Wetland,Water
12948,Water,NULL,Water,Water,Water,Water,Wetland,Forest
12949,Water,NULL,Water,Water,Water,Water,Built-up,Water
12950,Water,NULL,Water,Water,Water,Water,Water,Grassland
12951,Water,NULL,Water,Water,Water,Water,Water,Wetland
12952,Water,NULL,Water,Water,Water,Water,Water,Bareland
12953,Water,NULL,Water,Water,Water,Water,Water,Water
12954,Water,NULL,Water,Water,Water,Water,Water,Forest
12955,Water,NULL,Water,Water,Water,Forest,NULL,Forest
12956,Water,NULL,Water,Water,Water,Forest,Wetland,Water
12957,Water,NULL,Water,Water,Water,Forest,Forest,Forest
12958,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12959,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12960,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
12961,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12962,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12963,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12964,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12965,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12966,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12967,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12968,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
12969,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
12970,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12971,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12972,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12973,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12974,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12975,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
12976,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12977,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12978,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12979,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12980,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12981,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12982,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
12983,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12984,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12985,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12986,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12987,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
12988,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
12989,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
12990,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
12991,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
12992,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
12993,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
12994,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12995,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12996,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
12997,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12998,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12999,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
13000,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13001,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
13002,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
13003,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
13004,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
13005,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
13006,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13007,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
13008,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
13009,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
13010,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
13011,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
13012,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
13013,Water,NULL,Forest,Water,Non_Wetland,NULL,Built-up,Water
13014,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
13015,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
13016,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
13017,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
13018,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
13019,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
