Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQD_M_R
1771,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1772,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1773,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1774,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1775,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1776,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
1777,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1778,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1779,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
1780,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1781,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1782,Grassland,Wetland,Water,Water,Water,Water,Forest,Grassland
1783,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1784,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1785,Grassland,Water,Water,Water,Water,Water,Water,Wetland
1786,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1787,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1788,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1789,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1790,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1791,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1792,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1793,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1794,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1795,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1796,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1797,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1798,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1799,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1800,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1801,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1802,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1803,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1804,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1805,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1806,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1807,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1808,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1809,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1810,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1811,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1812,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1813,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1814,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1815,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1816,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1817,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1818,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1819,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1820,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1821,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1822,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1823,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1824,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1825,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1826,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1827,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1828,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1829,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1830,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1831,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1832,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1833,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1834,Cropland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1835,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1836,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1837,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1838,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1839,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1840,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1841,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1842,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1843,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1844,Cropland,NULL,Water,Water,Water,Water,Wetland,Grassland
1845,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
1846,Cropland,NULL,Water,Water,Water,Water,Forest,Grassland
1847,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1848,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1849,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1850,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1851,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1852,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1853,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1854,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1855,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1856,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1857,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1858,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1859,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1860,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1861,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1862,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1863,Cropland,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
1864,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1865,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1866,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1867,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1868,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1869,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1870,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1871,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1873,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1874,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1875,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1876,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1877,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1878,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1879,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1880,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1881,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1882,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1883,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1884,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1885,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1886,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1887,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1888,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1889,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1890,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1891,Cropland,Water,Water,Water,Water,Wetland,Water,Grassland
1892,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1893,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1894,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1895,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1896,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1897,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1898,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1899,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
1900,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1901,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1902,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1903,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1904,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1905,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1906,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1907,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1908,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1909,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1910,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1911,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1912,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1913,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1914,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1915,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1916,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1917,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1918,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1919,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1920,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1921,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1922,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1923,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1924,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1925,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1926,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1927,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1928,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1929,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1930,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1931,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1932,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1933,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1934,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1935,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1936,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1937,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1938,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1939,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1940,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1941,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1942,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1943,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1944,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1945,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1946,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1947,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1948,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1949,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1950,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1951,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1952,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1953,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1954,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1955,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1956,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1957,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1958,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1959,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1960,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1961,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1962,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1963,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1964,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1965,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1966,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1967,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1968,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1969,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1970,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1971,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1972,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1973,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1974,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1975,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1976,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1977,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1978,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1979,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1980,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1981,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1982,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1983,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1984,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1985,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1986,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1987,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1988,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1989,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1990,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1991,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1992,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1993,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1994,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1995,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1996,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1997,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1998,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1999,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2000,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2001,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2002,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2003,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2004,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2005,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2006,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2007,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2008,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2009,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2010,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2011,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2012,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2013,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2014,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2015,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2016,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2017,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2018,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
2019,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
2020,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2021,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2022,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2023,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2024,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2025,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2026,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2027,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2028,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2029,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2030,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2031,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2032,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2033,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2034,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2035,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2036,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2037,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2038,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2039,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2040,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2041,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2042,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2043,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2044,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2045,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2046,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
2047,Wetland,NULL,Water,NULL,Water,Wetland,Water,Forest
2048,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
2049,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
2050,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
2051,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
2052,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
2053,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2054,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2055,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2056,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
2057,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2058,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2059,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
2060,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
2061,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
2062,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2063,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
2064,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2065,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2066,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2067,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
2068,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
2069,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
2070,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
2071,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
2072,Wetland,NULL,Water,Water,Water,Water,Grassland,Grassland
2073,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
2074,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
2075,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
2076,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
2077,Wetland,NULL,Water,Water,Water,Water,Bareland,Grassland
2078,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
2079,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
2080,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
2081,Wetland,NULL,Water,Water,Water,Water,Water,Water
2082,Wetland,NULL,Water,Water,Water,Water,Water,Forest
2083,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2084,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2085,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2086,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2087,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2088,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2089,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2090,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2091,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2092,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2093,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2094,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2095,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2096,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2097,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2098,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2099,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2100,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2101,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
2102,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2103,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2104,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2105,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2106,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
