Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R
715,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
716,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
717,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
719,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
721,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
722,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
723,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
724,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
726,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
727,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
728,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
729,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
730,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
731,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
732,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
734,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
735,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
736,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
737,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
738,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
739,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
740,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
741,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
742,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
743,Forest,Forest,Water,Water,Water,NULL,NULL,Water
744,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
745,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
746,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
747,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
748,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
749,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
750,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
751,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
752,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
753,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
754,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
755,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
