Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLA_M_R
1002,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
1003,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
1004,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
1005,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
1006,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
1007,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
1008,Grassland,Forest,Water,Water,Water,Water,Water,Grassland
1009,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
1010,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1011,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1012,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1013,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1014,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1015,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1016,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1017,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1018,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1019,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1020,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1021,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1022,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1023,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1024,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1025,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1026,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1027,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1028,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1029,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1030,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1031,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1032,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1033,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1034,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1035,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1036,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1037,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1038,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1039,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1040,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1041,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1042,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1043,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1044,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1045,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1046,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1047,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1048,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1049,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1050,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1051,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1052,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1053,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1054,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1055,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1056,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1057,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1058,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1059,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1060,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1061,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1062,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1063,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1064,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1065,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1066,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1067,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1068,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1069,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1070,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1071,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1072,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1073,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1074,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1075,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1076,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1077,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1078,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1079,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1080,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1081,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1082,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1083,Cropland,NULL,Water,Water,Water,Wetland,Water,Grassland
1084,Cropland,NULL,Water,Water,Water,Wetland,Water,Wetland
1085,Cropland,NULL,Water,Water,Water,Wetland,Water,Water
1086,Cropland,NULL,Water,Water,Water,Water,Wetland,Grassland
1087,Cropland,NULL,Water,Water,Water,Water,Wetland,Wetland
1088,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
1089,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
1090,Cropland,NULL,Water,Water,Water,Water,Water,Water
1091,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1092,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1093,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1094,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1095,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1096,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1097,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1098,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1099,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1100,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1101,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1102,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1103,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1104,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1105,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1106,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1107,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1108,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1109,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1110,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1111,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1112,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1113,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1114,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1115,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1116,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1117,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1118,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1119,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1120,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1121,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1122,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1123,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1124,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1125,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1126,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1127,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1128,Cropland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1129,Cropland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1130,Cropland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1131,Cropland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1132,Cropland,Wetland,Water,Water,Water,Water,Water,Wetland
1133,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1134,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1135,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1136,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1137,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1138,Cropland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1139,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1140,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1141,Cropland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1142,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1143,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1144,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1145,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1146,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1147,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1148,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1149,Cropland,Forest,Water,Water,Water,Wetland,Water,Water
1150,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1151,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1152,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1153,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1154,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1155,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1156,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1157,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1158,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1159,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1160,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1161,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1162,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1163,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1164,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1165,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1166,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1167,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1168,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1169,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1170,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1171,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1172,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1173,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1174,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1175,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1176,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1177,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1178,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1179,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1180,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1181,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1182,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1183,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1184,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1185,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1186,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1187,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1188,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1189,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1190,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1191,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1192,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1193,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1194,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1195,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1196,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1197,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1198,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1199,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1200,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1201,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1202,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1203,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1204,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1205,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1206,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1207,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1208,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1209,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1210,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1211,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1212,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1213,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1214,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1215,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1216,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1217,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1218,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1219,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1220,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1221,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1222,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1223,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1224,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1225,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1226,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1227,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1228,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1229,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1230,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1231,Wetland,NULL,Water,Water,Water,Water,Water,Water
1232,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1233,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1234,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1235,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1236,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1237,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1238,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1239,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1240,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1241,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1242,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1243,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1244,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1245,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1246,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1247,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1248,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1249,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1250,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1251,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1252,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1253,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1254,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1255,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1256,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1257,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1258,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1259,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1260,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1261,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1262,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1263,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1264,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1265,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1266,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1267,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1268,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1269,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1270,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1271,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1272,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1273,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1274,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1275,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1276,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1277,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1278,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1279,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1280,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1281,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1282,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1283,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1284,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1285,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1286,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1287,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1288,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1289,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1290,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1291,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1292,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1293,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1294,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1295,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1296,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1297,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1298,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1299,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1300,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1301,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1302,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1303,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1304,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1305,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1306,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1307,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1308,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1309,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1310,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1311,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
1312,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1313,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1314,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1315,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1316,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1317,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1318,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1319,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1320,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1321,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1322,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
1323,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1324,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1325,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1326,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1327,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1328,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1329,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1330,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1331,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1332,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1333,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1334,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1335,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1336,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1337,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1338,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1339,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1340,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1341,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
