Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCV_M_R
335,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
336,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
337,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
338,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
339,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
340,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
341,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
342,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
343,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
344,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
345,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
346,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
347,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
348,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
349,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
350,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
351,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
352,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
353,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
354,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
355,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
356,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
357,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
358,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
359,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
360,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
361,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
362,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
363,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
364,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
365,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
366,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
367,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
368,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
369,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
370,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
371,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
372,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
373,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
374,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
375,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
376,Cropland,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
377,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
378,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
379,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
380,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
381,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
382,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
383,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
384,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
385,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
386,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
387,Cropland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
388,Cropland,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
389,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
390,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
392,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
393,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
394,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
395,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
396,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
397,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
398,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
399,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
400,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
401,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
402,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
403,Wetland,NULL,Water,Water,Water,Water,Water,Water
404,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
405,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
406,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
407,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
408,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
409,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
410,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
411,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
412,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
413,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
414,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
415,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
416,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
417,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
418,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
419,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
420,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
421,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
422,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
423,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
424,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
425,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
426,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
427,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
428,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
429,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
430,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
431,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
432,Wetland,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
433,Wetland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
434,Wetland,Water,Water,NULL,Water,NULL,Water,Forest
435,Wetland,Water,Water,Non_Water,Water,NULL,Water,Forest
436,Wetland,Water,Water,Water,Water,NULL,Water,Water
437,Wetland,Water,Water,Water,Water,NULL,Water,Forest
438,Wetland,Water,Water,Water,Water,Grassland,Water,Forest
439,Wetland,Water,Water,Water,Water,Water,Water,Water
440,Wetland,Water,Water,Water,Water,Forest,Water,Water
441,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
442,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
443,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
444,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
445,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
446,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
447,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
448,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
449,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
450,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
451,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
452,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
453,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
454,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
455,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
456,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
457,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
458,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
459,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
460,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
461,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
462,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
463,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
464,Bareland,NULL,Water,Water,Water,Grassland,Wetland,Bareland
465,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
466,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Water,Bareland
467,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
468,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
469,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Water
470,Bareland,Cropland,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
471,Bareland,Cropland,Built-up,Water,Non_Wetland,Wetland,Water,Water
472,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
473,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
474,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
475,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
476,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
477,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
478,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
479,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
480,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland,NULL,Water
481,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
482,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
483,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
484,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
485,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,NULL,Bareland
486,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
487,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Water
488,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Forest
489,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
490,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
491,Bareland,Bareland,Wetland,NULL,Wetland,Cropland,NULL,Water
492,Bareland,Bareland,Wetland,NULL,Wetland,Cropland,Wetland,Water
493,Bareland,Bareland,Wetland,NULL,Wetland,Cropland,Water,Water
494,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,NULL,Water
495,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
496,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
497,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
498,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
499,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
500,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
501,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
502,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Water
503,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
504,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
505,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
506,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
507,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
508,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
509,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Bareland
510,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
511,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
512,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Forest
513,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
514,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
515,Bareland,Bareland,Wetland,Water,Wetland,Cropland,NULL,Water
516,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
517,Bareland,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
518,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
519,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
520,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
521,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
522,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
523,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
524,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
525,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
526,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
527,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
528,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
529,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
530,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
531,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
532,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
533,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Water
534,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
535,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
536,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,NULL,Water
537,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Water
538,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,NULL,Grassland
539,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,NULL,Water
540,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,Water,Water
541,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
542,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Water
543,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,NULL,Water
544,Bareland,Bareland,Water,NULL,Water,Cropland,Water,Water
545,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
546,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
547,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
548,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Water
549,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
550,Bareland,Bareland,Water,Water,Water,Water,Water,Water
551,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
552,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
553,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
554,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
555,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
556,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
557,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
558,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
559,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
560,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
561,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
562,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
563,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
564,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
565,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
566,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
567,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
568,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
569,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
570,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
571,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
572,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
573,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
574,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
575,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
576,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
577,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
578,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
579,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
580,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
581,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
582,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
583,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
584,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
585,Bareland,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
586,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
587,Bareland,Water,Water,NULL,Water,Water,Water,Water
588,Bareland,Water,Water,Water,Water,Wetland,Water,Water
589,Bareland,Water,Water,Water,Water,Water,Water,Water
590,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
591,Bareland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
592,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
593,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
594,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
595,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
596,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
597,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
598,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
599,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
600,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
601,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
602,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
603,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
604,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
605,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
606,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
607,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
608,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
609,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
610,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
611,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
612,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
613,Water,Bareland,Water,Water,Water,Water,Water,Water
614,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
615,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
616,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
617,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
618,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
619,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
620,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
621,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
622,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
623,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
624,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
625,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
626,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
627,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
628,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
629,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
630,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
631,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
632,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
633,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
634,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
635,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
636,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
637,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
638,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
639,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
640,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
641,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
642,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
643,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
644,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
645,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
646,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
647,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
648,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
649,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
650,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
651,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
652,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
653,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
654,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
655,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
656,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
657,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
658,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
659,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
660,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
661,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
662,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
663,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
664,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
665,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
666,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
667,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
668,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
669,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
670,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
671,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
672,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
673,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
674,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
675,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
676,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
677,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
678,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
679,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
680,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
681,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
682,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
683,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
684,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
685,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
686,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
687,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
688,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
689,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
690,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
691,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
692,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
693,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
694,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
695,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
696,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
697,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
698,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
699,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
700,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
701,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
702,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
703,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
