Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMK_M_R
681,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
682,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
683,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
684,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
685,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
686,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
687,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
688,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
689,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
690,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
691,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
692,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
693,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Water
694,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
695,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Forest
696,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
697,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
698,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
699,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
700,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
701,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
702,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
703,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
704,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
705,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Grassland
706,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
707,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
708,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
709,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
710,Bareland,Bareland,Water,Water,Water,Bareland,Water,Forest
711,Bareland,Bareland,Water,Water,Water,Water,Water,Water
712,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
713,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
714,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
715,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
716,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
717,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
718,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
719,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
720,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
721,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
722,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Water
723,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
724,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
725,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
726,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
727,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
728,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
729,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
730,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
731,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
732,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Forest
733,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
734,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
735,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
736,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
737,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
738,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
739,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
740,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
741,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
742,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
743,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
744,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
745,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
746,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
747,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
748,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
749,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
750,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
751,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
752,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
753,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
754,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
755,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
756,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
757,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
758,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
759,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
760,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
761,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
762,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
763,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
764,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
765,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
766,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
767,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
768,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
769,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
770,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
771,Bareland,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
772,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
773,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Water
774,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
775,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
776,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
777,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
778,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
779,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
780,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
781,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
782,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
783,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
784,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
785,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
786,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
787,Bareland,Water,Water,NULL,Water,Bareland,Forest,Grassland
788,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
789,Bareland,Water,Water,NULL,Water,Water,Water,Water
790,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
791,Bareland,Water,Water,Water,Water,NULL,Water,Water
792,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
793,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
794,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
795,Bareland,Water,Water,Water,Water,Bareland,Bareland,Forest
796,Bareland,Water,Water,Water,Water,Bareland,Water,Water
797,Bareland,Water,Water,Water,Water,Water,Wetland,Water
798,Bareland,Water,Water,Water,Water,Water,Bareland,Bareland
799,Bareland,Water,Water,Water,Water,Water,Bareland,Water
800,Bareland,Water,Water,Water,Water,Water,Water,Water
801,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
802,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
803,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
804,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
805,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
806,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
807,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
808,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
809,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
810,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
811,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
812,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
813,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
814,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
815,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
816,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
817,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
818,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
819,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
820,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
821,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
822,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
823,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
824,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
825,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
826,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
827,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
828,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
829,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
830,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
831,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
832,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
833,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
834,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
835,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
836,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
837,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
838,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
839,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
840,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
841,Bareland,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
842,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
843,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
844,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
845,Bareland,Forest,Water,Non_Water,Water,Grassland,Water,Water
846,Bareland,Forest,Water,Non_Water,Water,Bareland,Bareland,Bareland
847,Bareland,Forest,Water,Water,Water,Grassland,Wetland,Water
848,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Bareland
849,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
850,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
851,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
852,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
853,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
854,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
855,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
856,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
857,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
858,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
859,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
860,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
861,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
862,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
863,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
864,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
865,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
866,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
867,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
868,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
869,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
870,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
871,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
872,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
873,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
874,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
875,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
876,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
877,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
878,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
879,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
880,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
881,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
882,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
883,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
884,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
885,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
886,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
887,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
888,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
889,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
890,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
891,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
892,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
893,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
894,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
895,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
896,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
897,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
898,Water,NULL,Water,NULL,Water,NULL,NULL,Water
899,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
900,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
901,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
902,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
903,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
904,Water,NULL,Water,NULL,Water,Forest,Forest,Grassland
905,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
906,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
907,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
908,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
909,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
910,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
911,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
912,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
913,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
914,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
915,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
916,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
917,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
918,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
919,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
920,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
921,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
922,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
923,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
924,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
925,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
926,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
927,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
928,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
929,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
930,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
931,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
932,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
933,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
934,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
935,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
936,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
937,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
938,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
939,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
940,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
941,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
942,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
943,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
944,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
945,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
946,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
947,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
948,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
949,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
950,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
951,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
952,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
953,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
954,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
955,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
956,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
957,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
958,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
959,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
960,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
961,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
962,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
963,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
964,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
965,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
966,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
967,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
968,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
969,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
970,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
971,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Water
972,Water,Wetland,Water,NULL,Water,Water,Bareland,Water
973,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
974,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
975,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
976,Water,Wetland,Water,Water,Water,Grassland,Bareland,Grassland
977,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
978,Water,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
979,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
980,Water,Wetland,Water,Water,Water,Water,Bareland,NULL
981,Water,Wetland,Water,Water,Water,Water,Bareland,Bareland
982,Water,Wetland,Water,Water,Water,Water,Bareland,Water
983,Water,Wetland,Water,Water,Water,Water,Bareland,Forest
984,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
985,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
986,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
987,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
988,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
989,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
990,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
991,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
992,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,NULL
993,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
994,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
995,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
996,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
997,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
998,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
999,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1000,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1001,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1002,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1003,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1004,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
1005,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1006,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1007,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1008,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1009,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1010,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1011,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
1012,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1013,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1014,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1015,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1016,Water,Bareland,Water,Water,Water,Bareland,Water,Water
1017,Water,Bareland,Water,Water,Water,Bareland,Water,Forest
1018,Water,Bareland,Water,Water,Water,Water,Water,Water
1019,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1020,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1021,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1022,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1023,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1024,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1025,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1026,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1027,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1028,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
1029,Water,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
1030,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1031,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1032,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1033,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1034,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1035,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1036,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1037,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
