Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R
829,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
830,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
831,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
832,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
833,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
834,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
835,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
836,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
837,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
838,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
839,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
840,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
841,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
842,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
843,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
844,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
845,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
846,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
847,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
848,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
849,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
850,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
851,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
852,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
853,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
854,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
855,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
856,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
857,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
858,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
859,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
860,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
861,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
862,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
863,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
864,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
865,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
866,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
867,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
868,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
869,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
870,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
875,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
876,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
877,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
878,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
879,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
880,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
881,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
882,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
883,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
884,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
885,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
886,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
887,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
888,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
889,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
890,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
891,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
892,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
893,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
894,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
895,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
896,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
897,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
898,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
899,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
900,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
901,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
902,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
903,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
904,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
905,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
906,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
907,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
908,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
909,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
910,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
911,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
912,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
913,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
914,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
915,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
916,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
917,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
918,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
919,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
920,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
921,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
922,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
923,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
924,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
925,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
926,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
927,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
928,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
929,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
930,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
931,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
932,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
933,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
934,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
935,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
936,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
937,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
938,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
939,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
940,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
941,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
942,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
943,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
944,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
945,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
946,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
947,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
948,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
949,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
950,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
951,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
952,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
953,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
954,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
955,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
956,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
957,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
958,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
959,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
960,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
961,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
962,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
963,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
964,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
965,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
966,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
967,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
968,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
969,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
970,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
971,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
972,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
973,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
974,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
975,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
976,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
977,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
978,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
979,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
980,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
981,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
982,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
983,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
984,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
985,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
986,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
987,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
988,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
989,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
990,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
991,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
992,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
993,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
994,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
995,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
996,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
997,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
998,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
999,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1000,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1001,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1002,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1003,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1004,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1005,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1006,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1007,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1008,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1009,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1010,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
1011,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
1012,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1013,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1014,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1015,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1016,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1017,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1018,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1019,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1020,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1021,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1022,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1023,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1024,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1025,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1026,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1027,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1028,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1029,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1030,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1031,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1032,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
1033,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1034,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1035,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
1036,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1037,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1038,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1039,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1040,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1041,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1042,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1043,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1044,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1045,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1046,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1047,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1048,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1049,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1050,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1051,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1052,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1053,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1054,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1055,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1056,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1057,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1058,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1059,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1060,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1061,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1062,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1063,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1064,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1065,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1066,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1067,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1068,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1069,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1070,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1071,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1072,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1073,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1074,Grassland,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
1075,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1076,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1077,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1078,Grassland,NULL,Water,NULL,Water,Wetland,Water,Forest
1079,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1080,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1081,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1082,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1083,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1084,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1085,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1086,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
1087,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Bareland
1088,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Forest
1089,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1090,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1091,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1092,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
1093,Grassland,NULL,Water,Water,Water,Water,Water,Water
1094,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1095,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1096,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1097,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1098,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1099,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1100,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1101,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1102,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1103,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1104,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1105,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1106,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1107,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1108,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1109,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1110,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1111,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1112,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1113,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1114,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1115,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1116,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1117,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1118,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1119,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1120,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1121,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1122,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1123,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1124,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1125,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1126,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1127,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1128,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1129,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1130,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1131,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1132,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1133,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1134,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
1135,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1136,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1137,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1138,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1139,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1140,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1141,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1142,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1143,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1144,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1145,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1146,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1147,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1148,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1149,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1150,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1151,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1152,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1153,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1154,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
