Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVJ_M_R
849,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
850,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
851,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
852,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
853,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
854,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
855,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
856,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
857,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
858,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
859,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
860,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
861,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
862,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
863,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
864,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
865,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
866,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
867,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
868,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
869,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
870,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
871,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
872,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
873,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
874,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
875,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
876,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
877,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
878,NULL,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
879,NULL,Cropland,Water,NULL,Water,Water,Grassland,Wetland
880,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
881,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
882,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
883,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
884,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
885,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
886,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
887,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
888,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
889,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
890,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
891,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
892,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
893,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
894,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
895,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
896,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
897,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
898,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
899,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
900,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
901,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
902,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
903,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
904,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
905,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
906,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
907,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
908,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
909,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
910,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
911,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
912,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
913,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
914,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
915,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
916,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
917,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
918,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
919,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
920,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
921,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
922,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
923,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
924,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
925,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
926,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
927,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
928,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
929,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
930,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
931,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
932,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
933,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
934,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
935,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
936,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
937,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
938,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
939,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
940,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
941,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
942,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
943,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
944,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
945,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
946,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
947,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
948,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
949,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
950,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
951,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
952,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
953,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
954,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
955,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
956,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
957,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
958,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
959,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
960,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
961,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
962,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
963,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
964,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
965,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
966,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
967,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
968,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
969,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
970,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
971,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
972,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
973,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
974,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
975,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
976,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
977,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
978,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
979,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
980,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
981,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
982,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
983,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
984,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
985,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
986,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
987,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
988,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
989,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
990,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
991,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
992,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
993,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
994,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
995,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
996,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
997,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
998,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
999,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1000,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1001,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1002,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1003,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1004,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1005,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1006,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1007,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1008,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1009,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1010,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1011,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1012,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1013,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Built-up
1014,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1015,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1016,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1017,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1018,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1019,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1020,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1021,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1022,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1023,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1024,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1025,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1026,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1027,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1028,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1029,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1030,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1031,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1032,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1033,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1034,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1035,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1036,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1037,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1038,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1039,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1040,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1041,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1042,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1043,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1044,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1045,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1046,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1047,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1048,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1049,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1050,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1051,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1052,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1053,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1054,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1055,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1056,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1057,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1058,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1059,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1060,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1061,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1062,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1063,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1064,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1065,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1066,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1067,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1068,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1069,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1070,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1071,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1072,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1073,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1074,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1075,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1076,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1077,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1078,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1079,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1080,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1081,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1082,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1083,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1084,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1085,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1086,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1087,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1088,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1089,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1090,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1091,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1092,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1093,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1094,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1095,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1096,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1097,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1098,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1099,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1100,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1101,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
1102,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Water
1103,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1104,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1105,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
1106,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1107,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1108,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
1109,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
1110,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
1111,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1112,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1113,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1114,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1115,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1116,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1117,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1118,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1119,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1120,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1121,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1122,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1123,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1124,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1125,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1126,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1127,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1128,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1129,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1130,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1131,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1132,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1133,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1134,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1135,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1136,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1137,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1138,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1139,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1140,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1141,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1142,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1143,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1144,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1145,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1146,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1147,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1148,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1149,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1150,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1151,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1152,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1153,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1154,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1155,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1156,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1157,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1158,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1159,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1160,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1161,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1162,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1163,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1164,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1165,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
