Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R
3169,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3170,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3171,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3172,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3173,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3174,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3175,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3176,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3177,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3178,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3179,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3180,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3181,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3182,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3183,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3184,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3185,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
3186,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3187,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3188,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3189,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3190,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3191,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3192,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3193,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3194,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3195,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3196,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3197,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3198,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3199,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3200,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3201,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3202,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3203,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3204,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3205,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3206,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3207,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3208,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3209,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3210,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3211,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3212,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3213,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3214,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3215,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3216,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3217,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3218,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3219,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3220,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3221,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3222,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3223,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3224,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3225,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3226,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3227,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3228,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3229,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
3230,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
3231,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3232,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
3233,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3234,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3235,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3236,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3237,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3238,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3239,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3240,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3241,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3242,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3243,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3244,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3245,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3246,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3247,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3248,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3249,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3250,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3251,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3252,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Water
3253,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
3254,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
3255,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3256,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3257,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3258,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3259,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3260,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3261,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3262,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3263,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3264,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3265,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3266,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3267,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3268,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3269,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3270,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3271,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3272,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3273,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3274,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
3275,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3276,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3277,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3278,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3279,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3280,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3281,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3282,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3283,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3284,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3285,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3286,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3287,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3288,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3289,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3290,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3291,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3292,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3293,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3294,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3295,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3296,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3297,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3298,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
3299,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3300,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3301,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3302,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3303,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3304,Bareland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3305,Bareland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3306,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3307,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3308,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3309,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3310,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3311,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3312,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3313,Bareland,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3314,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3315,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3316,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3317,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3318,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3319,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3320,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
3321,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
3322,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3323,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3324,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3325,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3326,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3327,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3328,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3329,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3330,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3331,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3332,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3333,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3334,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3335,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3336,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3337,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3338,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3339,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3340,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3341,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3342,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3343,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3344,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3345,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3346,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3347,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3348,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3349,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3350,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3351,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3352,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3353,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3354,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3355,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3356,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3357,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3358,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3359,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3360,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3361,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3362,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3363,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3364,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3365,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3366,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3367,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3368,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3369,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3370,Bareland,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
3371,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3372,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3373,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3374,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3375,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3376,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3377,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3378,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3379,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3380,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3381,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3382,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3383,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3384,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3385,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3386,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3387,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3388,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3389,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3390,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3391,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3392,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3393,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3394,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3395,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3396,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3397,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3398,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3399,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3400,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3401,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3402,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3403,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3404,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3405,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3406,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3407,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3408,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3409,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3410,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3411,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3412,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3413,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3414,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3415,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3416,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3417,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3418,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3419,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3420,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3421,Bareland,Forest,Water,NULL,Water,Grassland,Bareland,Forest
3422,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
3423,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Forest
3424,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3425,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3426,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3427,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3428,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3429,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3430,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3431,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3432,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3433,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3434,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3435,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3436,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3437,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3438,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3439,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3440,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3441,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3442,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3443,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3444,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3445,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3446,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3447,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3448,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3449,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3450,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3451,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3452,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
3453,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3454,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3455,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
3456,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3457,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3458,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3459,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3460,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
3461,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3462,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3463,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3464,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3465,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3466,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3467,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3468,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
3469,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3470,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3471,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
3472,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
3473,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3474,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
3475,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
3476,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3477,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3478,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3479,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3480,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3481,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3482,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3483,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3484,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3485,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
3486,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3487,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3488,Water,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
3489,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3490,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3491,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3492,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
