Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R
434,NULL,Forest,Forest,Water,Non_Wetland,Forest
435,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
436,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
437,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
438,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
439,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
444,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
445,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
446,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
447,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
448,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
449,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
450,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
451,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
452,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
453,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
454,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
455,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
456,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
457,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
458,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
459,Grassland,NULL,Wetland,NULL,Wetland,Grassland
460,Grassland,NULL,Wetland,NULL,Wetland,Forest
461,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
462,Grassland,NULL,Wetland,Water,Wetland,Grassland
463,Grassland,NULL,Wetland,Water,Wetland,Water
464,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
465,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
466,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
467,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
468,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
469,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
470,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
471,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
472,Grassland,NULL,Water,NULL,Water,Grassland
473,Grassland,NULL,Water,Non_Water,Water,Water
474,Grassland,NULL,Water,Water,Water,Water
475,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
476,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
477,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
478,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
479,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
480,Grassland,NULL,Forest,NULL,Non_Wetland,Water
481,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
482,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
483,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
484,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
485,Grassland,NULL,Forest,Water,Non_Wetland,Water
486,Grassland,NULL,Forest,Water,Non_Wetland,Forest
487,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
488,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
489,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
492,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
493,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
494,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
495,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
496,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
497,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
498,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
499,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
500,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
501,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
502,Grassland,Cropland,Wetland,Water,Wetland,Water
503,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
504,Grassland,Cropland,Water,NULL,Water,Grassland
505,Grassland,Cropland,Water,Non_Water,Water,Grassland
506,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
507,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
508,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
509,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
510,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
511,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water
512,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
513,Grassland,Cropland,Forest,Water,Non_Wetland,Water
514,Grassland,Wetland,Wetland,Water,Wetland,Water
515,Grassland,Wetland,Water,Water,Water,Water
516,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
517,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
518,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
519,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
520,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
521,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
522,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
523,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
524,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
525,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
526,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
527,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
528,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
529,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
530,Grassland,Water,Wetland,NULL,Wetland,Forest
531,Grassland,Water,Water,Water,Water,Water
532,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
533,Grassland,Water,Forest,NULL,Non_Wetland,Forest
534,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
535,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
536,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
537,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
538,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
539,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
540,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
541,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
542,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
543,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
544,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
545,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
546,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
547,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
548,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
549,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
550,Grassland,Forest,Water,NULL,Water,Grassland
551,Grassland,Forest,Water,NULL,Water,Forest
552,Grassland,Forest,Water,Water,Water,Water
553,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
554,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
555,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
556,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
557,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
558,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
559,Grassland,Forest,Forest,Water,Non_Wetland,Water
560,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
561,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
562,Cropland,NULL,NULL,NULL,Non_Wetland,Water
563,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
564,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
565,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
566,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
567,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
568,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
569,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
571,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
572,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
573,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
574,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
575,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
576,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
577,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
578,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
579,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
580,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
581,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
582,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
583,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
584,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
585,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
586,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
587,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
588,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
589,Cropland,NULL,Grassland,Water,Non_Wetland,Water
590,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
591,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
592,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
593,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
594,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
595,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
596,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
597,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
598,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
599,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
600,Cropland,NULL,Cropland,Water,Non_Wetland,Water
601,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
602,Cropland,NULL,Wetland,NULL,Wetland,Grassland
603,Cropland,NULL,Wetland,NULL,Wetland,Water
604,Cropland,NULL,Wetland,NULL,Wetland,Forest
605,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
606,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
607,Cropland,NULL,Wetland,Non_Water,Wetland,Water
608,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
609,Cropland,NULL,Wetland,Water,Wetland,Bareland
610,Cropland,NULL,Wetland,Water,Wetland,Water
611,Cropland,NULL,Wetland,Water,Wetland,Forest
612,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
613,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
614,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
615,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
616,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
617,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
618,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
619,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
620,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
621,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
622,Cropland,NULL,Bareland,Water,Non_Wetland,Water
623,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
624,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
625,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
626,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
627,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
628,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
629,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
630,Cropland,NULL,Built-up,Water,Non_Wetland,Water
631,Cropland,NULL,Water,NULL,Water,Grassland
632,Cropland,NULL,Water,NULL,Water,Water
633,Cropland,NULL,Water,NULL,Water,Forest
634,Cropland,NULL,Water,Non_Water,Water,Grassland
635,Cropland,NULL,Water,Non_Water,Water,Bareland
636,Cropland,NULL,Water,Non_Water,Water,Water
637,Cropland,NULL,Water,Non_Water,Water,Forest
638,Cropland,NULL,Water,Water,Water,Grassland
639,Cropland,NULL,Water,Water,Water,Bareland
640,Cropland,NULL,Water,Water,Water,Water
641,Cropland,NULL,Water,Water,Water,Forest
642,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
643,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
644,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
645,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
646,Cropland,NULL,Forest,NULL,Non_Wetland,Water
647,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
648,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
649,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
650,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
651,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
652,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
653,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
654,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
655,Cropland,NULL,Forest,Water,Non_Wetland,Water
656,Cropland,NULL,Forest,Water,Non_Wetland,Forest
657,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
658,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
659,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
660,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
661,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
662,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
663,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
664,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
665,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
666,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
668,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
669,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
670,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
671,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
672,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
673,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
674,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
675,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
676,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
677,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
678,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
679,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
680,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
681,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
682,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
683,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
684,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
685,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
686,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
687,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
688,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
689,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
690,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
691,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
692,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
693,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
694,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
695,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
696,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
697,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
698,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
699,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
700,Cropland,Cropland,Wetland,NULL,Wetland,Water
701,Cropland,Cropland,Wetland,NULL,Wetland,Forest
702,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
703,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
704,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
705,Cropland,Cropland,Wetland,Water,Wetland,Grassland
706,Cropland,Cropland,Wetland,Water,Wetland,Water
707,Cropland,Cropland,Wetland,Water,Wetland,Forest
708,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
709,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
710,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
711,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
712,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
713,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
714,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
715,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
716,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
717,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
718,Cropland,Cropland,Water,NULL,Water,Grassland
719,Cropland,Cropland,Water,NULL,Water,Cropland
720,Cropland,Cropland,Water,NULL,Water,Bareland
721,Cropland,Cropland,Water,NULL,Water,Water
722,Cropland,Cropland,Water,NULL,Water,Forest
723,Cropland,Cropland,Water,Non_Water,Water,Grassland
724,Cropland,Cropland,Water,Water,Water,Water
725,Cropland,Cropland,Water,Water,Water,Forest
726,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
727,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
728,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
729,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
730,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
731,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
732,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
733,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
734,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
735,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
736,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
737,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
738,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
739,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
740,Cropland,Cropland,Forest,Water,Non_Wetland,Water
741,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
742,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
743,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
744,Cropland,Wetland,Wetland,Water,Wetland,Grassland
745,Cropland,Wetland,Wetland,Water,Wetland,Water
746,Cropland,Wetland,Wetland,Water,Wetland,Forest
747,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
748,Cropland,Wetland,Bareland,Water,Non_Wetland,Forest
749,Cropland,Wetland,Water,Non_Water,Water,Water
750,Cropland,Wetland,Water,Water,Water,Grassland
751,Cropland,Wetland,Water,Water,Water,Water
752,Cropland,Wetland,Water,Water,Water,Forest
753,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
754,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
755,Cropland,Wetland,Forest,Water,Non_Wetland,Water
756,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
757,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
758,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
759,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
760,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
761,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
762,Cropland,Bareland,Shrubland,Water,Non_Wetland,Grassland
763,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
764,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
765,Cropland,Bareland,Shrubland,Water,Non_Wetland,Forest
766,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
767,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
768,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
769,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
770,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
771,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
772,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
773,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
774,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
775,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
776,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
777,Cropland,Bareland,Cropland,Water,Non_Wetland,Forest
778,Cropland,Bareland,Wetland,NULL,Wetland,Forest
779,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland
780,Cropland,Bareland,Wetland,Water,Wetland,Water
781,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
782,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
783,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
784,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
785,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
786,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water
787,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
788,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
789,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
790,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
791,Cropland,Bareland,Bareland,Water,Non_Wetland,Forest
792,Cropland,Bareland,Water,NULL,Water,Bareland
793,Cropland,Bareland,Water,NULL,Water,Water
794,Cropland,Bareland,Water,Non_Water,Water,Bareland
795,Cropland,Bareland,Water,Non_Water,Water,Water
796,Cropland,Bareland,Water,Non_Water,Water,Forest
797,Cropland,Bareland,Water,Water,Water,Bareland
798,Cropland,Bareland,Water,Water,Water,Water
799,Cropland,Bareland,Water,Water,Water,Forest
800,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
801,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
802,Cropland,Bareland,Forest,NULL,Non_Wetland,Water
803,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
804,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
805,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Water
806,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Forest
807,Cropland,Bareland,Forest,Water,Non_Wetland,Grassland
808,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland
809,Cropland,Bareland,Forest,Water,Non_Wetland,Water
810,Cropland,Bareland,Forest,Water,Non_Wetland,Forest
811,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
812,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
813,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
814,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
815,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
816,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
817,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
818,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
819,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
820,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
821,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
822,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
823,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
824,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
825,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
826,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
827,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
828,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
829,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
830,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
831,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
832,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
833,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
834,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
835,Cropland,Built-up,Water,NULL,Water,Grassland
836,Cropland,Built-up,Water,Non_Water,Water,Water
837,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
838,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
839,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
840,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
841,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
842,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
843,Cropland,Built-up,Forest,Water,Non_Wetland,Bareland
844,Cropland,Built-up,Forest,Water,Non_Wetland,Water
845,Cropland,Water,NULL,NULL,Non_Wetland,Forest
846,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
847,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
848,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
849,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
850,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
851,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
852,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
853,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
854,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
855,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
856,Cropland,Water,Shrubland,Water,Non_Wetland,Water
857,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
858,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
859,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
860,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
861,Cropland,Water,Grassland,Water,Non_Wetland,Water
862,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
