Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBP_M_R
13765,Wetland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
13766,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
13767,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
13768,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
13769,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
13770,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Grassland
13771,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Cropland
13772,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
13773,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
13774,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
13775,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
13776,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
13777,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
13778,Wetland,Water,Wetland,Water,Wetland,Cropland,NULL,Grassland
13779,Wetland,Water,Wetland,Water,Wetland,Cropland,NULL,Water
13780,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
13781,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
13782,Wetland,Water,Wetland,Water,Wetland,Wetland,Bareland,Wetland
13783,Wetland,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
13784,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
13785,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
13786,Wetland,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
13787,Wetland,Water,Wetland,Water,Wetland,Wetland,Forest,Water
13788,Wetland,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
13789,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
13790,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
13791,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
13792,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
13793,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
13794,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
13795,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
13796,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
13797,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Cropland
13798,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
13799,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
13800,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
13801,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Water
13802,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
13803,Wetland,Water,Wetland,Water,Wetland,Water,Water,Cropland
13804,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
13805,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
13806,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
13807,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
13808,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Grassland
13809,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Wetland
13810,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Water
13811,Wetland,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
13812,Wetland,Water,Wetland,Water,Wetland,Forest,NULL,Forest
13813,Wetland,Water,Wetland,Water,Wetland,Forest,Wetland,NULL
13814,Wetland,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
13815,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
13816,Wetland,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
13817,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
13818,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
13819,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
13820,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
13821,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
13822,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
13823,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
13824,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
13825,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
13826,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
13827,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
13828,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
13829,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13830,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
13831,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13832,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13833,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
13834,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13835,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
13836,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
13837,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13838,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13839,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13840,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13841,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
13842,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13843,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
13844,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
13845,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
13846,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
13847,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
13848,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
13849,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Forest,Wetland
13850,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
13851,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
13852,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
13853,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13854,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13855,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
13856,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
13857,Wetland,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
13858,Wetland,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
13859,Wetland,Water,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
13860,Wetland,Water,Built-up,NULL,Non_Wetland,Shrubland,Forest,Wetland
13861,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
13862,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
13863,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
13864,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13865,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13866,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
13867,Wetland,Water,Built-up,NULL,Non_Wetland,Water,NULL,Wetland
13868,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
13869,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
13870,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
13871,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
13872,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
13873,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
13874,Wetland,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Bareland
13875,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
13876,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Wetland
13877,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
13878,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
13879,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
13880,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
13881,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
13882,Wetland,Water,Built-up,Water,Non_Wetland,NULL,Water,Wetland
13883,Wetland,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
13884,Wetland,Water,Built-up,Water,Non_Wetland,Shrubland,NULL,Grassland
13885,Wetland,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
13886,Wetland,Water,Water,NULL,Water,NULL,Water,Grassland
13887,Wetland,Water,Water,NULL,Water,NULL,Water,Water
13888,Wetland,Water,Water,NULL,Water,NULL,Forest,Wetland
13889,Wetland,Water,Water,NULL,Water,Shrubland,NULL,Wetland
13890,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Wetland
13891,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Water
13892,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
13893,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
13894,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
13895,Wetland,Water,Water,NULL,Water,Water,NULL,Wetland
13896,Wetland,Water,Water,NULL,Water,Water,Wetland,Wetland
13897,Wetland,Water,Water,NULL,Water,Water,Wetland,Water
13898,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
13899,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
13900,Wetland,Water,Water,NULL,Water,Water,Water,Water
13901,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
13902,Wetland,Water,Water,Non_Water,Water,NULL,Water,Wetland
13903,Wetland,Water,Water,Non_Water,Water,NULL,Water,Forest
13904,Wetland,Water,Water,Non_Water,Water,NULL,Forest,Water
13905,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
13906,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Water
13907,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
13908,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Water
13909,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
13910,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
13911,Wetland,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
13912,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Wetland
13913,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Water
13914,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
13915,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
13916,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
13917,Wetland,Water,Water,Non_Water,Water,Water,Forest,Water
13918,Wetland,Water,Water,Water,Water,NULL,NULL,Cropland
13919,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
13920,Wetland,Water,Water,Water,Water,NULL,Wetland,Grassland
13921,Wetland,Water,Water,Water,Water,NULL,Water,Grassland
13922,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
13923,Wetland,Water,Water,Water,Water,NULL,Water,Water
13924,Wetland,Water,Water,Water,Water,Shrubland,Water,Wetland
13925,Wetland,Water,Water,Water,Water,Shrubland,Water,Water
13926,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
13927,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
13928,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
13929,Wetland,Water,Water,Water,Water,Wetland,Bareland,Wetland
13930,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
13931,Wetland,Water,Water,Water,Water,Wetland,Water,Water
13932,Wetland,Water,Water,Water,Water,Wetland,Forest,Wetland
13933,Wetland,Water,Water,Water,Water,Wetland,Forest,Water
13934,Wetland,Water,Water,Water,Water,Bareland,Bareland,Bareland
13935,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
13936,Wetland,Water,Water,Water,Water,Water,NULL,Water
13937,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
13938,Wetland,Water,Water,Water,Water,Water,Wetland,Water
13939,Wetland,Water,Water,Water,Water,Water,Bareland,Water
13940,Wetland,Water,Water,Water,Water,Water,Water,Grassland
13941,Wetland,Water,Water,Water,Water,Water,Water,Wetland
13942,Wetland,Water,Water,Water,Water,Water,Water,Water
13943,Wetland,Water,Water,Water,Water,Forest,Water,Wetland
13944,Wetland,Water,Water,Water,Water,Forest,Water,Forest
13945,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13946,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13947,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13948,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
13949,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
13950,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
13951,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13952,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13953,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
13954,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
13955,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
13956,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
13957,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
13958,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13959,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
13960,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13961,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
13962,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
13963,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
13964,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13965,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
13966,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13967,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13968,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13969,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
13970,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
13971,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13972,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13973,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
13974,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
13975,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
13976,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
13977,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13978,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
13979,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13980,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13981,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
13982,Wetland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
13983,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
13984,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
13985,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13986,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
13987,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
13988,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
13989,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
13990,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
13991,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
13992,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
13993,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
13994,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
13995,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
13996,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
13997,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
13998,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13999,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
14000,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
14001,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
14002,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14003,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
14004,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
14005,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14006,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14007,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
14008,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14009,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14010,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14011,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
14012,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
14013,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
14014,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14015,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
14016,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
14017,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
14018,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
14019,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14020,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14021,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14022,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14023,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14024,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14025,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14026,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14027,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
14028,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
14029,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
14030,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
14031,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14032,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
14033,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
14034,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
14035,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14036,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
14037,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
14038,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
14039,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
14040,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
14041,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest,Cropland
14042,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest,Wetland
14043,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
14044,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
14045,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
14046,Wetland,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
14047,Wetland,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
14048,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
14049,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Cropland
14050,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
14051,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
14052,Wetland,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
14053,Wetland,Water,Forest,Water,Non_Wetland,Forest,NULL,Grassland
14054,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14055,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14056,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14057,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
14058,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14059,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14060,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14061,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14062,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14063,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14064,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
14065,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14066,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14067,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14068,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14069,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14070,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14071,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14072,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
14073,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14074,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14075,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14076,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14077,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
14078,Wetland,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
14079,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14080,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14081,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14082,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
14083,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
14084,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
14085,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14086,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
14087,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14088,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14089,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
14090,Wetland,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
14091,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14092,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14093,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14094,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14095,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14096,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
14097,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
14098,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
14099,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14100,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14101,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14102,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
14103,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
14104,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
14105,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
14106,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
14107,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
14108,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
14109,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
14110,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14111,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
14112,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14113,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
