Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEH_M_R
965,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
966,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
967,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
968,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
969,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
970,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
971,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
972,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
973,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
974,NULL,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
975,NULL,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
976,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
977,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
978,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
979,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
980,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
981,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
982,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
983,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
984,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
985,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
986,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
987,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
988,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
989,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
990,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
991,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
992,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
993,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
994,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
995,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
996,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
997,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
998,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
999,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1000,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1001,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1002,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1003,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1004,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1005,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1006,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1007,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1008,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1009,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1010,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1011,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1013,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1014,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1015,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1016,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1017,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1018,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1019,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1020,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1021,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1022,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1023,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1024,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1025,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1026,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1027,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1028,NULL,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1029,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1030,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1032,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1033,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1034,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1035,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1036,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1037,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1038,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1039,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1040,NULL,Forest,Water,Water,Water,Water,Forest,Water
1041,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1042,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1043,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1044,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1045,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1046,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1047,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1048,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1049,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1050,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1051,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1052,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1053,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1054,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1055,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1056,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1057,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1058,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1059,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1060,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1061,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1062,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1063,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1064,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1065,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1066,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1067,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1069,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1070,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1071,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1072,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1073,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1074,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1075,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1076,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1077,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1078,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1079,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1080,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1081,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1082,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1083,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1084,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1085,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1086,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1087,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1088,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1089,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1090,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1091,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1092,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1093,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1094,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1095,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1096,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1097,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1098,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1099,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1100,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1101,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1102,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1103,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1104,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1105,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1106,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1107,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
1108,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1109,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1110,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1111,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1112,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1113,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
1114,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
1115,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1116,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
1117,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1118,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1119,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1121,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1123,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1146,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1148,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1149,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1150,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1151,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1152,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
1153,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
1154,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1155,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1156,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1157,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1158,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1159,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1160,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1161,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1162,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1163,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1164,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1165,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1166,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1167,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1168,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1169,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1170,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1171,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1172,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1173,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1174,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1175,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1176,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1177,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1178,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
1179,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1180,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1181,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1182,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1183,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1184,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1185,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1186,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1187,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1188,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1189,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1190,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1191,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1192,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1193,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1194,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1195,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1196,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1197,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1198,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1199,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1200,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1201,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1202,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1203,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1204,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1206,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1207,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1208,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1209,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1210,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1211,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1212,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1213,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1214,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1215,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1216,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1217,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1218,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
1219,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1220,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
1221,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1222,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1223,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
1224,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
1225,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1226,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
1227,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
1228,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
1229,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1231,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1232,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1233,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1234,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1235,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1236,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1237,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1238,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1239,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1240,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1241,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1242,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1243,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1244,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1245,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1246,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1247,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1248,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1249,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1250,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1251,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1252,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1253,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1254,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1255,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1256,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1257,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1258,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1259,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1260,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1261,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1262,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1263,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1264,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1265,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1266,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1267,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1268,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1269,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1270,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1271,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
1272,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1273,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1274,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1275,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1276,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1277,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1278,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1279,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1280,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1281,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1282,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1283,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1284,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1285,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1286,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1287,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1288,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1289,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1290,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1291,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
