Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZH_M_R
1972,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1973,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1974,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1975,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1976,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1977,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1978,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1979,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1980,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1981,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1982,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1983,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1984,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1985,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1986,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1987,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1988,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1989,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1990,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1991,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1992,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1993,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1994,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1995,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1996,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1997,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1998,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1999,Grassland,Forest,Water,NULL,Water,Grassland,NULL,Grassland
2000,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2001,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2002,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2003,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2004,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2005,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2006,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2007,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2008,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2009,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2010,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2011,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2012,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2013,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2014,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2015,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2016,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2017,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2018,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2019,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2020,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2021,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2022,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2023,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2024,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2025,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2026,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2027,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2028,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2029,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2030,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2031,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2032,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2033,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2034,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2035,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2036,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2037,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2038,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2039,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2040,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2041,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2042,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2043,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
2044,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2045,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2046,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2047,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
2048,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2049,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2050,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2051,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2052,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2053,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2054,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2055,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2056,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2057,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2058,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2059,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2060,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
2061,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2062,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2063,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2064,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2065,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2066,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
2067,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2068,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
2069,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2070,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Cropland
2071,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2072,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2073,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2074,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2075,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2076,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2077,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2078,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2079,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2080,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2081,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2082,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2083,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2084,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2085,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2086,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2087,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2088,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2089,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2090,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2091,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2092,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2093,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2094,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2095,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2096,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2097,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2098,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
2099,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2100,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2101,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2102,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2103,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2104,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2105,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2106,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2107,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2108,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2109,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2110,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2111,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2112,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2113,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2114,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2115,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2116,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
2117,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2118,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
2119,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2120,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2121,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2122,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2123,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2124,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2125,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2126,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2127,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2128,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
2129,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2130,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2131,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2132,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2133,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2134,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2135,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2136,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2137,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2138,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2139,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2140,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2141,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2142,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2143,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2144,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2145,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2146,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2147,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2148,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
2149,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2150,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2151,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2152,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2153,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2154,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2155,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2156,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2157,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2158,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2159,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2160,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2161,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2162,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2163,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2164,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2165,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2166,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2167,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2168,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2169,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2170,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2171,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2172,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2173,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2174,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2175,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2176,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2177,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2178,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2179,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2180,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2181,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2182,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2183,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2184,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2185,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2186,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2187,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2188,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2189,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2190,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2191,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2192,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2193,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2194,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2195,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2196,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2197,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2198,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2199,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2200,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2201,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2202,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
2203,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2204,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2205,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2206,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2207,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2208,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2209,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
2210,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2211,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
2212,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
2213,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
2214,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2215,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2216,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2217,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2218,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
2219,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2220,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2221,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2222,Cropland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
2223,Cropland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
2224,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2225,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2226,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2227,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
2228,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2229,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2230,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2231,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
2232,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
2233,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2234,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2235,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
2236,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
2237,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
2238,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2239,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2240,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2241,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2242,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2243,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2244,Cropland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2245,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2246,Cropland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2247,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2248,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2249,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2250,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2251,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2252,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2253,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2254,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2255,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2256,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2257,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2258,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2259,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2260,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2261,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2262,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2263,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2264,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2265,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2266,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2267,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
2268,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2269,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2270,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2271,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2272,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2273,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2274,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2275,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2276,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2277,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2278,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2279,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
2280,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2281,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2282,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2283,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2284,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2285,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2286,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2287,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2288,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2289,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2290,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2291,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2292,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2293,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
