Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFS_M_R
881,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
882,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
883,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
884,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Forest,Forest
885,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
886,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
887,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
888,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Water
889,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
890,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Bareland,Grassland
891,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
892,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
893,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
894,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
895,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
896,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
897,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
898,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
899,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
900,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
901,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
902,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
903,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
904,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
905,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
906,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
907,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
908,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
909,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
910,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
911,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
912,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
913,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
914,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
915,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
916,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
917,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
918,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
919,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
920,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
921,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
922,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
923,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
924,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
925,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
926,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
927,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
928,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
929,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
930,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
931,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
932,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
933,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
934,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
935,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
936,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
937,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
938,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
939,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
940,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
941,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
942,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
943,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
944,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
945,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
946,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
947,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
948,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
949,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
950,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
951,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
952,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
953,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
954,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
955,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
956,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
957,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
958,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
959,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
960,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
961,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
962,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
963,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Forest
964,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
965,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
966,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
967,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
968,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Forest
969,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
970,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
971,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
972,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
973,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
974,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
975,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
976,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
977,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
978,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
979,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
980,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Grassland
981,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
982,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
983,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
984,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
985,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Grassland
986,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Forest
987,NULL,Built-up,Water,NULL,Water,Built-up,Wetland,Forest
988,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
989,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
990,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
991,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
992,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
993,NULL,Built-up,Water,NULL,Water,Built-up,Water,Grassland
994,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
995,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
996,NULL,Built-up,Water,NULL,Water,Water,Wetland,Grassland
997,NULL,Built-up,Water,NULL,Water,Water,Water,Forest
998,NULL,Built-up,Water,Non_Water,Water,Bareland,Wetland,Grassland
999,NULL,Built-up,Water,Non_Water,Water,Bareland,Wetland,Forest
1000,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Forest
1001,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Grassland
1002,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Bareland
1003,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Built-up
1004,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Water
1005,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
1006,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
1007,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Grassland
1008,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
1009,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
1010,NULL,Built-up,Water,Water,Water,Built-up,Water,Grassland
1011,NULL,Built-up,Water,Water,Water,Built-up,Water,Bareland
1012,NULL,Built-up,Water,Water,Water,Built-up,Water,Built-up
1013,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
1014,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
1015,NULL,Built-up,Water,Water,Water,Water,Water,Water
1016,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1017,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1018,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1019,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1020,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1021,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1022,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1023,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1024,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1025,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1026,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1027,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1028,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1029,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1030,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1031,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1032,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1033,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1034,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1035,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1036,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1037,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1038,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1039,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1040,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1041,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1042,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1043,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1044,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1045,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1046,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1047,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1048,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1049,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1050,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1051,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1052,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
1053,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1054,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1055,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1056,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
1057,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1058,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1059,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1060,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1061,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
1062,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
1063,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1064,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1065,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1066,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Grassland
1067,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1068,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1069,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1070,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1071,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Forest
1072,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
1073,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1074,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Bareland,Forest
1075,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
1076,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Forest
1077,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1078,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1079,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1080,NULL,Water,NULL,Water,Non_Wetland,Built-up,Built-up,Water
1081,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1082,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1083,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1084,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
1085,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1086,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1087,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1088,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1089,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1090,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1091,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1092,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1093,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1094,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1095,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1096,NULL,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
1097,NULL,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
1098,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1099,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1100,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1101,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1102,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1103,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1104,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1105,NULL,Water,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
1106,NULL,Water,Grassland,Water,Non_Wetland,Built-up,Water,Water
1107,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1108,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1109,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1110,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1111,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1112,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1113,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1114,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1115,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
1116,NULL,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1117,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1118,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1119,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1120,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1121,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1122,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1123,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1124,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1125,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1126,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1127,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1128,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1129,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1130,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
1131,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1132,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1133,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
1134,NULL,Water,Wetland,Water,Wetland,Built-up,Wetland,Water
1135,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
1136,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Water
1137,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1138,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
1139,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1140,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1141,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1142,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1143,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1144,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1145,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1146,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1147,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1148,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1149,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1150,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1151,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1152,NULL,Water,Bareland,Water,Non_Wetland,Built-up,Wetland,Water
1153,NULL,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
1154,NULL,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
1155,NULL,Water,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
1156,NULL,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
1157,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1158,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1159,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1160,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1161,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1162,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1163,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1164,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1165,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1166,NULL,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1167,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1168,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
1169,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
1170,NULL,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1171,NULL,Water,Water,NULL,Water,Built-up,Built-up,Grassland
1172,NULL,Water,Water,NULL,Water,Water,Wetland,Grassland
1173,NULL,Water,Water,NULL,Water,Water,Water,Grassland
1174,NULL,Water,Water,Non_Water,Water,Water,Water,Water
1175,NULL,Water,Water,Water,Water,Built-up,Built-up,Water
1176,NULL,Water,Water,Water,Water,Built-up,Water,Grassland
1177,NULL,Water,Water,Water,Water,Built-up,Water,Water
1178,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
1179,NULL,Water,Water,Water,Water,Water,Wetland,Water
1180,NULL,Water,Water,Water,Water,Water,Water,Grassland
1181,NULL,Water,Water,Water,Water,Water,Water,Bareland
1182,NULL,Water,Water,Water,Water,Water,Water,Water
1183,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1184,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1185,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1186,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1187,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1188,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1189,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1190,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1191,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1192,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1193,NULL,Water,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
1194,NULL,Water,Forest,Water,Non_Wetland,Built-up,Wetland,Water
1195,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1196,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1197,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1198,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1199,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1200,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1201,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1202,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1203,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1204,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1205,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1206,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1207,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1208,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1209,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1210,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1211,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1212,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1213,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1214,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1215,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1216,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1217,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1218,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1219,NULL,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
1220,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1221,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1222,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1223,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1224,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1225,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
