Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R
686,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
688,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
689,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
690,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
691,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
693,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
694,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
695,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
696,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
697,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
698,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
699,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
700,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
701,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
702,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
703,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
704,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
705,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
706,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
707,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
708,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
709,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
710,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
711,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
712,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
713,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
714,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
715,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
716,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
717,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
718,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
719,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
720,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
721,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
722,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
723,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
726,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
728,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
729,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
730,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
731,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
732,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
734,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
735,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
736,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
738,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
739,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
740,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
741,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
742,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
743,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
744,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
745,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
746,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
747,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
748,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
749,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
750,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
751,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
752,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
753,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
754,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
755,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
756,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
757,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
758,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
759,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
760,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
761,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
762,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
763,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
764,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
765,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
766,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
767,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
768,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
769,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
770,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
771,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
772,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
773,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
774,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
775,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
776,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
777,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
778,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
779,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
780,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
782,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
783,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
784,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
785,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
786,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
787,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
788,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
789,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
790,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
791,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
792,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
793,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
795,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
796,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
797,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
798,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
799,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
800,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
801,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
803,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
804,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
805,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
806,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
808,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
809,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
810,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
811,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
812,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
813,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
814,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
816,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
817,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
818,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
819,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
820,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
821,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
822,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
823,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
824,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
825,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
826,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
827,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
828,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
830,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
831,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
832,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
833,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
834,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
835,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
836,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
837,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
838,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
839,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
840,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
841,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
842,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
843,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
844,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
845,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
846,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
847,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
848,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
849,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
850,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
851,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
852,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
853,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
854,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
856,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
857,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
858,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
859,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
860,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
861,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
862,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
863,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
864,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
865,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
866,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
867,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
868,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
869,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
870,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
871,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
872,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
873,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
874,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
875,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
876,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
877,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
878,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
879,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
880,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
881,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
882,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
883,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
884,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
885,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
887,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
888,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
889,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
891,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
892,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
893,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
894,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
895,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
896,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
899,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
900,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
901,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
903,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
904,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
905,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
906,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
907,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
908,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
909,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
910,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
911,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
912,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
913,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
914,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
915,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
917,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
918,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
919,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
920,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
921,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
922,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
923,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
924,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
925,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
926,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
927,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
929,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
930,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
931,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
932,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
933,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
934,Cropland,Water,Water,Water,Water,NULL,NULL,Water
935,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
936,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
937,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
938,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
939,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
941,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
942,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
943,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
944,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
945,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
946,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
947,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
948,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
949,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
950,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
951,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
952,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
953,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
954,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
955,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
956,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
957,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
958,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
959,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
960,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
961,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
962,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
963,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
964,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
965,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
966,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
967,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
968,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
969,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
970,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
971,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
972,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
973,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
974,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
975,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
976,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
978,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
979,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
980,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
981,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
982,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
983,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
984,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
985,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
986,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
987,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
988,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
989,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
990,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
992,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
993,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
994,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
995,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
997,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
999,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1000,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1001,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1002,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1003,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1004,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
1005,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1006,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1007,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1008,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1009,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1010,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
1011,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1012,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1013,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1014,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1015,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
1016,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1017,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1019,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1020,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1021,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1022,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1023,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1024,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1025,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1026,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1027,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1028,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1029,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
