Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBA_M_R
5830,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Bareland
5831,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Water
5832,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
5833,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5834,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5835,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5836,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5837,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
5838,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
5839,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
5840,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
5841,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
5842,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
5843,Bareland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Bareland
5844,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
5845,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
5846,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
5847,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Bareland
5848,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
5849,Bareland,NULL,Wetland,Water,Wetland,Cropland,Bareland,Bareland
5850,Bareland,NULL,Wetland,Water,Wetland,Cropland,Bareland,Water
5851,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Bareland
5852,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
5853,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5854,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5855,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
5856,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
5857,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5858,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
5859,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
5860,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
5861,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5862,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5863,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5864,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5865,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5866,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
5867,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5868,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5869,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
5870,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5871,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5872,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
5873,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5874,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5875,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
5876,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5877,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
5878,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
5879,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
5880,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5881,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5882,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5883,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5884,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5885,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5886,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5887,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5888,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5889,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5890,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5891,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5892,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5893,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5894,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5895,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5896,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5897,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
5898,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5899,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5900,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5901,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5902,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
5903,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
5904,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
5905,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
5906,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
5907,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Water,Bareland
5908,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Water,Water
5909,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5910,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5911,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
5912,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5913,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
5914,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
5915,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
5916,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland,Bareland,Water
5917,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5918,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5919,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
5920,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
5921,Bareland,NULL,Water,NULL,Water,Wetland,Bareland,Bareland
5922,Bareland,NULL,Water,NULL,Water,Wetland,Water,Grassland
5923,Bareland,NULL,Water,NULL,Water,Wetland,Water,Bareland
5924,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5925,Bareland,NULL,Water,NULL,Water,Bareland,Water,Grassland
5926,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
5927,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
5928,Bareland,NULL,Water,NULL,Water,Bareland,Water,Forest
5929,Bareland,NULL,Water,NULL,Water,Bareland,Forest,Bareland
5930,Bareland,NULL,Water,NULL,Water,Built-up,Built-up,Built-up
5931,Bareland,NULL,Water,Non_Water,Water,Cropland,Water,Water
5932,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
5933,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
5934,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
5935,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Built-up
5936,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Water
5937,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Forest
5938,Bareland,NULL,Water,Water,Water,Cropland,Water,Water
5939,Bareland,NULL,Water,Water,Water,Bareland,NULL,Water
5940,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
5941,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
5942,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
5943,Bareland,NULL,Water,Water,Water,Built-up,Built-up,Built-up
5944,Bareland,NULL,Water,Water,Water,Water,NULL,Water
5945,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
5946,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
5947,Bareland,NULL,Water,Water,Water,Water,Water,Water
5948,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5949,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5950,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5951,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5952,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5953,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5954,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5955,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5956,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5957,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5958,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5959,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5960,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5961,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5962,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5963,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5964,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5965,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5966,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5967,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5968,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
5969,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5970,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
5971,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5972,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
5973,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5974,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5975,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5976,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
5977,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5978,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5979,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5980,Bareland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
5981,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5982,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5983,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
5984,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
5985,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5986,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5987,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
5988,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5989,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5990,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5991,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5992,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5993,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5994,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5995,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5996,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5997,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
5998,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5999,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
6000,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
6001,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
6002,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6003,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
6004,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6005,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
6006,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
6007,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6008,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6009,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
6010,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6011,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6012,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6013,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6014,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6015,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6016,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6017,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
6018,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6019,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6020,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
6021,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6022,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6023,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
6024,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
6025,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6026,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6027,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
6028,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6029,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6030,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
6031,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6032,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6033,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
6034,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6035,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6036,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
6037,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6038,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
6039,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6040,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
6041,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6042,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Water
6043,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6044,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
6045,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
6046,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
6047,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6048,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6049,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
6050,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6051,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6052,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
6053,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
6054,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
6055,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
6056,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
6057,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
6058,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
6059,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6060,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Water
6061,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6062,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
6063,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
6064,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
6065,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6066,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6067,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
6068,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
6069,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6070,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6071,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
6072,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6073,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6074,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
6075,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6076,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
6077,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Built-up
6078,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
6079,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6080,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6081,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6082,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6083,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
6084,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
6085,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6086,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6087,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6088,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6089,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6090,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6091,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6092,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6093,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6094,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Built-up
6095,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6096,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6097,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
6098,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
6099,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
6100,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
6101,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
6102,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Cropland
6103,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6104,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6105,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6106,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
6107,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6108,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
6109,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
6110,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6111,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Water
6112,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
6113,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
6114,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6115,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
6116,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
6117,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Water
6118,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
6119,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
6120,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
6121,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
6122,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest,Wetland
6123,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
6124,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
6125,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
6126,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6127,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6128,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
6129,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6130,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6131,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
6132,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
6133,Water,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Water
6134,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
6135,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
6136,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6137,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
6138,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
6139,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
6140,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
6141,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
6142,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
6143,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
6144,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
6145,Water,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Water
6146,Water,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Forest
6147,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
6148,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
6149,Water,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
6150,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6151,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6152,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6153,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6154,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6155,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6156,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6157,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6158,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6159,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
6160,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
6161,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6162,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6163,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6164,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6165,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6166,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6167,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6168,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
6169,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6170,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6171,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
6172,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6173,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6174,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
