Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEG_M_R
708,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
709,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
710,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
711,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
712,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
713,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
714,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
715,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
716,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
717,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
718,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
719,Forest,NULL,Water,Water,Water,NULL,NULL,Water
720,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
721,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
722,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
723,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
724,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
725,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
726,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
727,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
728,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
729,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
730,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
731,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
732,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
733,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
734,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
735,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
736,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
737,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
738,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
739,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
740,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
741,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
742,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
743,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
744,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
745,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
746,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
747,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
748,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
749,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
750,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
751,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
752,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
753,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
754,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
755,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
756,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
757,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
758,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
759,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
760,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
761,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
762,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
763,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
764,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
766,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
767,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
769,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
770,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
771,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
772,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
773,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
774,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
775,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
776,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
777,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
778,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
779,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
780,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
781,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
782,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
783,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
784,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
785,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
786,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
787,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
788,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
789,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
790,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
791,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
792,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
793,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
794,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
795,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
796,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
797,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
799,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
800,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
801,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
802,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
803,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
804,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
805,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
806,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
807,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
808,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
809,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
810,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
811,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
812,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
813,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
814,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
815,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
816,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
817,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
818,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
819,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
820,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
821,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
822,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
823,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
824,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
825,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
826,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
827,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
828,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
829,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
830,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
831,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
832,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
833,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
834,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
835,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
837,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
839,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
840,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
841,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
842,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
843,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
844,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
845,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
846,Forest,Water,Water,NULL,Water,NULL,NULL,Water
847,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
848,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
849,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
850,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
851,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
852,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
853,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
854,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
855,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
856,Forest,Water,Water,Water,Water,NULL,NULL,Water
857,Forest,Water,Water,Water,Water,NULL,NULL,Forest
858,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
859,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
860,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
861,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
862,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
863,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
865,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
866,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
867,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
868,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
869,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
870,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
871,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
872,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
873,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
874,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
875,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
876,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
878,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
879,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
880,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
881,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
882,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
883,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
884,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
885,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
886,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
887,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
888,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
889,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
891,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
892,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
893,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
894,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
895,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
897,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
898,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
899,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
900,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
901,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
902,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
903,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
904,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
906,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
907,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
908,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
909,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
910,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
911,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
912,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
913,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
914,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
915,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
916,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
917,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
918,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
920,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
921,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
922,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
923,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
924,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
925,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
926,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
927,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
928,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
929,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
930,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
931,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
932,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
933,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
934,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
935,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
936,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
937,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
938,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
939,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
940,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
941,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
942,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
943,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
944,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
945,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
946,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
947,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
949,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
950,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
951,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
952,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
953,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
954,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
955,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
956,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
958,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
959,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
960,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
961,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
962,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
964,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
965,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
966,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
967,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
968,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
969,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
970,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
971,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
972,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
973,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
974,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
975,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
976,Forest,Forest,Water,Water,Water,NULL,NULL,Water
977,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
978,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
979,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
980,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
981,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
982,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
983,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
984,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
985,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
987,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
988,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
989,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
990,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
991,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
992,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
993,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
994,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
