Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQC_M_R
671,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
672,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
673,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
675,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
676,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
677,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
678,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
679,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
680,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
681,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
682,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
684,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
685,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
686,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
687,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
688,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
689,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
690,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
692,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
693,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
694,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
695,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
696,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
697,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
698,Water,NULL,Water,NULL,Water,NULL,NULL,Water
699,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
700,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
701,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
702,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
703,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
704,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
705,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
706,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
707,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
708,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
709,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
710,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
711,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
712,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
713,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
714,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
715,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
716,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
717,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
718,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
719,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
720,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
721,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
722,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
723,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
724,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
725,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
726,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
728,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
729,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
730,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
731,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
732,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
733,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
734,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
735,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
736,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
737,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
738,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
739,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
741,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
742,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
743,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
744,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
745,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
746,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
747,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
748,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
749,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
750,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
751,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
752,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
753,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
754,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
755,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
756,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
758,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
759,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
760,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
761,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
762,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
763,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
764,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
765,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
766,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
767,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
768,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
769,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
770,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
771,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
772,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
773,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
774,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
775,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
776,Water,Cropland,Water,Water,Water,NULL,NULL,Water
777,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
778,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
779,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
780,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
781,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
782,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
783,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
784,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
785,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
786,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
788,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
789,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
790,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
791,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
792,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
793,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
794,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
795,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
796,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
797,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
798,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
799,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
800,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
801,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
802,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
803,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
804,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
805,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
806,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
807,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
808,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
809,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
810,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
811,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
813,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
814,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
815,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
816,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
817,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
819,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
821,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
822,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
823,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
824,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
825,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
826,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
827,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
828,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
829,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
831,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
832,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
833,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
834,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
835,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
838,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
839,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
840,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
841,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
842,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
843,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
844,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
845,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
846,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
847,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
848,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
849,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
850,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
851,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
852,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
853,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
854,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
855,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
856,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
858,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
859,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
860,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
861,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
862,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
863,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
864,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
865,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
866,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
867,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
868,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
869,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
870,Water,Water,Water,NULL,Water,NULL,NULL,NULL
871,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
872,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
873,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
874,Water,Water,Water,NULL,Water,NULL,NULL,Water
875,Water,Water,Water,NULL,Water,NULL,NULL,Forest
876,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
877,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
878,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
879,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
880,Water,Water,Water,Water,Water,NULL,NULL,NULL
881,Water,Water,Water,Water,Water,NULL,NULL,Grassland
882,Water,Water,Water,Water,Water,NULL,NULL,Cropland
883,Water,Water,Water,Water,Water,NULL,NULL,Bareland
884,Water,Water,Water,Water,Water,NULL,NULL,Water
885,Water,Water,Water,Water,Water,NULL,NULL,Forest
886,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
887,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
888,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
889,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
890,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
891,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
892,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
893,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
894,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
895,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
896,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
897,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
898,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
899,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
900,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
901,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
903,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
904,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
906,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
908,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
909,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
910,Water,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
911,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
912,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
913,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
914,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
915,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
917,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
918,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
919,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
920,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
921,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
922,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
923,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
925,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
926,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
927,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
928,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
931,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
932,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
933,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
935,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
936,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
937,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
938,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
940,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
941,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
942,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
943,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
945,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
946,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
947,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
948,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
949,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
950,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
951,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
952,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
953,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
954,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
955,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
956,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
957,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
958,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
959,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
960,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
961,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
962,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
963,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
964,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
965,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
966,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
967,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
968,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
969,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
970,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
971,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
972,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
973,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
974,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
975,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
976,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
977,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
978,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
979,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
980,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
981,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
983,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
984,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
985,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
986,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
987,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
988,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
989,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
990,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
991,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
992,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
993,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
994,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
995,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
996,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
997,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
998,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
999,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1000,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1001,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1002,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1003,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1005,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1007,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1008,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1009,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1010,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1011,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1012,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1013,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1014,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1015,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1016,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1017,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1018,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1019,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1022,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1023,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1026,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1027,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1028,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1029,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1030,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
