Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYS_M_R
5098,Bareland,Water,NULL,NULL,Non_Wetland,Cropland,Water,Forest
5099,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5100,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5101,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5102,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5103,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5104,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5105,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5106,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
5107,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
5108,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5109,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5110,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5111,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5112,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5113,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5114,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
5115,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5116,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5117,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5118,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5119,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5120,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5121,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5122,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5123,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5124,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5125,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5126,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5127,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
5128,Bareland,Water,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
5129,Bareland,Water,Wetland,NULL,Wetland,Cropland,Wetland,Water
5130,Bareland,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
5131,Bareland,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
5132,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5133,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5134,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5135,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5136,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
5137,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5138,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5139,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
5140,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5141,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5142,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
5143,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
5144,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5145,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5146,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5147,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5148,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
5149,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
5150,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
5151,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Forest
5152,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5153,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5154,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5155,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5156,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5157,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
5158,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5159,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
5160,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
5161,Bareland,Water,Bareland,Water,Non_Wetland,Cropland,Water,Grassland
5162,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5163,Bareland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5164,Bareland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5165,Bareland,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
5166,Bareland,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
5167,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5168,Bareland,Water,Water,NULL,Water,Cropland,Water,Forest
5169,Bareland,Water,Water,NULL,Water,Bareland,Water,Grassland
5170,Bareland,Water,Water,Water,Water,Cropland,Water,Water
5171,Bareland,Water,Water,Water,Water,Cropland,Water,Forest
5172,Bareland,Water,Water,Water,Water,Wetland,NULL,Grassland
5173,Bareland,Water,Water,Water,Water,Wetland,Wetland,Wetland
5174,Bareland,Water,Water,Water,Water,Wetland,Wetland,Bareland
5175,Bareland,Water,Water,Water,Water,Wetland,Water,Grassland
5176,Bareland,Water,Water,Water,Water,Wetland,Water,Bareland
5177,Bareland,Water,Water,Water,Water,Wetland,Water,Forest
5178,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
5179,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
5180,Bareland,Water,Water,Water,Water,Bareland,Water,Water
5181,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
5182,Bareland,Water,Water,Water,Water,Water,Water,Forest
5183,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5184,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5185,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5186,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5187,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5188,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5189,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5190,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5191,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5192,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5193,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5194,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5195,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5196,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5197,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5198,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5199,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5200,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5201,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5202,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5203,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5204,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5205,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5206,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5207,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5208,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5209,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5210,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5211,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5212,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5213,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5214,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5215,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5216,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5217,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5218,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5219,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5220,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5221,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5222,Bareland,Forest,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
5223,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5224,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5225,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5226,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5227,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5228,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5229,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5230,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5231,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5232,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5233,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5234,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5235,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5236,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5237,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5238,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5239,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5240,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5241,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5242,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5243,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5244,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5245,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5246,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5247,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5248,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5249,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5250,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5251,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5252,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5253,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5254,Bareland,Forest,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
5255,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5256,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5257,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5258,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
5259,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5260,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
5261,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
5262,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5263,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5264,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5265,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5266,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
5267,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5268,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5269,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5270,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5271,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5272,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5273,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5274,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5275,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5276,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5277,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5278,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5279,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5280,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5281,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5282,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5283,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5284,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5285,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5286,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5287,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5288,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5289,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5290,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5291,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5292,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5293,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5294,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5295,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5296,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5297,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5298,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5299,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5300,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5301,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
5302,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5303,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5304,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
5305,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5306,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5307,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Water
5308,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5309,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5310,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
5311,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
5312,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5313,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5314,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5315,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5316,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5317,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5318,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
5319,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5320,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5321,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5322,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
5323,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5324,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
5325,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
5326,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
5327,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
5328,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5329,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5330,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5331,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5332,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5333,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5334,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
5335,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5336,Water,NULL,NULL,Water,Non_Wetland,Cropland,Water,Forest
5337,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5338,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5339,Water,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
5340,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
5341,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
5342,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5343,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5344,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5345,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5346,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5347,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5348,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5349,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5350,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
5351,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5352,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5353,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5354,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5355,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5356,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5357,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5358,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5359,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5360,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5361,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5362,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
5363,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5364,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5365,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5366,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5367,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5368,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5369,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5370,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5371,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5372,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5373,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5374,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5375,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5376,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5377,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5378,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5379,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5380,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5381,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5382,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5383,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5384,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5385,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
5386,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5387,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5388,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5389,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5390,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5391,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5392,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5393,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5394,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5395,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5396,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5397,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5398,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5399,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5400,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
5401,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5402,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5403,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5404,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5405,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5406,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5407,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5408,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5409,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
5410,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5411,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5412,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5413,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5414,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5415,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5416,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5417,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5418,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
5419,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5420,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5421,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5422,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5423,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5424,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5425,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5426,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
5427,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5428,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
5429,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5430,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
5431,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
5432,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
5433,Water,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
5434,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
5435,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
