Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGD_M_R
3781,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3782,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3783,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3784,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3785,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3786,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3792,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3793,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3794,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
3795,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3796,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3797,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3798,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
3799,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
3800,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3801,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3802,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3803,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3804,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3805,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3806,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3807,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3808,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3809,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3810,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3811,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
3812,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
3813,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
3814,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3815,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
3816,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3817,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
3818,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3819,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3820,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3821,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3822,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
3823,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3824,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
3825,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3826,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
3827,Grassland,NULL,Shrubland,Water,Non_Wetland,Built-up,Bareland,Grassland
3828,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3829,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3830,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3831,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3832,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3833,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3834,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
3835,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3836,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3837,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3838,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3839,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3840,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3841,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3842,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3843,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3844,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3845,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3846,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3847,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3848,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3849,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3850,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3851,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3852,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3853,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3854,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3855,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3856,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3857,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3858,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3859,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
3860,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3861,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3862,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3863,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3864,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3865,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
3866,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3867,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3868,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
3869,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3870,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3871,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3872,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
3873,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
3874,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
3875,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3876,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3877,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3878,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3879,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3880,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3881,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3882,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3883,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3884,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3885,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3886,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3887,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
3888,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3889,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3890,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3891,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3892,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3893,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3894,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3895,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Cropland
3896,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3897,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
3898,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3899,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3900,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3901,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3902,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3903,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
3904,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3905,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3906,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3907,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3908,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3909,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3910,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3911,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3912,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3913,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3914,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3915,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3916,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
3917,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3918,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3919,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3920,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3921,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3922,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3923,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3924,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3925,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3926,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
3927,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3928,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3929,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
3930,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3931,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3932,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3933,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
3934,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3935,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3936,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3937,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3938,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3939,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3940,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3941,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
3942,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3943,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
3944,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
3945,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3946,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3947,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3948,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
3949,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3950,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
3951,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3952,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3953,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3954,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3955,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3956,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3957,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3958,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3959,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3960,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3961,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3962,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
3963,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3964,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3965,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3966,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3967,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3968,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3969,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3970,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
3971,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
3972,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3973,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
3974,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
3975,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3976,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3977,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3978,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3979,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3980,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3981,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3982,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3983,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3984,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3985,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3986,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3987,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
3988,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3989,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3990,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
3991,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
3992,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3993,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3994,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
3995,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
3996,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
3997,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Wetland
3998,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
3999,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Wetland
4000,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4001,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4002,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4003,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4004,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
4005,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4006,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4007,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Cropland
4008,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
4009,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
4010,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
4011,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
4012,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4013,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4014,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4015,Grassland,NULL,Wetland,NULL,NULL,Wetland,Grassland,Wetland
4016,Grassland,NULL,Wetland,NULL,NULL,Bareland,Bareland,Grassland
4017,Grassland,NULL,Wetland,NULL,NULL,Bareland,Water,Grassland
4018,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4019,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4020,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4021,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4022,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4023,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
4024,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4025,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
4026,Grassland,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
4027,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4028,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4029,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4030,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4031,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4032,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
4033,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4034,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
4035,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
4036,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4037,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4038,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
4039,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4040,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
4041,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4042,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4043,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
4044,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4045,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
4046,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4047,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4048,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4049,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
4050,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
4051,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Wetland
4052,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4053,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Cropland
4054,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
4055,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4056,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
4057,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
4058,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Built-up
4059,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Water
4060,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
4061,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
4062,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Built-up,Grassland
4063,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
4064,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4065,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4066,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
4067,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4068,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
4069,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
4070,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4071,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4072,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4073,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
4074,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4075,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4076,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
4077,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4078,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4079,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4080,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4081,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
4082,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4083,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
4084,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4085,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
4086,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Built-up
4087,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
4088,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4089,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4090,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4091,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4092,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4093,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
4094,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
4095,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
4096,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4097,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4098,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
4099,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4100,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
4101,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
