Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R
13943,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
13944,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13945,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
13946,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13947,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
13948,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13949,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13950,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13951,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
13952,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
13953,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13954,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13955,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13956,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13957,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13958,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13959,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13960,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13961,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13962,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13963,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
13964,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13965,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13966,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
13967,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
13968,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
13969,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
13970,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
13971,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13972,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13973,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13974,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13975,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13976,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
13977,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13978,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13979,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13980,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13981,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13982,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
13983,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13984,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13985,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13986,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
13987,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13988,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
13989,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
13990,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13991,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
13992,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13993,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
13994,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13995,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13996,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
13997,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
13998,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13999,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14000,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14001,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14002,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14003,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
14004,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
14005,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14006,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14007,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14008,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
14009,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
14010,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14011,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14012,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
14013,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14014,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
14015,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
14016,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
14017,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
14018,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
14019,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
14020,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14021,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
14022,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
14023,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
14024,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14025,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
14026,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
14027,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14028,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14029,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
14030,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
14031,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
14032,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
14033,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14034,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14035,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,NULL
14036,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
14037,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
14038,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
14039,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14040,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14041,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
14042,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14043,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14044,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14045,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
14046,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14047,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14048,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
14049,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14050,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14051,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14052,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
14053,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
14054,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
14055,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14056,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
14057,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
14058,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14059,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14060,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14061,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
14062,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14063,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
14064,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
14065,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
14066,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
14067,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
14068,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14069,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
14070,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
14071,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
14072,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
14073,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
14074,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
14075,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
14076,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
14077,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
14078,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14079,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
14080,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
14081,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
14082,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
14083,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
14084,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
14085,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
14086,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
14087,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
14088,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
14089,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
14090,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
14091,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
14092,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
14093,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14094,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14095,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
14096,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
14097,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
14098,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
14099,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
14100,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14101,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
14102,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
14103,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
14104,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
14105,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
14106,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
14107,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
14108,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
14109,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
14110,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
14111,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
14112,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
14113,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
14114,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
14115,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14116,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14117,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
14118,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14119,Water,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,NULL
14120,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
14121,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
14122,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
14123,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14124,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
14125,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
14126,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
14127,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
14128,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
14129,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
14130,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
14131,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
14132,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
14133,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
14134,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
14135,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
14136,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
14137,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
14138,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
14139,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14140,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
14141,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
14142,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
14143,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
14144,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
14145,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
14146,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
14147,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
14148,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
14149,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
14150,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
14151,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
14152,Water,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
14153,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
14154,Water,NULL,Wetland,Water,Wetland,Bareland,Built-up,Water
14155,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
14156,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
14157,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
14158,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
14159,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
14160,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
14161,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
14162,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
14163,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
14164,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
14165,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
14166,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14167,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14168,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14169,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
14170,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
14171,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
14172,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,NULL
14173,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
14174,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
14175,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
14176,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
14177,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
14178,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Water
14179,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
14180,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
14181,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
14182,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
14183,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
14184,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14185,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
14186,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14187,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
14188,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
14189,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
14190,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
14191,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
14192,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
14193,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
14194,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14195,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
14196,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
14197,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
14198,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
14199,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14200,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14201,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14202,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
14203,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
14204,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14205,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,NULL
14206,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
14207,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
14208,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
14209,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
14210,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
14211,Water,NULL,Water,NULL,Water,NULL,Shrubland,Water
14212,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
14213,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
14214,Water,NULL,Water,NULL,Water,NULL,Water,Water
14215,Water,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
14216,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
14217,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
14218,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
14219,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Bareland
14220,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Water
14221,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
14222,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
14223,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
14224,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
14225,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Bareland
14226,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
14227,Water,NULL,Water,NULL,Water,Wetland,NULL,Wetland
14228,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
14229,Water,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
14230,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
14231,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
14232,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
14233,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
14234,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
14235,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
14236,Water,NULL,Water,NULL,Water,Wetland,Water,Water
14237,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
14238,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
14239,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
14240,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
14241,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
14242,Water,NULL,Water,NULL,Water,Bareland,Wetland,NULL
14243,Water,NULL,Water,NULL,Water,Bareland,Bareland,NULL
14244,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
14245,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
14246,Water,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
14247,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
14248,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
14249,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
14250,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
14251,Water,NULL,Water,NULL,Water,Bareland,Water,Wetland
14252,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
14253,Water,NULL,Water,NULL,Water,Bareland,Water,Water
14254,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
14255,Water,NULL,Water,NULL,Water,Bareland,Forest,Water
14256,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
14257,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
14258,Water,NULL,Water,NULL,Water,Water,NULL,Water
14259,Water,NULL,Water,NULL,Water,Water,NULL,Forest
14260,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
14261,Water,NULL,Water,NULL,Water,Water,Shrubland,Wetland
14262,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
14263,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
14264,Water,NULL,Water,NULL,Water,Water,Grassland,Water
14265,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
14266,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
14267,Water,NULL,Water,NULL,Water,Water,Wetland,Water
14268,Water,NULL,Water,NULL,Water,Water,Water,NULL
14269,Water,NULL,Water,NULL,Water,Water,Water,Grassland
14270,Water,NULL,Water,NULL,Water,Water,Water,Cropland
14271,Water,NULL,Water,NULL,Water,Water,Water,Wetland
14272,Water,NULL,Water,NULL,Water,Water,Water,Bareland
14273,Water,NULL,Water,NULL,Water,Water,Water,Water
14274,Water,NULL,Water,NULL,Water,Water,Water,Forest
14275,Water,NULL,Water,NULL,Water,Water,Forest,Water
14276,Water,NULL,Water,NULL,Water,Forest,Shrubland,NULL
14277,Water,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
14278,Water,NULL,Water,NULL,Water,Forest,Forest,Water
14279,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
14280,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
14281,Water,NULL,Water,Non_Water,Water,NULL,Shrubland,NULL
14282,Water,NULL,Water,Non_Water,Water,NULL,Shrubland,Wetland
14283,Water,NULL,Water,Non_Water,Water,NULL,Wetland,NULL
14284,Water,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
14285,Water,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
14286,Water,NULL,Water,Non_Water,Water,NULL,Water,NULL
14287,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
14288,Water,NULL,Water,Non_Water,Water,NULL,Water,Wetland
14289,Water,NULL,Water,Non_Water,Water,NULL,Water,Forest
14290,Water,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
14291,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
14292,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
14293,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
14294,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
14295,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
14296,Water,NULL,Water,Non_Water,Water,Shrubland,Water,NULL
14297,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
14298,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
14299,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Bareland
14300,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
14301,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
14302,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
