Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLK_M_R
344,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
345,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
346,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
347,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
349,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
350,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
352,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
353,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
354,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
355,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
356,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
357,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
359,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
360,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
361,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
362,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
363,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
364,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
365,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
366,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
368,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
369,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
370,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
371,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
372,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
373,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
374,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
375,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
376,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
377,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
378,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
379,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
380,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
381,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
382,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
384,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
385,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
386,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
387,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
388,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
389,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
390,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
392,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
393,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
394,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
395,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
396,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
397,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
398,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
399,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
401,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
403,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
404,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
405,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
406,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
407,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
409,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
410,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
411,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
412,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
414,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
415,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
416,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
417,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
419,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
420,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
421,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
422,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
423,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
424,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
425,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
426,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
427,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
428,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
429,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
430,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
431,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
432,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
433,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
434,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
435,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
436,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
437,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
438,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
440,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
441,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
442,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
443,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
444,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
446,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
447,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
448,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
449,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
450,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
451,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
452,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
453,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
454,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
455,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
456,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
458,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
459,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
460,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
461,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
462,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
463,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
464,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
465,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
466,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
467,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
468,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
469,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
470,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
471,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
472,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
473,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
474,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
475,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
476,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
477,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
479,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
480,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
481,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
483,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
485,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
486,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
487,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
488,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
489,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
490,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
491,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
492,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
493,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
495,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
496,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
502,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
503,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
505,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
506,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
507,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
508,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
510,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
511,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
512,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
514,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
515,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
516,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
518,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
519,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
520,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
521,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
522,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
523,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
524,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
525,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
526,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
527,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
528,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
529,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
531,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
532,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
533,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
535,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
536,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
537,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
538,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
539,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
540,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
541,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
542,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
543,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
544,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
545,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
546,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
547,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
549,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
550,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
551,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
552,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
553,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
554,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
556,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
557,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
559,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
560,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
561,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
563,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
564,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
565,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
566,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
567,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
568,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
569,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
571,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
572,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
574,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
575,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
576,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
577,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
578,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
579,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
580,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
581,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
582,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
583,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
584,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
585,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
586,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
587,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
588,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
589,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
590,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
592,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
594,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
596,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
597,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
598,Grassland,Wetland,Water,NULL,Water,NULL,NULL,NULL
599,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
600,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
601,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
602,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
603,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
604,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
605,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
606,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
607,Grassland,Wetland,Water,Water,Water,NULL,NULL,NULL
608,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
609,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
610,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
611,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
612,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
613,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
615,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
616,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
617,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
619,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
620,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
622,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
623,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
624,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
625,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
626,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
629,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
630,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
631,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
633,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
635,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
636,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
638,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
639,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
640,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
641,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
642,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
643,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
644,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
645,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
646,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
647,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
648,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
649,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
650,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
651,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
652,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
653,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
654,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
655,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
656,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
657,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
658,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
659,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
660,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
661,Grassland,Water,Water,Water,Water,NULL,NULL,Water
662,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
663,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
664,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
665,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
666,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
667,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
669,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
670,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
671,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
672,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
673,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
674,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
675,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
677,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
678,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
680,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
681,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
682,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
684,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
685,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
686,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
688,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
689,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
690,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
