Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTG_M_R
6673,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
6674,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6675,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6676,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6677,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6678,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6679,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6680,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6681,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
6682,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
6683,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6684,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
6685,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Cropland
6686,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6687,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6688,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6689,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6690,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6691,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
6692,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6693,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6694,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
6695,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6696,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
6697,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6698,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6699,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
6700,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
6701,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
6702,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
6703,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6704,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6705,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6706,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
6707,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
6708,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
6709,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6710,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
6711,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
6712,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
6713,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6714,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6715,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6716,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6717,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6718,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6719,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6720,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6721,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6722,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6723,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6724,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6725,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6726,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6727,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6728,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
6729,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6730,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6731,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
6732,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6733,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
6734,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6735,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6736,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6737,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6738,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6739,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6740,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6741,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6742,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6743,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6744,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6745,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6746,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6747,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6748,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6749,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6750,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6751,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6752,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6753,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6754,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
6755,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6756,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6757,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
6758,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
6759,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6760,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6761,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
6762,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6763,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
6764,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
6765,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
6766,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6767,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
6768,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6769,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6770,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6771,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
6772,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
6773,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
6774,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
6775,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6776,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
6777,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6778,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6779,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
6780,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
6781,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
6782,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
6783,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
6784,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6785,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6786,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
6787,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6788,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6789,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6790,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
6791,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
6792,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
6793,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6794,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
6795,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6796,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6797,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6798,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6799,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6800,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6801,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6802,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
6803,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6804,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6805,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6806,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
6807,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6808,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
6809,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
6810,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6811,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6812,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
6813,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6814,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6815,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6816,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6817,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Water
6818,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6819,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
6820,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
6821,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
6822,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
6823,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6824,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
6825,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6826,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6827,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6828,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
6829,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
6830,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6831,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6832,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6833,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6834,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
6835,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
6836,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
6837,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Forest
6838,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6839,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
6840,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
6841,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
6842,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6843,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
6844,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
6845,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6846,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6847,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
6848,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
6849,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
6850,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
6851,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6852,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
6853,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6854,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6855,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
6856,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
6857,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
6858,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
6859,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Water
6860,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6861,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
6862,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
6863,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
6864,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
6865,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6866,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6867,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6868,Water,Water,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
6869,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6870,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
6871,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
6872,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
6873,Water,Water,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
6874,Water,Water,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
6875,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
6876,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
6877,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
6878,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
6879,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
6880,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
6881,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
6882,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
6883,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6884,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
6885,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
6886,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
6887,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
6888,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
6889,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
6890,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
6891,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
6892,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
6893,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
6894,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
6895,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6896,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
6897,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
6898,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6899,Water,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
6900,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
6901,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6902,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6903,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
6904,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6905,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
6906,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6907,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6908,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6909,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6910,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
6911,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
6912,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6913,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6914,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6915,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6916,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
6917,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
6918,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6919,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
6920,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6921,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6922,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
6923,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
6924,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6925,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
6926,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6927,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
6928,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6929,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
6930,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
6931,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6932,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
6933,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
6934,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
6935,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
6936,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Water
6937,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
6938,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6939,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6940,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6941,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
6942,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6943,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6944,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
6945,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6946,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6947,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6948,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6949,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6950,Water,Water,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
6951,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6952,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
6953,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
6954,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6955,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6956,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
6957,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
6958,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
6959,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6960,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6961,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
6962,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
6963,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
6964,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6965,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Bareland
6966,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Water
6967,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6968,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
6969,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
6970,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
6971,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
6972,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6973,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
6974,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6975,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
6976,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
6977,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
6978,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
6979,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Bareland
6980,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
6981,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Forest
6982,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6983,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
6984,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6985,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
6986,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6987,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6988,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Cropland
6989,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6990,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6991,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6992,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6993,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6994,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6995,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6996,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
6997,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
6998,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
6999,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
7000,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
7001,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
7002,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
7003,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
7004,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
7005,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
7006,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
7007,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Water
7008,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Forest
7009,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7010,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
7011,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
7012,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
7013,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
7014,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
7015,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
7016,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
7017,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7018,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
7019,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
7020,Water,Water,Wetland,Water,Wetland,Grassland,Built-up,Grassland
7021,Water,Water,Wetland,Water,Wetland,Grassland,Built-up,Water
7022,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
7023,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
7024,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
7025,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
7026,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
7027,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
7028,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
7029,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7030,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
7031,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
7032,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
7033,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
7034,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
7035,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
