Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUV_M_R
6613,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6614,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6615,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6616,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
6617,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6618,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6619,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6620,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6621,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6622,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6623,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6624,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6625,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6626,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6627,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6628,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6629,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6630,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6631,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6632,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6633,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
6634,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6635,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
6636,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6637,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6638,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6639,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6640,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6641,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6642,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6643,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6644,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6645,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6646,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6647,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6648,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6649,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6650,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6651,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Built-up
6652,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
6653,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6654,Cropland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
6655,Cropland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
6656,Cropland,NULL,Water,NULL,Water,Water,Water,Wetland
6657,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland,Bareland
6658,Cropland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
6659,Cropland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
6660,Cropland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6661,Cropland,NULL,Water,Water,Water,Grassland,Water,Water
6662,Cropland,NULL,Water,Water,Water,Water,NULL,Grassland
6663,Cropland,NULL,Water,Water,Water,Water,Shrubland,Wetland
6664,Cropland,NULL,Water,Water,Water,Water,Shrubland,Water
6665,Cropland,NULL,Water,Water,Water,Water,Grassland,Water
6666,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
6667,Cropland,NULL,Water,Water,Water,Water,Water,Water
6668,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6669,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6670,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6671,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6672,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6673,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6674,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6675,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6676,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6677,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6678,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6679,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6680,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
6681,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6682,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6683,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
6684,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
6685,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
6686,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
6687,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6688,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6689,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6690,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6691,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6692,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6693,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6694,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6695,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6696,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6697,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6698,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6699,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6700,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6701,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6702,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6703,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6704,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6705,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6706,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6707,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6708,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
6709,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
6710,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
6711,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
6712,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6713,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6714,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6715,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6716,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6717,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6718,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6719,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6720,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6721,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6722,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6723,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6724,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6725,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6726,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6727,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6728,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6729,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6730,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6731,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6732,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6733,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
6734,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6735,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
6736,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6737,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6738,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6739,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6740,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6741,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6742,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6743,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6744,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6745,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6746,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6747,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6748,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6749,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
6750,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6751,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
6752,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6753,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
6754,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6755,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
6756,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
6757,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
6758,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6759,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
6760,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6761,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
6762,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
6763,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6764,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
6765,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
6766,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6767,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6768,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6769,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6770,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6771,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6772,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6773,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6774,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6775,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6776,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6777,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6778,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6779,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
6780,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6781,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6782,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6783,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6784,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6785,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6786,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6787,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6788,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6789,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6790,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6791,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6792,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
6793,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6794,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6795,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6796,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6797,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6798,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6799,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6800,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6801,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6802,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
6803,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6804,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6805,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
6806,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6807,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
6808,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
6809,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
6810,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
6811,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Bareland
6812,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6813,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
6814,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
6815,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
6816,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
6817,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6818,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
6819,Cropland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
6820,Cropland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
6821,Cropland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
6822,Cropland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
6823,Cropland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
6824,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6825,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6826,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6827,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6828,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6829,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6830,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6831,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6832,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
6833,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6834,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6835,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6836,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6837,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6838,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6839,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6840,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6841,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6842,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6843,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6844,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6845,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6846,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6847,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6848,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6849,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6850,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6851,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6852,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6853,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6854,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6855,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6856,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6857,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6858,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
6859,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6860,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6861,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6862,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6863,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6864,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6865,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6866,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6867,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6868,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6869,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6870,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6871,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6872,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6873,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6874,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6875,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6876,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6877,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6878,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6879,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6880,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6881,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6882,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6883,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6884,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6885,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6886,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6887,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6888,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6889,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
6890,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6891,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6892,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6893,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6894,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6895,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6896,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6897,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6898,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6899,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6900,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6901,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6902,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6903,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6904,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
6905,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
6906,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6907,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6908,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6909,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6910,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6911,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6912,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6913,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6914,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6915,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6916,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6917,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6918,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6919,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6920,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6921,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6922,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6923,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6924,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6925,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6926,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6927,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
6928,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6929,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
