Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCL_M_R
343,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
344,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
345,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
346,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
348,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
349,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
351,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
352,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
353,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
354,NULL,Water,Water,Water,NULL,NULL,NULL,Forest
355,NULL,Water,Water,Water,Water,NULL,NULL,Forest
356,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
357,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
358,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
359,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
360,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
361,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
362,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
363,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
364,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
366,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
367,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
368,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
369,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
372,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
373,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
374,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
375,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
377,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
378,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
379,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
380,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
381,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
382,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
383,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
384,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
385,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
386,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
387,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
388,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
389,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
390,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
393,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
394,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
395,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
396,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
397,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
398,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
400,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
401,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
402,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
403,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
404,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
405,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
406,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
407,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
409,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
410,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
411,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
413,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
415,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
416,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
417,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
418,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
419,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
420,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
422,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
423,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
424,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
425,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
426,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
427,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
429,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
430,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
431,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
433,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
434,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
435,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
436,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
437,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
438,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
439,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
440,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
441,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
442,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
443,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
444,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
445,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
446,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
447,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
448,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
449,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
450,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
451,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
452,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
453,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
454,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
455,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
456,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
457,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
458,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
459,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
460,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
461,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
462,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
463,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
464,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
465,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
466,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
467,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
469,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
470,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
471,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
472,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
473,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
474,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
476,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
477,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
478,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
479,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
480,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
481,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
482,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
488,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
491,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
492,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
493,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
495,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
496,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
497,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
499,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
500,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
501,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
503,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
504,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
505,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
506,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
507,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
509,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
511,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
512,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
514,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
515,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
516,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
517,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
518,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
519,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
520,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
521,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
522,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
523,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
524,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
525,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
526,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
527,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
528,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
529,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
530,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
531,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
532,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
533,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
534,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
536,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
537,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
539,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
540,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
542,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
544,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
545,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
546,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
547,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
549,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
551,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
552,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
554,Grassland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
555,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
556,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
557,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
558,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
559,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
561,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
562,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
563,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
564,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
565,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
566,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
567,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
568,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
571,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
573,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
574,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
575,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
576,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
577,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
578,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
579,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
580,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
581,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
582,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
583,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
584,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
585,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
586,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
587,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
588,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
590,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
592,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
593,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
595,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
596,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
597,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
598,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
600,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
601,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
602,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
603,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
604,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
605,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
606,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
607,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
608,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
610,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
611,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
612,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
613,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
614,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
615,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
617,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
618,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
619,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
620,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
621,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
622,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
623,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
624,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
625,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
626,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
628,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
629,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
630,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
631,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
632,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
634,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
635,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
637,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
638,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
639,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
641,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
642,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
643,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
644,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
645,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
646,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
647,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
648,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
649,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
651,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
652,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
653,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
654,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
655,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
656,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
657,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
658,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
659,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
660,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
661,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
662,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
663,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
664,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
668,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
669,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
670,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
671,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
673,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
674,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
676,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
677,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
678,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
679,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
680,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
681,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
682,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
683,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
684,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
685,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
686,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
687,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
