Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQS_M_R
1719,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1720,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1721,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1722,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1723,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1724,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1725,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1726,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1727,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1737,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1738,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1739,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1740,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1741,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1742,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1743,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1744,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1745,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1746,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1747,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1748,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1749,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1750,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1751,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1752,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1753,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1754,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1755,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1756,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1757,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1758,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1759,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1760,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1761,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1762,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
1763,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1764,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1765,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1766,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1767,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1768,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1769,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1770,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1771,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1772,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1773,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1774,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1775,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1776,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1777,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1778,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
1779,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1780,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
1781,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
1782,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
1783,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
1784,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1785,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
1786,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1787,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1788,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1789,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
1790,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1791,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1792,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1793,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
1794,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
1795,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
1796,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1797,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1798,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
1799,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1800,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1801,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
1802,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1803,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1804,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1805,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
1806,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1807,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1808,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
1809,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
1810,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1811,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1812,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1813,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1814,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1815,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1816,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1817,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Built-up
1818,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1819,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1820,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
1821,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
1822,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
1823,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1824,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Forest
1825,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
1826,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1827,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
1828,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
1829,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
1830,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Water,Forest
1831,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1832,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
1833,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
1834,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
1835,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
1836,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
1837,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1838,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1839,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1840,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1841,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1842,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1843,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1844,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1845,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1846,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1847,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1848,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1849,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1850,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1851,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1852,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1853,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1854,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1855,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1856,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1857,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1858,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1859,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1860,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1861,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
1862,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1863,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1864,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1865,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1866,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1867,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1868,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1869,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1870,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1871,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
1872,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
1873,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1874,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1875,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1876,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1877,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1878,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1879,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1880,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1881,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1882,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1883,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1884,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1885,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1886,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1887,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1888,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1889,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1890,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1891,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1892,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1893,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1894,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1895,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1896,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1897,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1898,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1899,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1900,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
1901,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1902,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1903,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1904,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1905,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1906,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1907,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1908,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1909,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1910,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1911,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1912,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1913,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1914,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1915,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1916,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1917,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1918,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1919,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1920,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1921,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1922,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1923,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1924,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1925,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1926,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1927,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1928,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1929,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1930,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1931,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1932,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1933,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1934,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
1935,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1936,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1937,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
1938,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1939,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1940,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1941,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1942,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1943,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1944,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1945,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1946,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
1947,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1948,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1949,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1950,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1951,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1952,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1953,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1954,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1955,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1956,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1957,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1958,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1959,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1960,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1961,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1962,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1963,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1964,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
1965,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Water
1966,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
1967,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1968,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
1969,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
1970,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1971,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1972,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1973,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1974,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
1975,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
1976,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1977,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
1978,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
1979,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
1980,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Cropland
1981,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Water
1982,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
1983,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1984,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1985,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1986,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1987,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1988,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1989,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1990,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
1991,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1992,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
1993,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1994,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
1995,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1996,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1997,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1998,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1999,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2000,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2001,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2002,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2003,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
2004,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2005,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2006,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2007,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2008,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2009,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2010,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2011,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2012,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
2013,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
2014,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2015,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2016,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
2017,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Built-up
2018,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
2019,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2020,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2021,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2022,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Forest
2023,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Water,Forest
2024,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2025,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
2026,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
2027,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
2028,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
2029,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
2030,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
2031,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
2032,NULL,Built-up,Wetland,NULL,Wetland,Water,NULL,Forest
2033,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Built-up
2034,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
2035,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Water
2036,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
2037,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
