Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTS_M_R
3687,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3688,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3689,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3690,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3691,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3692,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3693,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3694,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3695,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3696,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3697,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3698,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3699,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3700,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3701,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3702,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3703,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3704,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
3705,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3706,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3707,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3708,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3709,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3710,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3711,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3712,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3713,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
3714,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3715,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3716,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3717,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3718,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3719,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3720,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3721,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3722,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3723,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3724,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3725,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3726,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3727,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3728,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3729,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3730,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3731,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3732,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3733,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3734,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3735,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3736,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3737,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3738,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3739,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3740,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3741,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3742,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3743,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3744,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3745,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3746,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3747,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3748,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3749,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3750,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3751,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3752,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3753,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3754,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3755,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3756,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3757,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3758,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3759,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3760,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3761,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3762,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3763,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3764,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3765,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3766,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3767,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3768,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3769,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3770,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3771,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3772,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3773,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3774,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3775,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3776,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3777,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3778,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3779,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3780,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3781,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3782,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3783,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
3784,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3785,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3786,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3787,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3788,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3789,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3790,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3791,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3792,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3793,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3794,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3795,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3796,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3797,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3798,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3799,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3800,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3801,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3802,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3803,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3804,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3805,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3806,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3807,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3808,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3809,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3810,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3811,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3812,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3813,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3814,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3815,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3816,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3817,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3818,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3819,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3820,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3821,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3822,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3823,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3824,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3825,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3826,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3827,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3828,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3829,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3830,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3831,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3832,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
3833,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3834,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3835,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3836,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3837,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
3838,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
3839,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3840,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3841,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3842,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3843,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3844,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3845,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3846,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3847,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3848,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3849,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3850,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3851,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3852,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3853,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Forest
3854,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Bareland,Grassland
3855,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Forest
3856,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3857,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3858,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3859,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3860,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
3861,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
3862,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
3863,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3864,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3865,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
3866,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
3867,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
3868,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
3869,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3870,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3871,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
3872,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
3873,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3874,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3875,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3876,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3877,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3878,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3879,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3880,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3881,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3882,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3883,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3884,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3885,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3886,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3887,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3888,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
3889,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3890,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3891,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3892,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3893,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3894,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3895,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3896,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3897,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3898,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3899,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3900,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3901,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
3902,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
3903,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
3904,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Forest
3905,Grassland,Cropland,Water,Water,Water,Water,Wetland,Wetland
3906,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3907,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3908,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3909,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3910,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3911,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3912,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3913,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3914,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3915,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3916,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3917,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3918,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3919,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3920,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3921,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3922,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3923,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3924,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3925,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3926,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3927,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3928,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3929,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3930,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3931,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3932,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3933,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3934,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3935,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3936,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3937,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3938,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3939,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3940,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3941,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3942,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3943,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3944,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3945,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3946,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3947,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3948,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3949,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3950,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3951,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3952,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3953,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3954,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3955,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3956,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3957,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3958,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3959,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3960,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3961,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3962,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
3963,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3964,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3965,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3966,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
3967,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3968,Grassland,Wetland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3969,Grassland,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
3970,Grassland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3971,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3972,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3973,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3974,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3975,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3976,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3977,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3978,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3979,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3980,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3981,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3982,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3983,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3984,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3985,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3986,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3987,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3988,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3989,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3990,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3991,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3992,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3993,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3994,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3995,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3996,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3997,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3998,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3999,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4000,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
